Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,RC0201FR-0720KL,Yageo,,257,,,,,,OSI Electronics excess.,,,,,,
,RN73H1JTTD1202F100,,,580,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,SN74LV4051ARGYR,Texas Instruments,,106,,,,,,OSI Electronics excess.,,,,,,
,RN73H1JTTD4993F100,,,200,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,RK73H1JTTD7503F,Koa Speer,,39501,,,,,,OSI Electronics excess.,,,,,,
,26604030,Molex LLC,,220,,,,,,OSI Electronics excess.,,,,,,
,LT1461CCS8-3#PBF,,,20,,,,,,OSI Electronics excess. MFR: ANALOG DEV,,,,,,
,CRT0603-FY-1003ELF,Bourns Inc,,450,,,,,,OSI Electronics excess.,,,,,,
,RN73H1JTTD4701F100,,,500,,,,,,OSI Electronics excess. MFR: KOA SPEER,,,,,,
,ISL8484IUZ,Renesas,,17,,,,,,OSI Electronics excess.,,,,,,
,ERA-2AEB4992X,Panasonic,,135,,,,,,OSI Electronics excess.,,,,,,
,RN73H1JTTD1001F100,,,240,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,VJ0805Y104MXXAT,,,200,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,GRM033R61C123KE84D,Murata,,2059,,,,,,OSI Electronics excess.,,,,,,
,CPF0402B28KE1,,,136,,,,,,OSI Electronics excess. MFR: TE CONNECT,,,,,,
,C0603C104M4RACTU,Kemet Electronics Corp,,3375,,,,,,OSI Electronics excess.,,,,,,
,BMI-S-205-F,,,22,,,,,,OSI Electronics excess. MFR: LAIRD,,,,,,
,RN732ATTD7411D25,Koa Speer,,150,,,,,,OSI Electronics excess.,,,,,,
,MC0402B104K250CT,,,7112,,,,,,OSI Electronics excess. MFR: MULTICOMP,,,,,,
,CR0201-FW-1003GLF,Bourns Inc,,392,,,,,,OSI Electronics excess.,,,,,,
,02016D104KAT2A,Avx Corp,,3004,,,,,,OSI Electronics excess.,,,,,,
,UMK212BBJ475MG-T,,,250,,,,,,OSI Electronics excess. MFR: TAIYO YUDEN,,,,,,
,RN73H2BTTD1500F100,,,100,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,AG306-050KG-XP1,,,6,,,,,,OSI Electronics excess. MFR: FUJIKURA,,,,,,
,RG1608N-3402-D-T5,,,100,,,,,,OSI Electronics excess. MFR: SUSUMU,,,,,,
,0603ZC392KAT2A,Avx Corp,,200,,,,,,OSI Electronics excess.,,,,,,
,BMI-S-205-C,,,22,,,,,,OSI Electronics excess. MFR: LAIRD,,,,,,
,CC0201KRX5R6BB104,Yageo,,2012,,,,,,OSI Electronics excess.,,,,,,
,RT0402BRD07191KL,Yageo,,248,,,,,,OSI Electronics excess.,,,,,,
,UMK316AB7475ML-T,,,140,,,,,,OSI Electronics excess. MFR: TAIYO YUDEN,,,,,,
,SN74LV4051APWR,Texas Instruments,,120,,,,,,OSI Electronics excess.,,,,,,
,RN73H1JTTD4702F100,,,150,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,RN73H1JTTD2201F100,,,150,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,RN73H1JTTD2003F100,,,280,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,CRCW0201301KFKED,,,224,,,,,,OSI Electronics excess. MFR: VISHAY DALE,,,,,,
,DESD5V0U1BA-7,Diodes Inc,,350,,,,,,OSI Electronics excess.,,,,,,
,NLASB3157MTR2G,On Semiconductor,,120,,,,,,OSI Electronics excess.,,,,,,
,08052A151JAT2A,Avx Corp,,152,,,,,,OSI Electronics excess.,,,,,,
,C0402C100C8GACTU,Kemet Electronics Corp,,114,,,,,,OSI Electronics excess.,,,,,,
,CPF0603F78K7C1,,,300,,,,,,OSI Electronics excess. MFR: TE CONNECT,,,,,,
,CPF0603F73K2C1,,,300,,,,,,OSI Electronics excess. MFR: TE CONNECT,,,,,,
,RCG0402499RFKED,,,800,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,C0805C106K3PAC7800,,,269,,,,,,OSI Electronics excess. MFR: VISHAY/DAL,,,,,,
,C0603C475K9PAC7411,Kemet Electronics Corp,,562,,,,,,OSI Electronics excess.,,,,,,
,GRM21BR61E106MA73L,Murata,,250,,,,,,OSI Electronics excess.,,,,,,
,CBR04C479C5GAC,Kemet Electronics Corp,,767,,,,,,OSI Electronics excess.,,,,,,
,C0805C101K5GACTU,Kemet Electronics Corp,,886,,,,,,OSI Electronics excess.,,,,,,
,"NX3L4357GM,115",NXP Semiconductor,,25,,,,,,OSI Electronics excess.,,,,,,
,RCG04021M00FKED,,,550,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,CRCW020142K2FKED,,,235,,,,,,OSI Electronics excess. MFR: VISHAY DALE,,,,,,
,RN73H1JTTD1211F100,,,100,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,RNCP0603FTD20K0,,,550,,,,,,OSI Electronics excess. MFR: STACKPOLE,,,,,,
,RG1608P-181-D-T5,,,200,,,,,,OSI Electronics excess. MFR: SUSUMU,,,,,,
,54202-S0807LF,,,37,,,,,,OSI Electronics excess. MFR: AMPHENOL,,,,,,
,GRM0335C1H3R9BA01D,Murata,,2034,,,,,,OSI Electronics excess.,,,,,,
,RK73H1JTTD3652F,Koa Speer,,4985,,,,,,OSI Electronics excess.,,,,,,
,PFR03S-101-FNH,,,229,,,,,,OSI Electronics excess. MFR: DELTA ELEC,,,,,,
,AP2204K-5.0TRG1,,,81,,,,,,OSI Electronics excess. MFR: DIODESINC,,,,,,
,CR321023FT,Avx Corp,,968,,,,,,OSI Electronics excess.,,,,,,
,RT0402BRD0720KL,Yageo,,50,,,,,,OSI Electronics excess.,,,,,,
,C0201C103K4PACTU,Kemet Electronics Corp,,380,,,,,,OSI Electronics excess.,,,,,,
,CIGT252010EH2R2MNE,Samsung,,73,,,,,,OSI Electronics excess.,,,,,,
,C0603C225K9PACTU,Kemet Electronics Corp,,140,,,,,,OSI Electronics excess.,,,,,,
,C0402C120D5GACTU,Kemet Electronics Corp,,100,,,,,,OSI Electronics excess.,,,,,,
,"PMEG1030EJ,115",Nexperia,,37,,,,,,OSI Electronics excess.,,,,,,
,RCG040220K0FKED,,,370,,,,,,OSI Electronics excess. MFR: VISHAY/DAL,,,,,,
,RR0816P-1243-D-10D,,,280,,,,,,OSI Electronics excess. MFR: SUSUMU,,,,,,
,RR0816P-204-D,,,280,,,,,,OSI Electronics excess. MFR: SUSUMU,,,,,,
,C0201C100K8GACTU,Kemet Electronics Corp,,233,,,,,,OSI Electronics excess.,,,,,,
,RNCF0603DTE3K32,,,200,,,,,,OSI Electronics excess. MFR: STACKPOLE,,,,,,
,GCM155R71C104KA55J,Murata,,250,,,,,,OSI Electronics excess.,,,,,,
,04025C121KAT2A,Avx Corp,,523,,,,,,OSI Electronics excess.,,,,,,
,06033C103KAT4A,Avx Corp,,150,,,,,,OSI Electronics excess.,,,,,,
,JMK105BJ334KV-F,,,286,,,,,,OSI Electronics excess. MFR: TAIYO YUDE,,,,,,
,GRM033R71H101KA12D,Murata,,349,,,,,,OSI Electronics excess.,,,,,,
,08052A221JAT2A,Avx Corp,,58,,,,,,OSI Electronics excess.,,,,,,
,RC0201FR-0733K2L,Yageo,,325,,,,,,OSI Electronics excess.,,,,,,
,08055C104MAT2A,Avx Corp,,115,,,,,,OSI Electronics excess.,,,,,,
,TLV70730PDQNR,Texas Instruments,,66,,,,,,OSI Electronics excess.,,,,,,
,C1005X5R1E105M050BC,TDK Corp,,290,,,,,,OSI Electronics excess.,,,,,,
,RR0816P-3321-D-51H,,,190,,,,,,OSI Electronics excess. MFR: SUSUMU,,,,,,
,SN74LVC3G14DCUR,Texas Instruments,,25,,,,,,OSI Electronics excess.,,,,,,
,RC0201FR-0766K5L,Yageo,,320,,,,,,OSI Electronics excess.,,,,,,
,RCG04021K00FKED,,,250,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,CPF0603F4K22C1,,,100,,,,,,OSI Electronics excess. MFR: TE CONNECT,,,,,,
,NSP4201MR6T1G,,,60,,,,,,OSI Electronics excess. MFR: ON,,,,,,
,ERJ-1GNJ473C,Panasonic,,284,,,,,,OSI Electronics excess.,,,,,,
,CR0201AFW-1001GAS,Bourns Inc,,211,,,,,,OSI Electronics excess.,,,,,,
,RNCP0603FTD5K62,,,200,,,,,,OSI Electronics excess. MFR: STACKPOLE,,,,,,
,CPF0603F42K2C1,,,100,,,,,,OSI Electronics excess. MFR: TE CONNECT,,,,,,
,RC0201JR-07750RL,Yageo,,329,,,,,,OSI Electronics excess.,,,,,,
,CPF0603F249KC1,,,250,,,,,,OSI Electronics excess. MFR: TE CONNECT,,,,,,
,GRM033C80J473KE19D,Murata,,244,,,,,,OSI Electronics excess.,,,,,,
,RK73H1HTTC2213F,,,232,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,SMA6251A1-3GT50G-50,,,5,,,,,,OSI Electronics excess. MFR: AMPHENOL,,,,,,
,GRM033R71A222KA01D,Murata,,226,,,,,,OSI Electronics excess.,,,,,,
,NRC12J473TRF,,,100,,,,,,OSI Electronics excess. MFR: NIC,,,,,,
,SMAJ15CA-E3/5A,,,27,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,RK73H1HTTC3320F,,,232,,,,,,OSI Electronics excess. MFR: KOA/SPEER,,,,,,
,CRCW020182K5FNED,,,220,,,,,,OSI Electronics excess. MFR: VISHAY DALE,,,,,,
,RC0402FR-071M6L,Yageo,,322,,,,,,OSI Electronics excess.,,,,,,
,CC0603KRX7R9BB102,Yageo,,190,,,,,,OSI Electronics excess.,,,,,,
,GRM033R71E221JA01D,Murata,,268,,,,,,OSI Electronics excess.,,,,,,
,GRM033R71E102JA01D,Murata,,216,,,,,,OSI Electronics excess.,,,,,,
,RP73PF1E402RBTDF,,,40,,,,,,OSI Electronics excess. MFR: TE CONNECT,,,,,,
,SMAJ5.0CA-E3/5A,,,25,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,ERJ-1GNF4643C,Panasonic,,227,,,,,,OSI Electronics excess.,,,,,,
,CRCW0201191KFNED,,,200,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,AC0402KRX7R9BB471,Yageo,,115,,,,,,OSI Electronics excess.,,,,,,
,RK73H1JTTD1432F,,,3707,,,,,,OSI Electronics excess. MFR: KOA/SPEER,,,,,,
,ESR10EZPF4702,Rohm,,150,,,,,,OSI Electronics excess.,,,,,,
,RC0201JR-072M7L,Yageo,,400,,,,,,OSI Electronics excess.,,,,,,
,CPF0402B37K4E1,,,42,,,,,,OSI Electronics excess. MFR: TE CONNECT,,,,,,
,CRCW04021R00FKED,,,50,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,RC0402FR-0760K4L,Yageo,,56,,,,,,OSI Electronics excess.,,,,,,
,04023C103KAT2A,Avx Corp,,115,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-0727K4L,Yageo,,55,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-074K99L,Yageo,,55,,,,,,OSI Electronics excess.,,,,,,
,RC0201FR-0724K9L,Yageo,,250,,,,,,OSI Electronics excess.,,,,,,
,ESR10EZPF1002,Rohm,,129,,,,,,OSI Electronics excess.,,,,,,
,SMF15A,Littelfuse Inc,,53,,,,,,OSI Electronics excess.,,,,,,
,CPF0402B6K98E1,,,35,,,,,,OSI Electronics excess. MFR: TE CONNECT,,,,,,
,CRCW02012K00JNED,,,231,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,KTR10EZPF2003,Rohm,,90,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-073K65L,Yageo,,180,,,,,,OSI Electronics excess.,,,,,,
,GRM155R61E105KA12D,TDK Corp,,122,,,,,,OSI Electronics excess.,,,,,,
,CC0402KRX7R7BB222,Yageo,,117,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF4873X,Panasonic,,110,,,,,,OSI Electronics excess.,,,,,,
,MM5Z3V3T1G,On Semiconductor,,60,,,,,,OSI Electronics excess.,,,,,,
,GRM0335C1E220JA01D,Murata,,245,,,,,,OSI Electronics excess.,,,,,,
,"74HCT1G04GW,125",Nexperia,,42,,,,,,OSI Electronics excess.,,,,,,
,RC0201FR-071K8L,Yageo,,10000,,,,,,OSI Electronics excess.,,,,,,
,CR0603-J/-000ELF,Bourns Inc,,149,,,,,,OSI Electronics excess.,,,,,,
,RK73B3ATTE3R3J,Koa Speer,,233,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-07412KL,Yageo,,141,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-0716K5L,Yageo,,196,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-07255KL,Yageo,,92,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-0727R4L,Yageo,,110,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-074R7L,Yageo,,65,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-073K9L,Yageo,,86,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-07499RL,Yageo,,132,,,,,,OSI Electronics excess.,,,,,,
,C0402C472K5RAC,Kemet Electronics Corp,,35,,,,,,OSI Electronics excess.,,,,,,
,RK73H1HTTC5621F,,,64,,,,,,OSI Electronics excess. MFR: KOASPEER,,,,,,
,RC0402FR-07200KL,Yageo,,86,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-0714K7L,Yageo,,34,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-0782K5L,Yageo,,44,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-0733R2L,Yageo,,28,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-0712KL,Yageo,,10,,,,,,OSI Electronics excess.,,,,,,
,RC0402FR-076K04L,Yageo,,10,,,,,,OSI Electronics excess.,,,,,,
,HK10051N0S-T,,,4019,,,,,,OSI Electronics excess. MFR: TAIYO YUDE,,,,,,
,HK10052N7S-T,,,8865,,,,,,OSI Electronics excess. MFR: TAIYO YUDE,,,,,,
,HK10053N9S-T,,,3786,,,,,,OSI Electronics excess. MFR: TAIYO YUDE,,,,,,
,DEA252450BT-2027A1,TDK Corp,,4932,,,,,,OSI Electronics excess.,,,,,,
,ELLA-W131-00B,,,6,,,,,,OSI Electronics excess. MFR: U-BLOX,,,,,,
,XC6220B181PR-G,,,3053,,,,,,OSI Electronics excess. MFR: TOREX,,,,,,
,BG95M2LA-64-SGNS,,,9750,,,,,,OSI Electronics excess. MFR: Quectel,,,,,,
,SMAJ22CAHR3G,,,6908,,,,,,OSI Electronics excess. MFR: TAIWAN,,,,,,
,8444-21B1-RK-TP,,,20,,,,,,OSI Electronics excess. MFR: 3M,,,,,,
,CGA2B2X7R1H102K050BA,TDK Corp,,260,,,,,,OSI Electronics excess.,,,,,,
,RK73H1ETTP6493F,TDK Corp,,120,,,,,,OSI Electronics excess.,,,,,,
,ERJ-3GEYJ152V,Panasonic,,601,,,,,,OSI Electronics excess.,,,,,,
,EXB-V4V220JV,Panasonic,,16,,,,,,OSI Electronics excess.,,,,,,
,ECU-V1H100DCV,Panasonic,,39,,,,,,OSI Electronics excess.,,,,,,
,NMC-T0805Y5V106Z10TRPR95F,,,1869,,,,,,OSI Electronics excess. MFR: NIC,,,,,,
,TC74A5-3.3VCTTR,Microchip Technology Inc,,42,,,,,,OSI Electronics excess.,,,,,,
,XCF04SVOG20C,Xilinx,,9,,,,,,OSI Electronics excess.,,,,,,
,54819-0572,Molex LLC,,156,,,,,,OSI Electronics excess.,,,,,,
,5015,,,179,,,,,,OSI Electronics excess. MFR: KEYSTONE,,,,,,
,LMV324IDR,Texas Instruments,,12500,,,,,,OSI Electronics excess.,,,,,,
,10-9002-A,,,73,,,,,,OSI Electronics excess. MFR: GC ELECTRO,,,,,,
,MMBT2222ALT1G,,,5985,,,,,,OSI Electronics excess. MFR: ON,,,,,,
,NMC0805X7R103K50TRPF,,,6557,,,,,,OSI Electronics excess. MFR: NIC,,,,,,
,NRC10F5231TRF,,,22145,,,,,,OSI Electronics excess. MFR: NIC,,,,,,
,NRC10F1001TRF,,,22173,,,,,,OSI Electronics excess. MFR: NIC,,,,,,
,90190A157,,,10630,,,,,,OSI Electronics excess. MFR: MCMASTER,,,,,,
,66615A3,,,10036,,,,,,OSI Electronics excess. MFR: MCMASTER,,,,,,
,90048A151,,,9939,,,,,,OSI Electronics excess. MFR: MCMASTER,,,,,,
,ADG5434BRUZ-REEL7,Analog Devices Inc,,1875,,,,,,OSI Electronics excess.,,,,,,
,ADP5301ACBZ-3-R7,,,875,,,,,,OSI Electronics excess. MFR: ANALOG DEV,,,,,,
,10-503725-006,,,520,,,,,,OSI Electronics excess. MFR: AMPHENOL,,,,,,
,CRCW0402432RFKED,,,44158,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,EVE JBH F15 20B,Panasonic,,5040,,,,,,OSI Electronics excess.,,,,,,
,A1006UK/TA1NX,NXP Semiconductor,,241509,,,,,,OSI Electronics excess.,,,,0.5302,,
,MAX30003CWV+T,Maxim Integrated,,9673,,,,,,OSI Electronics excess.,,,,,,
,AB-RTCMC-32.768KHZ-IBO5-S3-T,Abracon,,8130,,,,,,OSI Electronics excess.,,,,,,
,ODD26F32S6000AAPA762,,,197,,,,,,OSI Electronics excess. MFR: POSITRONIC,,,,,,
,M30624FGPGP#U3C,Renesas,,111,,,,,,OSI Electronics excess.,,,,,,
,IS42S32200L-6TL,Issi,,9672,,,,,,OSI Electronics excess.,,,,,,
,MAX32650GWQ+T,,,1985,,,,,,OSI Electronics excess. MFR: MAXIM-INT,,,,,,
,ODD15F32S6000AAPA762,,,499,,,,,,OSI Electronics excess. MFR: POSITRONIC,,,,,,
,PTS830GG140SMTRLFS,,,5004,,,,,,OSI Electronics excess. MFR: C&K,,,,,,
,7835,,,347,,,,,,OSI Electronics excess. MFR: M-TRON,,,,,,
,NL17SV16XV5T2G,On Semiconductor,,14695,,,,,,OSI Electronics excess.,,,,,,
,7834,,,270,,,,,,OSI Electronics excess. MFR: M-TRON,,,,,,
,CPH3225A,,,10530,,,,,,OSI Electronics excess. MFR: SEIKO,,,,,,
,ADP5301ACBZ-2-R7,,,2028,,,,,,OSI Electronics excess. MFR: ANALOG DEV,,,,,,
,R1LV0408DSP-7LI#S0,Renesas,,5143,,,,,,OSI Electronics excess.,,,,,,
,RC0201FR-076M8L,Yageo,,52263,,,,,,OSI Electronics excess.,,,,,,
,ICM-MA50HSS52-1161(LF)(SN),Jst,,5269,,,,,,OSI Electronics excess.,,,,,,
,GRM155R60J106ME15D,Murata,,105578,,,,,,OSI Electronics excess.,,,,,,
,0537800570,Molex LLC,,10786,,,,,,OSI Electronics excess.,,,,,,
,DSC2010-100RJT1,,,766,,,,,,OSI Electronics excess. MFR: WELWYN,,,,,,
,GRM0335C1E470JA01D,Murata,,17105,,,,,,OSI Electronics excess.,,,,,,
,LMC6464BIMX/NOPB,Texas Instruments,,1238,,,,,,OSI Electronics excess.,,,,,,
,762-04,,,1661,,,,,,OSI Electronics excess. MFR: GLORY_SOUND,,,,,,
,TPS22916BYFPT,Texas Instruments,,17767,,,,,,OSI Electronics excess.,,,,,,
,TLNT227M010R1300,Avx Corp,,3668,,,,,,OSI Electronics excess.,,,,,,
,RC0201FR-0710KL,Yageo,,11585,,,,,,OSI Electronics excess.,,,,,,
,TS01-W-Q-E,,,3314,,,,,,OSI Electronics excess. MFR: C&K,,,,,,
,GRM033R60J105ME11D,Murata,,191478,,,,,,OSI Electronics excess.,,,,,,
,AD7394ARZ-REEL7,Analog Devices Inc,,1076,,,,,,OSI Electronics excess.,,,,,,
,REF5025AIDR,Texas Instruments,,835,,,,,,OSI Electronics excess.,,,,,,
,DS1306EN+T&R,Maxim Integrated,,1552,,,,,,OSI Electronics excess.,,,,,,
,CRCW040290R9FKED,,,2014,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,BSC110N06NS3GATMA1,Infineon,,527,,,,,,OSI Electronics excess.,,,,,,
,MMSZ4700T1G,On Semiconductor,,3867,,,,,,OSI Electronics excess.,,,,,,
,FOD817DSD,On Semiconductor,,1523,,,,,,OSI Electronics excess.,,,,,,
,7M-24.000MEEQ-T,,,519,,,,,,OSI Electronics excess. MFR: TXC,,,,,,
,SST26VF064BT-104I/SM,Microchip Technology Inc,,383,,,,,,OSI Electronics excess.,,,,,,
,LT1963AEST-3.3#TRPBF,,,2347,,,,,,OSI Electronics excess. MFR: ANALOG DEV,,,,,,
,TPS259573DSGR,Texas Instruments,,4326,,,,,,OSI Electronics excess.,,,,,,
,LMV431ACM5X/NOPB,Texas Instruments,,1433,,,,,,OSI Electronics excess.,,,,,,
,SN65DSI84TPAPRQ1,Texas Instruments,,377,,,,,,OSI Electronics excess.,,,,,,
,EEH-ZKV121XUP,Panasonic,,2840,,,,,,OSI Electronics excess.,,,,,,
,EEH-ZKE181XUP,Panasonic,,1700,,,,,,OSI Electronics excess.,,,,,,
,CRCW06034K75FKEA,,,8267,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,TPSD107M016R0125,Avx Corp,,400,,,,,,OSI Electronics excess.,,,,,,
,OP593A,,,5838,,,,,,OSI Electronics excess. MFR: OPTEK,,,,,,
,G4A-1A-E 12VDC,,,74,,,,,,OSI Electronics excess. MFR: OMRON,,,,,,
,AGL1000V2-FGG484I,Microchip Technology Inc,,2,,,,,,OSI Electronics excess.,,,,,,
,AGL1000V5-FGG484,Microchip Technology Inc,,6,,,,,,OSI Electronics excess.,,,,,,
,PCI9656-BA66BIG,Broadcom,,52,,,,,,OSI Electronics excess.,,,,,,
,A6801SLW-T,,,46,,,,,,OSI Electronics excess. MFR: Allegro MicroSystems,,,,,,
,FDS6890A,On Semiconductor,,3038,,,,,,OSI Electronics excess.,,,,,,
,EGG.1B.304.CYM,,,320,,,,,,OSI Electronics excess. MFR: LEMO,,,,,,
,TXS0102DCUT,Texas Instruments,,1041,,,,,,OSI Electronics excess.,,,,,,
,AP2138N-2.5TRG1,,,1715,,,,,,OSI Electronics excess. MFR: DIODESINC,,,,,,
,AQV217AX,Panasonic,,104,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF4702X,Panasonic,,40604,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF1004X,Panasonic,,36677,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF1003X,Panasonic,,20209,,,,,,OSI Electronics excess.,,,,,,
,CL05A474KP5NNNC,Samsung,,15633,,,,,,OSI Electronics excess.,,,,,,
,CL05A475KP5NRNC,Samsung,,13470,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF1500X,Panasonic,,10000,,,,,,OSI Electronics excess.,,,,,,
,CL05C390JB5NNNC,Samsung,,8986,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF2672X,Panasonic,,8970,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF1502X,Panasonic,,8829,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF1000X,Panasonic,,7787,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF1001X,Panasonic,,7658,,,,,,OSI Electronics excess.,,,,,,
,ERJ-3EKF10R0V,Panasonic,,3989,,,,,,OSI Electronics excess.,,,,,,
,ERJ-3EKF3651V,Panasonic,,3976,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF3240X,Panasonic,,3819,,,,,,OSI Electronics excess.,,,,,,
,CL10B104KC8NNNC,Samsung,,2310,,,,,,OSI Electronics excess.,,,,,,
,CL10B102KC8NNNC,Samsung,,1959,,,,,,OSI Electronics excess.,,,,,,
,CL10B103KB8NNNC,Samsung,,983,,,,,,OSI Electronics excess.,,,,,,
,ERJ-3EKF7320V,Panasonic,,102,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF2492X,Panasonic,,93,,,,,,OSI Electronics excess.,,,,,,
,ERJ-3EKF5602V,Panasonic,,75,,,,,,OSI Electronics excess.,,,,,,
,ERJ-2RKF6491X,Panasonic,,50,,,,,,OSI Electronics excess.,,,,,,
,ADA4610-2ARMZ-R7,,,290,,,,,,OSI Electronics excess. MFR: ANALOG DEV,,,,,,
,CC1210KKX7RCBB103,Yageo,,12000,,,,,,OSI Electronics excess.,,,,,,
,36CT1AR24D4,,,189,,,,,,OSI Electronics excess. MFR: SOC,,,,,,
,LP5012PWR,Texas Instruments,,183,,,,,,OSI Electronics excess.,,,,,,
,BM1422AGMV-ZE2,Rohm,,95,,,,,,OSI Electronics excess.,,,,,,
,LIS2DH12TR,,,778,,,,,,OSI Electronics excess. MFR: ST MICRO,,,,,,
,STMM-110-02-G-D-SM-K-TR,Samtec Inc,,1011,,,,,,OSI Electronics excess.,,,,,,
,LIS3DHTR,,,1477,,,,,,OSI Electronics excess. MFR: ST MICRO,,,,,,
,MPC860SRVR50D4R2,NXP Semiconductor,,35833,,,,,,OSI Electronics excess.,,,,75,,
,SDR0805-680KL,Bourns Inc,,678,,,,,,OSI Electronics excess.,,,,,,
,FX23-120P-0.5SV15,Hirose Electric,,774,,,,,,OSI Electronics excess.,,,,,,
,LMZ22010TZ/NOPB,Texas Instruments,,894,,,,,,OSI Electronics excess.,,,,,,
,LMZ14203HTZX/NOPB,Texas Instruments,,340,,,,,,OSI Electronics excess.,,,,,,
,C1210C106M5RACTU,Kemet Electronics Corp,,7681,,,,,,OSI Electronics excess.,,,,,,
,RS1G300GNTB,Rohm,,3242,,,,,,OSI Electronics excess.,,,,,,
,20535-040E-02,,,2300,,,,,,OSI Electronics excess. MFR: I-PEX,,,,,,
,430450620,Molex LLC,,690,,,,,,OSI Electronics excess.,,,,,,
,CGA6M3X7R1C106K200AB,TDK Corp,,11217,,,,,,OSI Electronics excess.,,,,,,
,LM3150MHX/NOPB,Texas Instruments,,459,,,,,,OSI Electronics excess.,,,,,,
,C2012X5R1V106K125AC,TDK Corp,,3985,,,,,,OSI Electronics excess.,,,,,,
,T491X107K025AT,Kemet Electronics Corp,,776,,,,,,OSI Electronics excess.,,,,,,
,SRP1265A-1R5M,Bourns Inc,,1053,,,,,,OSI Electronics excess.,,,,,,
,865080345012,Wuerth Elektronik,,2321,,,,,,OSI Electronics excess.,,,,,,
,10SVPC120M,Panasonic,,1067,,,,,,OSI Electronics excess.,,,,,,
,SIRA96DP-T1-GE3,,,663,,,,,,OSI Electronics excess. MFR: VISHAY,,,,,,
,C0603C105K3RACTU,Kemet Electronics Corp,,6078,,,,,,OSI Electronics excess.,,,,,,
,B72510E2170K062,TDK Corp,,855,,,,,,OSI Electronics excess.,,,,,,
,ECP-U1C474MA5,Panasonic,,696,,,,,,OSI Electronics excess.,,,,,,
,0603YC474KAT2A,Avx Corp,,5072,,,,,,OSI Electronics excess.,,,,,,
,CB61F15A-TR2,,,448,,,,,,OSI Electronics excess. MFR: EATON,,,,,,
,"PESD5V0X1BL,315",Nexperia,,427,,,,,,OSI Electronics excess.,,,,,,
,0603YD225KAT2A,,,2709,,,,,,OSI Electronics excess. MFR: KYOCERA,,,,,,
,CM316X5R475K50AT,,,2096,,,,,,OSI Electronics excess. MFR: KYOCERA,,,,,,
,CGA4F2C0G1H153J085AA,TDK Corp,,856,,,,,,OSI Electronics excess.,,,,,,
,RG1608P-2431-D-T5,,,1972,,,,,,OSI Electronics excess. MFR: SUSUMU,,,,,,
