Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,88E1512-A0-NNP2I000,,Marvell Semiconductor Inc,2599.000,,US2509100000002;HK-G02,,2252,,IC XCVR 88E15 ALASKA SINGLE GI,,,,4.88000,,
,88E1512-A0-NNP2I000,,Marvell Semiconductor Inc,2599.000,,US2602150000012;HK-C02,,2524,,IC XCVR 88E15 ALASKA SINGLE GI,,,,5.17000,,
,900-2G133-0010-000,,Nvidia,20.000,,US2602230000002;QC INSPECT,,,,900-2G133-0010-000,,,,6969.80000,,
,900-2G133-0010-000,,Nvidia,1.000,,US2602230000001;QC INSPECT,,,,900-2G133-0010-000,,,,6969.80000,,
,900-2G133-0010-000,,Nvidia,20.000,,US2602190000039;QC INSPECT,,,,900-2G133-0010-000,,,,6800.00000,,
,A3P060-VQG100,,MicroChip,211.000,,US2512180000010;HK-H04,,2316,,IC FPGA 71 I/O 100VQFP,,,,5.62000,,
,ABCU-5741ARZ-D,,ATGBICS,50.000,,US2509170000006;HK-C02,,2536,,Compatible SFP 1G,,,,28.00000,,
,ABCU-5741ARZ-D,,ATGBICS,150.000,,US2512230000024;HK-E02,,2501+,,Compatible SFP 1G,,,,28.00000,,
,AD5160BRJZ10-RL7,,ADI,6000.000,,US2601250000002;HK-C05,,2549,,IC DGT POT 10KOHM 256TAP SOT23-8,,,,0.68000,,
,AD5308ARUZ-REEL7,,Analog Devices Inc,1000.000,,US2509080000029;HK-C03,,2527,,IC DAC 8BIT V-OUT 16TSSOP,,,,2.46000,,
,AD5420AREZ-REEL7,,Analog Devices Inc,2000.000,,US2512310000008;QC INSPECT,,,,IC DAC 16BIT A-OUT 24TSSOP,,,,5.05000,,
,AD5420AREZ-REEL7,,Analog Devices Inc,2000.000,,US2512310000007;QC INSPECT,,,,IC DAC 16BIT A-OUT 24TSSOP,,,,5.05000,,
,AD5592RBCPZ-1-RL7,,Hittite,3000.000,,US2601300000002;HK-E03,,2530/2546,,IC ADC/DAC 12BIT 400K 16LFCSP,,,,3.99000,,
,AD5752RBREZ,,Analog Devices Inc,310.000,,US2509250000020;HK-B04,,2532,,IC DAC 16BIT V-OUT 24TSSOP,,,,10.50000,,
,AD5752RBREZ,,Analog Devices Inc,310.000,,US2509250000021;HK-B04,,2532,,IC DAC 16BIT V-OUT 24TSSOP,,,,10.50000,,
,AD5791BRUZ,,Analog Devices Inc,60.000,,US2509220000012;HK-B05,,2521,,IC AD5791BRUZ 20-BIT D2A CONV TSSOP20(C,,,,62.41000,,
,AD630SD/883B,,Analog Devices Inc,11.000,,US2601190000019;QC INSPECT,,,,IC MOD/DEMOD BAL 2MHZ 20-CDIP,,,,120.00000,,
,AD7626BCPZ,,Analog Devices Inc,490.000,,US2510100000009;HK-F03,,2530,,IC ADC 16BIT SAR 32LFCSP,,,,26.00000,,
,AD7799BRUZ-REEL,,Analog Devices Inc,5000.000,,US2601230000012;QC INSPECT,,,,IC ADC 24BIT SIGMA-DELTA 16TSSOP,,,,2.68000,,
,AD7799BRUZ-REEL,,Analog Devices Inc,5000.000,,US2601230000010;QC INSPECT,,,,IC ADC 24BIT SIGMA-DELTA 16TSSOP,,,,2.68000,,
,AD7799BRUZ-REEL,,Analog Devices Inc,5000.000,,US2601230000011;QC INSPECT,,,,IC ADC 24BIT SIGMA-DELTA 16TSSOP,,,,2.68000,,
,AD7980ARMZRL7,,Analog Devices Inc,1000.000,,US2512080000063;HK-E02,,2521,,IC ADC 16BIT SAR 10MSOP,,,,5.72000,,
,AD7980ARMZRL7,,Analog Devices Inc,1000.000,,US2602020000005;HK-B04,,,,IC ADC 16BIT SAR 10MSOP,,,,6.27000,,
,AD8314ACPZ-RL7,,Analog Devices Inc,3000.000,,US2511130000009;HK-D04,,2522,,IC RF DETECT 100MHZ-2.7GHZ 8CSP,,,,1.39500,,
,AD8362ARUZ-REEL7,,ADI,2000.000,,US2512150000030;QC INSPECT,,,,IC RF POWER DETECTOR TSSO16,,,,4.00000,,
,AD8362ARUZ-REEL7,,ADI,3000.000,,US2512150000029;QC INSPECT,,,,IC RF POWER DETECTOR TSSO16,,,,4.00000,,
,AD8362ARUZ-REEL7,,ADI,1000.000,,US2512150000031;QC INSPECT,,,,IC RF POWER DETECTOR TSSO16,,,,4.00000,,
,ADA4932-2YCPZ-R7,,Analog Devices Inc,2000.000,,US2601020000007;HK-C01,,2516,,SP Amp DIFF AMP Dual �5.5V/11V 24-Pin LF,,,,4.65000,,
,ADA4932-2YCPZ-R7,,Analog Devices Inc,2000.000,,US2601020000008;HK-C01,,2516,,SP Amp DIFF AMP Dual �5.5V/11V 24-Pin LF,,,,4.65000,,
,ADA4932-2YCPZ-R7,,Analog Devices Inc,1500.000,,US2601020000001;HK-C01,,2516,,SP Amp DIFF AMP Dual �5.5V/11V 24-Pin LF,,,,4.65000,,
,ADM2582EBRWZ-REEL7,,ADI,1599.000,,US2601220000011;HK-G04,,2531,,DGT ISO 2.5KV RS422/RS485 20SOIC,,,,3.10000,,
,ADM3055EBRIZ-RL,,Analog Devices Inc,3000.000,,US2511110000009;HK-C01,,2533,,CAN 12Mbps 5V 20-Pin SOIC W T/R,,,,3.75000,,
,ADM3055EBRIZ-RL,,Analog Devices Inc,2000.000,,US2511110000010;HK-C01,,2533,,CAN 12Mbps 5V 20-Pin SOIC W T/R,,,,3.75000,,
,ADN8834ACBZ-R7,,Analog Devices Inc,29991.000,,US2602060000001;1018,,"2544,2545,2546",,IC THERMO COOLER DRIVER 25WLCSP,,,,2.90000,,
,ADP2301AUJZ-R7,,ADI,1000.000,,US2512150000027;HK-J04,,2522,,IC REG BUCK ADJ 1.2A TSOT6,,,,0.59500,,
,ADP7102ACPZ-R7,,ADI,500.000,,US2512120000005;HK-B03,,2324,,"LDO, ADJ, 0.3A, LFCSP-EP-8, 125DEG C",,,,1.04500,,
,ADR02ARZ-REEL7,,Analog Devices Inc,1000.000,,US2507160000041;HK-C04,,2515,,"IC,+5V PRECISION REF,SOIC8,",,,,1.23000,,
,ADR431BRZ-REEL7,,ADI,1000.000,,US2601220000007;QC INSPECT,,,,IC VREG OTHER 2.5V SOIC8,,,,4.20000,,
,ADS1256IDBR,,Texas Instruments,1000.000,,US2601190000013;HK-G03,,2249,,IC ADC 24BIT SIGMA-DELTA 28SSOP,,,,3.14000,,
,ADS8588SIPMR,,Texas Instruments,3000.000,,US2512180000008;HK-B02,,2517,,IC ADC 16BIT SAR 64LQFP,,,,3.58000,,
,ADUM1411ARWZ-RL,,Analog Devices Inc,5000.000,,US2601070000010;HK-C01,,,,DIG SOIC-16 Isolator,,,,0.90000,,
,ADUM1411ARWZ-RL,,Analog Devices Inc,5000.000,,US2512080000066;QC INSPECT,,,,DIG SOIC-16 Isolator,,,,0.90000,,
,ADUM1411ARWZ-RL,,Analog Devices Inc,5000.000,,US2509150000007;HK-F04,,2244,,DIG SOIC-16 Isolator,,,,0.90000,,
,ADUM1411ARWZ-RL,,Analog Devices Inc,5000.000,,US2510210000010;HK-A01,,2244,,DIG SOIC-16 Isolator,,,,0.90000,,
,ADUM1411ARWZ-RL,,Analog Devices Inc,5000.000,,US2511110000012;HK-B04,,2244,,DIG SOIC-16 Isolator,,,,0.90000,,
,ADUM1412ARWZ-RL,,ADI,5000.000,,US2509150000006;HK-G04,,2250,,DGTL ISOLTR 3.75KV 4CH GP 16SOIC,,,,0.90000,,
,ADUM1412ARWZ-RL,,ADI,5000.000,,US2511110000011;HK-F04,,2250,,DGTL ISOLTR 3.75KV 4CH GP 16SOIC,,,,0.90000,,
,ADUM1412ARWZ-RL,,ADI,5000.000,,US2512080000065;HK-J03,,2250,,DGTL ISOLTR 3.75KV 4CH GP 16SOIC,,,,0.90000,,
,ADUM1412ARWZ-RL,,ADI,5000.000,,US2601070000011;HK-C01,,,,DGTL ISOLTR 3.75KV 4CH GP 16SOIC,,,,0.90000,,
,ADUM1441ARQZ-RL7,,Analog Devices Inc,2000.000,,US2601020000012;QC INSPECT,,,,DGTL ISO 2500VRMS 4CH GP 16QSOP,,,,1.28000,,
,AFBR-57E6APZ,,Avago Technologies,2000.000,,US2505070000014;HK-PALLET5,,2513/2514/2512,,TRANSCEIVER OPTICAL LC MULTI-MODE SFP 3.,,,,24.00000,,
,AS4C16M16SA-7TCN TR,,Alliance Memory Inc,3999.000,,US2602100000029;HK-G04,,2316,,IC DRAM 256MBIT PAR 54TSOP II,,,,1.55000,,
,AS7C1024B-12JIN,,Alliance Memory Inc,35.000,,US2501020000004;HK-HOLDLOT,,,,"IC-SRAM, 1024KBIT, 128KX8",,,,2.50000,,
,ATMEGA2560-16AUR,,Microchip Technology Inc,730.000,,US2601190000017;HK-B03,,,,IC MCU 8BIT 256KB FLASH 100TQFP,,,,6.35000,,
,B2B-PH-SM4-TB (LF)(SN),,Jst,26000.000,,US2511100000055;HK-PALLET8,,2312,,"CONNECTOR, HEADER, SMT, 2MM, 2WAY",,,,0.08600,,
,BAS32L,,Nexperia,700.000,,US2511300000006;HK-I02,,2249,,SOD-80: Bas32L 75V 200mA,,,,0.06534,,
,BAS32L,,Nexperia,37499.000,,US2601230000003;HK-A03,,1923,,SOD-80: Bas32L 75V 200mA,,,,0.02300,,
,"BAS32L,115",,Nexperia,49999.000,,US2601260000004;HK-A03,,2220,,DIODE STANDARD 75V 200MA LLDS,,,,0.30000,,
,"BAT74,235",,Nexperia,2.000,,US2512280000002;HK-D04,,2537,,DIODE ARR SCHOTTKY 30V SOT-143B,,,,1.58000,,
,BBY5502VH6327XTSA1,,Infineon Technologies,45000.000,,US2509030000003;HK-A04,,"2511,2512,2526",,DIODE VARACTOR 16V SGL SC79-2,,,,0.09000,,
,BCX56-16,,NXP Semiconductors,5199.000,,US2511250000006;HK-F03,,2317,,"TRANS, NPN, 80V, 1A, 150DEG C, 0.5W",,,,0.09000,,
,BFU590QX�,,NXP Semiconductors,3000.000,,US2602090000050;QC INSPECT,,1748,,"ROHS, TRANSISTOR NPN SMT",,,,0.46000,,
,BGA824N6E6329XTSA1,,Infineon,1.000,,US2601220000006;QC INSPECT,,2424,,IC LOW NOISE AMP GPS 1.55-1.615GHz 17dB,,,,0.18700,,
,BLM15PD121SN1D,,Murata,200000.000,,US2510160000013;HK-A03,,2540; 2535,,"IDCTR,SMD,FERRITE,120 OHM,1.3A",,,,0.00240,,
,BM06B-SRSS-TB(LF)(SN),,Jst,4000.000,,US2510190000018;HK-F01,,2228,,"HEADER, SMT, VERTICAL, 1MM, 6WAY",,,,0.10800,,
,BM06B-SRSS-TB(LF)(SN),,Jst,5000.000,,US2510190000019;HK-F01,,2228,,"HEADER, SMT, VERTICAL, 1MM, 6WAY",,,,0.10800,,
,BQ24610RGER,,Texas Instruments,3000.000,,US2512300000017;HK-D03,,2547,,IC BATT CHG LI-ION 1-6CEL 24VQFN,,,,0.40000,,
,BTS452R,,Infineon,2500.000,,US2512080000003;HK-E01,,2531,,IC HIGH SIDE SW DIAGS 1.8A 52V 150C,,,,0.66000,,
,BU94702AKV-E2,,Rohm Semiconductor,549.000,,US2506300000008;HK-D04,,1943,,IC DECODER USB AUDIO 80-VQFP,,,,14.50000,,
,"BZV55-C16,135",,Nexperia,72498.000,,US2602040000003;HK-G02,,2152,,DIODE ZENER 16V 500MW LLDS,,,,0.03000,,
,BZV55-C6V2,,Nexperia,27500.000,,US2602010000001;HK-C02,,2522,,DIODE ZENER 6.2V 500MW LLDS,,,,0.03100,,
,BZV55-C8V2,,Nexperia,109995.000,,US2602010000002;HK-G01,,"2133, 2138, 2151, 2239, 2241",,DIODE ZENER 8.2V 500MW LLDS,,,,0.03000,,
,BZX84B12,,Nexperia,2400.000,,US2511250000003;HK-D03,,"2313, 2428",,DIODE ZENER 12V 300MW SOT23-3,,,,0.06350,,
,BZX84C18Q-7-F,,Diodes Incorporated,180000.000,,US2512180000057;HK-C04,,2528 / 2529,,DIODE ZENER 18V 300MW SOT23,,,,0.01350,,
,CARRIAGE,,Charge,1.000,,US2602100000036;QC INSPECT,,,,CARRIAGE,,,,30.00000,,
,CARRIAGE,,Charge,1.000,,US2602200000003;QC INSPECT,,,,CARRIAGE,,,,30.00000,,
,CAT4106HV4-GT2,,On Semiconductor,1999.000,,US2503180000002;HK-E02,,2430,,IC INTRFC DRIVER QFN-SLDR17,,,,4.00000,,
,CAT4106HV4-GT2,,On Semiconductor,8000.000,,US2509020000002;HK-F01,,2430,,IC INTRFC DRIVER QFN-SLDR17,,,,4.00000,,
,CC1101RGPR,,Texas Instruments,3000.000,,US2601150000015;HK-F01,,2530,,IC FSK CC1101 TX RX QLP20,,,,0.47000,,
,CC2564MODNCMOER,,Texas Instruments,2000.000,,US2509040000003;HK-D03,,2524,,"3 BLUETOOTH MODULE,V4.1 (BLE),AUTO,33-PI",,,,3.30000,,
,CC2564MODNCMOER,,Texas Instruments,2000.000,,US2509040000004;HK-D03,,2524,,"3 BLUETOOTH MODULE,V4.1 (BLE),AUTO,33-PI",,,,3.30000,,
,CM3440Z171R-10,,Laird Technologies Inc,8250.000,,US2504160000007;HK-PALLET4,,2513,,CMC 20A 2LN 170 OHM SMD,,,,0.26500,,
,CS5532-BSZR,,Cirrus Logic,500.000,,US2507160000002;HK-B02,,,,IC ADC 24BIT SIGMA-DELTA 20SSOP,,,,4.85000,,
,CS5532-BSZR,,Cirrus Logic,500.000,,US2507160000003;HK-B02,,,,IC ADC 24BIT SIGMA-DELTA 20SSOP,,,,4.85000,,
,CS82TPCF SLJ42,,Intel Corp,4501.000,,US2509220000010;HK-F01,,"2124, 2128, 2130",,"PCI BUS CONTROLLER, CMOS, PBGA376",,,,9.00000,,
,CSPSLC5V0AE-TP,,Micro Commercial,60000.000,,US2512080000011;HK-G01,,2536 / 2538,,TVS DIODE 5VWM 20VC CSP0201,,,,0.01100,,
,CSPSLC5V0AE-TP,,Micro Commercial,50000.000,,US2512080000012;HK-G01,,2536 / 2538,,TVS DIODE 5VWM 20VC CSP0201,,,,0.01100,,
,CSPSLC5V0AE-TP,,Micro Commercial,30000.000,,US2512080000013;HK-G01,,2536 / 2538,,TVS DIODE 5VWM 20VC CSP0201,,,,0.01100,,
,CT80618005844AB SLJ36,,Intel Corp,7500.000,,US2509100000007;HK-J02,,2051,,CT80618005844AB SLJ36,,,,10.60000,,
,CY7C1061G3010ZSXIT,,Cypress,512.000,,US2510260000005;HK-G01,,2331,,IC SRAM 16MBIT PAR 54TSOP II,,,,13.28458,,
,DF40C-20DP-0.4V(51),,Hirose Electric Co Ltd,10000.000,,US2601300000006;QC INSPECT,,,,20POS; 0.4MM; SMD; GOLD,,,,0.12200,,
,DF40C-20DP-0.4V(51),,Hirose Electric Co Ltd,10000.000,,US2601300000005;QC INSPECT,,,,20POS; 0.4MM; SMD; GOLD,,,,0.12200,,
,DF40C-20DS-0.4V(51),,Hirose Electric Co Ltd,10000.000,,US2602110000008;HK-G02,,25+,,CONN RCPT 20POS SMD GOLD,,,,0.11400,,
,DLW21SN371SQ2L,,Murata,12000.000,,US2511140000004;HK-F02,,2544,,CMC 280MA 2LN 370 OHM SMD,,,,0.02684,,
,DP83822IFRHBR,,Texas Instruments,6000.000,,US2601150000013;QC INSPECT,,2535,,IC INTERFACE SPECIALIZED 32VQFN,,,,0.82000,,
,DS1804U-010+,,Maxim Integrated Products Inc,500.000,,US2507040000002;HK-D04,,,,IC DGTL POT 10KOHM 100TAP 8UMAX,,,,2.88000,,
,DS1804U-010+,,Maxim Integrated Products Inc,848.000,,US2509040000006;HK-B05,,2213,,IC DGTL POT 10KOHM 100TAP 8UMAX,,,,1.89000,,
,DS2502R+T&R,,Maxim Integrated Products Inc,3000.000,,US2511130000014;HK-F02,,2521/2531,,1K SERIAL EPROM SMT SOT23,,,,0.42000,,
,DSPIC30F6012A-30I/PT,,MicroChip,160.000,,US2511240000006;HK-A02,,2352,,"^1/3^ PIC30F6012,MCU/DSP,144K,TQFP-64",,,,5.37000,,
,DSPIC30F6012A-30I/PT,,MicroChip,159.000,,US2512290000008;HK-D03,,2339,,"^1/3^ PIC30F6012,MCU/DSP,144K,TQFP-64",,,,5.45000,,
,DSPIC30F6012A-30I/PT,,MicroChip,160.000,,US2601300000011;QC INSPECT,,,,"^1/3^ PIC30F6012,MCU/DSP,144K,TQFP-64",,,,5.76000,,
,ECQUBAF104V2,,Panasonic,500.000,,US2507060000001;HK-B04,,2401,,"C-FILM,1UF,300V,20%,DIP",,,,0.39580,,
,EEHZC1H101P,,Panasonic,15000.000,,US2511170000036;HK-G01,,2535 / 2540,,CAP ALUMHYB 100UF 20% 50V SMD,,,,0.20500,,
,EP2AGX190FF35C5G,,Intel Corp,198.000,,US2503170000002;HK-A02,,2331,,IC FPGA 612 I/O 1152FBGA,,,,90.00000,,
,EP2AGX260FF35I3NAA,,Intel Corp,24.000,,US2511030000020;HK-E01,,2119,,IC ARRIAII 0.9V FBGA1152 R,,,,90.00000,,
,EP2AGX260FF35I3NAA,,Intel Corp,24.000,,US2511040000001;HK-B01,,2119,,IC ARRIAII 0.9V FBGA1152 R,,,,90.00000,,
,EP2AGX260FF35I3NAA,,Intel Corp,36.000,,US2512040000004;HK-B01,,2119,,IC ARRIAII 0.9V FBGA1152 R,,,,90.00000,,
,EP2AGX45DF29C6G,,Intel Corp,791.000,,US2510280000004;HK-I03,,"2207, 2231",,IC FPGA PLD BGA780,,,,46.50000,,
,EP2AGX45DF29C6G,,Intel Corp,1.000,,US2511280000005;HK-I03,,,,IC FPGA PLD BGA780,,,,221.50000,,
,EP2AGX65DF29C4G,,Intel Corp,180.000,,US2511200000002;HK-C02,,2331,,IC FPGA 364 I/O 780FBGA,,,,98.00000,,
,EP2AGX65DF29C4G,,Intel Corp,180.000,,US2601180000027;QC INSPECT,,,,IC FPGA 364 I/O 780FBGA,,,,98.00000,,
,EP2AGX65DF29C6G,,Intel Corp,360.000,,US2512140000010;HK-I01,,2307,,FPGA - Field Programmable Gate Array FPG,,,,80.00000,,
,EP2AGX95EF29C6G,,Intel Corp,719.000,,US2512040000030;HK-D01,,2325,,IC FPGA 372 I/O 780FBGA,,,,80.00000,,
,EP2AGX95EF35C4G,,Intel Corp,8.000,,US2503070000005;HK-E03,,2337,,FPGA Arria� II GX Family 89178 Cells 500,,,,100.00000,,
,EP2AGX95EF35C4G,,Intel Corp,360.000,,US2512190000003;HK-D02,,2343,,FPGA Arria� II GX Family 89178 Cells 500,,,,135.00000,,
,EP2AGX95EF35C4G,,Intel Corp,1439.000,,US2602040000001;HK-G02,,2434,,FPGA Arria� II GX Family 89178 Cells 500,,,,135.00000,,
,EPCQ64ASI16N,,Intel Corp,272.000,,US2510090000040;HK-D04,,2504,,IC CONFIG DEVICE 64MBIT 16SOIC,,,,8.60000,,
,EPCQ64ASI16N,,Intel Corp,300.000,,US2510090000039;HK-D04,,2504,,IC CONFIG DEVICE 64MBIT 16SOIC,,,,8.60000,,
,EPCQ64ASI16N,,Intel Corp,300.000,,US2510090000038;HK-D04,,2504,,IC CONFIG DEVICE 64MBIT 16SOIC,,,,8.60000,,
,EPCQ64ASI16N,,Intel Corp,77.000,,US2507310000023;HK-B04,,,,IC CONFIG DEVICE 64MBIT 16SOIC,,,,12.60000,,
,EPCQ64ASI16N,,Intel Corp,1284.000,,US2504250000012;HK-B04,,2504,,IC CONFIG DEVICE 64MBIT 16SOIC,,,,8.70000,,
,EPCQ64ASI16N,,Intel Corp,78.000,,US2412300000005;HK-G02,,2424,,IC CONFIG DEVICE 64MBIT 16SOIC,,,,9.16985,,
,EPCQ64ASI16N,,Intel Corp,616.000,,US2508070000002;HK-B01,,2504,,IC CONFIG DEVICE 64MBIT 16SOIC,,,,8.70000,,
,EPM570F256C5N,,Altera,538.000,,US2512300000022;HK-B03,,2225,,Complex Programmable Logic Devices CPLD,,,,5.30000,,
,EPM7064SLC44-10N,,Altera,6240.000,,US2407080000002;HK-A01,,1731,,"IC, PROGRAMMED (program with TE-1638 sof",,,,2.25000,,
,ESH107M050AG3KA,,Kemet Electronics Corp,15000.000,,US2507020000001;HK-PALLET5,,2505,,CAP ALUM RAD 105C,,,,0.05200,,
,ESP876_TFBGA248,,Etron,500.000,,US2512300000001;HK-G02,,20+,,IC RF TXRX+MCU BLE 24QFN,,,,24.13800,,
,FAN7382MX,,On Semiconductor,3000.000,,US2512290000009;HK-C01,,2526,,"IC,GATE,DRVR,HALF-BRIDGE,8SOIC",,,,0.34000,,
,FAN7382MX,,On Semiconductor,3000.000,,US2512290000010;HK-C01,,2526,,"IC,GATE,DRVR,HALF-BRIDGE,8SOIC",,,,0.34000,,
,FAN7382MX,,On Semiconductor,3000.000,,US2512290000011;HK-C01,,2526,,"IC,GATE,DRVR,HALF-BRIDGE,8SOIC",,,,0.34000,,
,FAN7382MX,,On Semiconductor,3000.000,,US2602020000010;QC INSPECT,,,,"IC,GATE,DRVR,HALF-BRIDGE,8SOIC",,,,0.34000,,
,FAN7382MX,,On Semiconductor,3000.000,,US2602020000011;QC INSPECT,,,,"IC,GATE,DRVR,HALF-BRIDGE,8SOIC",,,,0.34000,,
,FCH072N60F,,On Semiconductor,450.000,,US2512180000013;HK-D01,,,,"MOSFET, N-CH, 600V, 52A, TO-247-3",,,,1.42000,,
,FCH072N60F,,On Semiconductor,450.000,,US2512180000014;HK-D01,,,,"MOSFET, N-CH, 600V, 52A, TO-247-3",,,,1.42000,,
