Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,019931-3000,,Smiths Interconnect,8.000,,US2206020000034;G08F03,,1635,,019931-3000,,,,,,
,020419-0038,,ITT Interconnect Solutions,896.000,,PX2312280000111;F01C01,,,,JACK SCREWS,,,,,,
,06031C471JAT2A,,Kyocera Connector Products Corp,2834.000,,PX2312270000030;F01E02,,,,Capacitor,,,,,,
,08055A560JAT2A,,KYOCERA AVX,3807.000,,PX2312280000112;F02E01,,,,Ceramic Capacitors,,,,,,
,08055C183MAT2A,,Kyocera Connector Products Corp,3858.000,,PX2312270000023;F02E03,,,,Capacitor,,,,,,
,100-006-672-008,,Samtec Inc,12.000,,PX2312280000069;F01C03,,,,CONN,,,,,,
,10069-1,,Epm Papst,272.000,,LI2206280000024;G07E02,,N/A,,10069-1,,,,,,
,102699-2,,AMP,121.000,,PX2312280000120;F01C03,,,,Connector Header Through Hole 6 position,,,,,,
,103310-5,,TE Connectivity Ltd,279.000,,LI2208150000028;G04B03,,1016,,CONN HEADER R/A 20POS 2.54MM,,,,,,
,10-407552-055,,Amphenol Corp,8540.000,,PX2312280000121;F01E04,,,,"Connector Accessory, Contact",,,,,,
,10-505313-072,,Amphenol Corp,64.000,,LI2208150000029;G04B03,,2007,,Brush Connector,,,,,,
,10-505404-088,,Amphenol Corp,3.000,,LI2207290000034;G07A02,,2115,,Rectangular Mil Spec Connectors,,,,,,
,105RD706,,Bmi Hose,2109.000,,CL2209060000046;G04F01,,"1808, 1906, 1916",,Alum Electrolytic,,,,,,
,105RD706,,Bmi Hose,200.000,,US2206030000037;G08F01,,2014,,Alum Electrolytic,,,,,,
,10-674085-130N,,Amphenol Corp,2.000,,PX2401110000010;F01C01,,,,Kit-Conn,,,,,,
,10-674085-132A,,Amphenol Corp,27.000,,PX2312280000123;F01A02,,,,CONNECTOR  RECEPTACLE - J2,,,,,,
,106K100CS4,,Cornell Dubilier,377.000,,LI2209120000013;G04D03,,"1438, 1612, 1611, 1529, 1530, 1546, 1438",,CAP NETWORK 10UF 100V 14DIP,,,,,,
,106K100CS4G,,CDE Global,528.000,,LI2103040000010;G01A02,,,,Capacitor Arrays & Networks 10uF 100V Ca,,,,,,
,106K100CS4G,,CDE Global,100.000,,LI2103040000009;G01A02,,,,Capacitor Arrays & Networks 10uF 100V Ca,,,,,,
,106K100CS4G,,CDE Global,560.000,,LI2103040000008;G01A02,,,,Capacitor Arrays & Networks 10uF 100V Ca,,,,,,
,106K100CS4G,,CDE Global,523.000,,LI2103040000007;G01A02,,,,Capacitor Arrays & Networks 10uF 100V Ca,,,,,,
,106K100CS4G,,CDE Global,38.000,,LI2103040000006;G01A02,,,,Capacitor Arrays & Networks 10uF 100V Ca,,,,,,
,106K100CS4G,,CDE Global,19.000,,LI2103040000005;G01A02,,,,Capacitor Arrays & Networks 10uF 100V Ca,,,,,,
,107-MS-030-C,,Sas,5.000,,CL2209060000048;G04D02,,N/A,,107-MS-030-C,,,,,,
,12061A331JAT1A,,KYOCERA AVX,3293.000,,PX2312280000124;F02E03,,,,Ceramic Capacitors,,,,,,
,12061A331JATMA,,KYOCERA AVX,1580.000,,PX2312280000125;F02E03,,,,Ceramic Capacitors,,,,,,
,12062A681JAT2A,,KYOCERA AVX,4950.000,,PX2312280000126;F02E02,,,,Ceramic Capacitors,,,,,,
,1206YC105KAT2A,,Kyocera Connector Products Corp,1697.000,,PX2312270000027;F01E03,,,,Cap 1uF 10% 16V Cer 1206,,,,,,
,1210B104K101YT,,Knowles Capacitors,9636.000,,LI2207140000026;G07E02,,"1043, 1501, 1509",,"MLCC, 1210, X7R, 100KpF, 10%, 100V, Nick",,,,,,
,125190182,,Circuit Express Inc,144.000,,LI2207150000008;G06D02,,N/A,,Circuit Express Inc - 125190182,,,,,,
,12CWQ04FNTRPBF,,Vishay Dale,1996.000,,GR2207210000028;G07B02,,1631,,DIODERECT,,,,,,
,12CWQ04FNTRPBF,,Vishay Dale,7.000,,LI2101220000012;G07B02,,,,DIODERECT,,,,,,
,1-400111-1,,Not Known Yet,375.000,,LI2101210000010;G07D02,,,,"Legend Material, Grey",,,,,,
,14B101Q2A-SXI,,Infineon,15.000,,PX2312270000043;F01C03,,,,NVSRAM,,,,,,
,150D107X9020S2BE3,,Vishay,49.000,,PX2312290000130;F01C02,,,,CAPACITORS,,,,,,
,160-1245-020100,,Cambion,32.000,,LI2207290000035;G04C03,,N/A,,"Terminal, Turret, Solder Press Mount, 2.",,,,,,
,160-1724-02-05-00,,Camlab,2060.000,,LI2206290000049;G02A01,,N/A,,160-1724-02-05-00,,,,,,
,160-2043-02-05,,Cambion,442.000,,LI2208150000038;G07E02,,N/A,,Solder Terminal Turreted,,,,,,
,160493-01,,General Electric Co,7.000,,AN2207180000007;G08A02,,1709,,GE Aviation BTP part 160493-01,,,,,,
,160493-01,,General Electric Co,3.000,,US2206020000038;G08A02,,"1709, 1627",,GE Aviation BTP part 160493-01,,,,,,
,16A9P7TG4,,Texas Instruments,90.000,,PX2312270000020;F01A03,,,,Microcontroller,,,,,,
,173497-01,,Bourns Inc,216.000,,CL2209060000049;G08D03,,1412,,173497-01,,,,,,
,173971-03,,Xilinx Inc,48.000,,US2206030000019;G08D03,,0117,,173971-03,,,,,,
,176363-01,,On Semiconductor,82.000,,CL2209060000050;G08D03,,N/A,,176363-01,,,,,,
,176561-01,,Not Known Yet,3152.000,,PX2312280000100;F01E03,,,,part number 176561-01,,,,,,
,180406-001,,Micross,106.000,,US2206020000033;G04A03,,1439,,180406-001,,,,,,
,180478-006,,Xilinx Inc,469.000,,CL2209060000051;G08D03,,N/A,,180478-006,,,,,,
,18125C474JAT2A,,KYOCERA AVX,933.000,,PX2312290000131;F02E03,,,,Ceramic Capacitors,,,,,,
,1812CS-122XJSC,,Coilcraft Inc,24.000,,PX2312290000132;F02E01,,,,Fixed Inductors,,,,,,
,182208-006,,Radiall,19.000,,US2206020000025;ATX23R,,"2003, 1932, 2011, 2010",,182208-006,,,,,,
,182208-006,,Radiall,72.000,,US2206030000038;ATX23R,,"2010, 1948, 1932, 2006, 2005, 2020, 2003, 2011",,182208-006,,,,,,
,18251C474MAT2A,,KYOCERA AVX,490.000,,PX2312290000134;F02E02,,,,Ceramic Cpacitors,,,,,,
,18252A682KAT2A,,KYOCERA AVX,239.000,,PX2312290000135;F02E03,,,,Ceramic Capacitors,,,,,,
,18255C684KAT2A,,KYOCERA AVX,388.000,,PX2312290000136;F02E01,,,,Ceramic Capacitors,,,,,,
,185076-001,,Not Known Yet,3.000,,US2206030000026;G08F01,,N/A,,185076-001,,,,,,
,185076-001,,Not Known Yet,4.000,,US2206030000033;G08F01,,N/A,,185076-001,,,,,,
,185076-001,,Not Known Yet,2.000,,US2206030000034;G08F01,,N/A,,185076-001,,,,,,
,1-86479-5,,TE Connectivity Ltd,400.000,,PX2312270000009;F02A02,,,,Connector,,,,,,
,19199-001-XTD,,On Semiconductor,120.000,,CL2209060000054;G06F02,,1120,,19199-001-XTD - Rail/Tube (Alt: 19199-00,,,,,,
,19199-001-XTD,,On Semiconductor,180.000,,CL2209060000053;G06F01,,"1118, 1127",,19199-001-XTD - Rail/Tube (Alt: 19199-00,,,,,,
,19199-001-XTD,,On Semiconductor,60.000,,CL2209060000052;G06F02,,1120,,19199-001-XTD - Rail/Tube (Alt: 19199-00,,,,,,
,19199-001-XTD,,On Semiconductor,240.000,,AN2207180000013;G06F02,,"1120, 1119",,19199-001-XTD - Rail/Tube (Alt: 19199-00,,,,,,
,19199-001-XTD,,On Semiconductor,120.000,,AN2207180000012;G06F02,,1120,,19199-001-XTD - Rail/Tube (Alt: 19199-00,,,,,,
,19199-001-XTD,,On Semiconductor,60.000,,AN2207180000011;G06F01,,1118,,19199-001-XTD - Rail/Tube (Alt: 19199-00,,,,,,
,19199-001-XTD,,On Semiconductor,120.000,,AN2207180000010;G06F02,,1119,,19199-001-XTD - Rail/Tube (Alt: 19199-00,,,,,,
,19199-001-XTD,,On Semiconductor,9.000,,AN2207180000009;G06F02,,1127,,19199-001-XTD - Rail/Tube (Alt: 19199-00,,,,,,
,19623-007953,,Exxelia Technologies,108.000,,LI2206280000026;G07F02,,2025,,19623-007953,,,,,,
,19623-715731-1,,Not Known Yet,29.000,,LI2207290000036;G04C02,,N/A,,Indicott Precision,,,,,,
,19623-715785-2,,Not Known Yet,39.000,,LI2402200000055;A03B01,,,,19623-715785-2,,,,,,
,19623ASSY402261,,Not Known Yet,1.000,,LI2208150000040;G04D04,,1948,,19623ASSY402261,,,,,,
,1A7377-5,,Digitran-ES,11.000,,LI2207150000010;G06A03,,N/A,,Rotary switch,,,,,,
,1C7463-3,,Not Known Yet,50.000,,LI2402200000002;G08E03,,,,Plate,,,,,,
,1D9859-1-827,,Not Known Yet,20.000,,LI2207290000039;G07D02,,1952,,1D9859-1-827,,,,,,
,1N4742AG,,Not Known Yet,58.000,,LI2402200000016;G08E03,,,,Zener Diode Single 12V 1W DO41G,,,,,,
,1N4744A-TIN/LEAD,,Central Semiconductor Corp,2420.000,,LI2206280000027;G03C03,,1548,,1N4744A-TIN/LEAD,,,,,,
,1N4745A-TIN/LEAD,,Central Semiconductor Corp,2462.000,,LI2207130000038;G03C03,,1544,,1N4745A-TIN/LEAD,,,,,,
,1N4938-1JANTX,,National Semiconductor,1450.000,,LI2206290000030;G02B03,,N/A,,1N4938-1JANTX,,,,,,
,1N5417JANTX,,Sensitron Semiconductor,447.000,,PX2312290000137;F01A01,,,,DIODE RECT 200V 3A,,,,,,
,1N6277A-E3/54,,Vishay Semiconductors,884.000,,LI2206290000031;G03C03,,1936,,TVS DIODE 15.3VWM 25.2VC 1.5KE,,,,,,
,1N6291AG,,On Semiconductor,293.000,,LI2206290000032;G06D02,,1121,,1500 W TRANSIENT VOLTAGE SUPPRES,,,,,,
,1PM8340105K1003GGD03,,Vishay Semiconductors,1484.000,,LI2206290000033;G01A02,,2006,,1PM8340105K1003GGD03,,,,,,
,1SMA5931BT3G,,On Semiconductor,4878.000,,PX2312290000138;F01C02,,,,Diode Zener Single 18V 5% 500mW 2-Pin SM,,,,,,
,1SMA5936BT3,,On Semiconductor,2750.000,,PX2312290000139;F01E03,,,,Zener Diode 30 V 1.5 W �5% Surface Mount,,,,,,
,1SMA5936BT3,,On Semiconductor,4742.000,,PX2312290000140;F01E04,,,,Zener Diode 30 V 1.5 W �5% Surface Mount,,,,,,
,1T5170049,,Xcel,8.000,,PX2312270000021;F01A03,,,,FPGA,,,,,,
,1XFN48N50,,IXYS Corp,388.000,,LI2402200000047;G08C02,,,,MOSFET N-CH 500V 48A SOT-227,,,,,,
,20-000058-001,,Not Known Yet,1486.000,,US2012170000016;G07F03,,1040,,"3D LABS, GRAPHICS PROCESSOR, 644HS",,,,,,
,2-1617118-0,,TE Connectivity Ltd,92.000,,PX2312280000072;F01E02,,,,DIODE,,,,,,
,21-900947-003,,Not Known Yet,10.000,,US2206030000023;G04A01,,"1941, 1725, 20212, 2007",,21-900947-003,,,,,,
,21-900947-003,,Not Known Yet,4.000,,US2206030000014;G04D02,,1941,,21-900947-003,,,,,,
,21-900947-005,,Amphenol Corp,16.000,,US2206030000018;G08A02,,"2024, 2021, 2019, 2023",,21-900947-005,,,,,,
,21-900947-006,,Amphenol Corp,11.000,,US2206020000036;G08A02,,1932,,21-900947-006,,,,,,
,21-900947-006,,Amphenol Corp,4.000,,US2206030000024;G08A02,,1950,,21-900947-006,,,,,,
,2301000-1,,Electro Dynamics,28.000,,LI2207290000040;G01A03,,"2107, 2044",,2301000-1,,,,,,
,230100-1,,L3,234.000,,LI2206290000034;G01A02,,2108,,230100-1,,,,,,
,26020013,,Hamilton Caster & Manufacturing Co,2.000,,LI2208150000023;G07E02,,N/A,,Switch Selector,,,,,,
,2743013211,,Fair-Rite,356.000,,PX2312280000109;F01C01,,,,BEAD ON LEADS,,,,,,
,2743013211,,Fair-Rite,4183.000,,PX2312280000110;F01C02,,,,BEAD ON LEADS,,,,,,
,2SK3163-E,,Not Known Yet,716.000,,US2506120000025;F04B02,,,,"N-CHANNEL FET;60V,70A,.007",,,,,,
,2SK3163-E,,Not Known Yet,668.000,,US2506110000014;F04B02,,,,"N-CHANNEL FET;60V,70A,.007",,,,,,
,300R102U050JJ2E,,Cornell Dubilier,456.000,,LI2207140000031;G03F03,,N/A,,Aluminum Electrolytic Capacitors - Radia,,,,,,
,3152-2-00-15-00-00-08-0,,Mill-Max MFG Corp,100.000,,LI2206290000035;G05D01,,1742,,Contact PIN Solder ST Swage Mount Bulk,,,,,,
,3152-2-00-15-00-00-08-0,,Mill-Max MFG Corp,50.000,,LI2206290000037;G05D01,,N/A,,Contact PIN Solder ST Swage Mount Bulk,,,,,,
,3-188835-0,,TE Connectivity Ltd,387.000,,PX2312270000022;F01A03,,,,Backplane Connector,,,,,,
,32CTQ030SPBF,,Vishay Semiconductors,840.000,,LI2207140000032;G06C01,,"1530, 1541",,Schottky Diodes & Rectifiers RECOMMENDED,,,,,,
,330R223U010JS2D,,Cornell Dubilier,232.000,,LI2207140000033;G03F03,,N/A,,Aluminum Electrolytic Capacitors - Radia,,,,,,
,3386H-1-501,,Bourns Inc,141.000,,LI2206290000038;G01A03,,2104,,TRIMMER 500 OHM 0.5W PC PIN SIDE,,,,,,
,3412715-1,,Sas,114.000,,LI2208150000043;G08B03,,N/A,,3412715-1 Sas Industries,,,,,,
,3412745-1,,Not Known Yet,74.000,,LI2208150000044;G07A03,,N/A,,Speciality Rubber Inc. - 3412745-1,,,,,,
,3412786-8,,Maxim Integrated Products Inc,2158.000,,LI2207140000040;G06A01,,1029,,3412786-8,,,,,,
,35239000,,Ametek Inc,15.000,,LI2402200000074;G08C01,,,,Rotron AXIMAX� 2 Small Vaneaxial Fans,,,,,,
,35351-187929-001,,General Electric Co,78.000,,US2206030000012;G04A02,,N/A,,35351-187929-001,,,,,,
,365-001788-1,,Not Known Yet,154.000,,US2206020000027;G07E04,,N/A,,365-001788-1 IDD AEROSPACE CORP,,,,,,
,36MC51ATR13,,Central Semiconductor Corp,2806.000,,PX2312290000141;F01C02,,,,Suppressor,,,,,,
,3812125-1,,Not Known Yet,49.000,,LI2207290000042;G04B03,,N/A,,3812125-1,,,,,,
,3812126G1,,Not Known Yet,199.000,,LI2206290000039;G04B03,,N/A,,3812126G1,,,,,,
,3BTF6-35,,Sensata,4.000,,PX2312270000035;F01E02,,,,"Switch,Thrmstc,Spst,170 Deg",,,,,,
,402215,,Exxelia Technologies,309.000,,LI2206280000019;ATX23L,,"2039, 2041/2043/2112/2113",,402215,,,,,,
,402215,,Exxelia Technologies,14.000,,LI2207290000015;F04D03,,2039,,402215,,,,,,
,402244,,Exxelia Technologies,40.000,,LI2207290000016;G05C02,,2125,,402244,,,,,,
,402244,,Exxelia Technologies,26.000,,LI2207290000017;G05C02,,N/A,,402244,,,,,,
,402244,,Exxelia Technologies,14.000,,LI2207290000018;G05C02,,N/A,,402244,,,,,,
,402272,,Not Known Yet,14.000,,LI2402200000001;G08E04,,,,Inductor,,,,,,
,402862-1,,Not Known Yet,14.000,,LI2402200000034;G05D03,,,,FLYBACK TRANSFORMER,,,,,,
,403016-1,,Not Known Yet,222.000,,GR2207210000029;ATX21R,,N/A,,Voltage feedback,,,,,,
,403081-1,,Exxelia Technologies,14.000,,LI2207290000043;G04B01,,2110,,403081-1,,,,,,
,41-042001-05,,Not Known Yet,9.000,,LI2402200000003;G08E03,,,,"CAPACITOR, TANTALUM, OUTPUT FILT",,,,,,
,4171G,,Aavid Thermalloy,280.000,,LI2206290000040;G05D01,,2004,,THERM PAD 16.51MMX12.7MM,,,,,,
,43-03-01,,Not Known Yet,645.000,,LI2206290000041;G05D01,,N/A,,43-03-01,,,,,,
,43-03-1,,Not Known Yet,5310.000,,LI2208150000046;G07E04,,N/A,,"Insul, Kapton",,,,,,
,430452420,,Molex LLC,800.000,,LI2207140000014;G05B03,,1203,,"CONN, HEADER, 24POS, 2ROW, 3MM",,,,,,
,4310R-101-333,,Bourns Inc,1996.000,,PX2312270000016;F02A01,,,,Resistor,,,,,,
,43-77-1G,,Aavid Thermalloy,25548.000,,LI2208150000048;G07E04,,N/A,,THERMAL INSULATING FILM; INSULATOR BODY,,,,,,
,43-77-9G,,Aavid Thermalloy,500.000,,LI2206290000042;G07E02,,N/A,,THERM PAD 18.42MMX13.21MM AMBER,,,,,,
,4420P002103,,Bourns Inc,1309.000,,PX2312290000145;F01C02,,,,Network and Array Resistors,,,,,,
,4420P-2-103,,Bourns Inc,566.000,,PX2312290000146;F01C02,,,,Network and Array Resistors,,,,,,
,4-603066-01,,Not Known Yet,132.000,,LI2208150000050;G07E02,,N/A,,B&H Precision Fabricator,,,,,,
,4A4788G1,,Not Known Yet,151.000,,LI2206290000043;G06D03,,2108,,SPIN MAGNETICS 4A4788G1,,,,,,
,4A4788G2,,Not Known Yet,252.000,,LI2206290000044;ATX22R,,2029,,SPIN MAGNETICS 4A4788G2,,,,,,
,4A4788G2,,Not Known Yet,216.000,,LI2206290000045;ATX22R,,2029,,SPIN MAGNETICS 4A4788G2,,,,,,
,4A4829G1,,Exxelia Technologies,464.000,,LI2308020000015;A02A01,,,,4A4829G1,,,,,,
,4A4829G1,,Exxelia Technologies,97.000,,LI2208260000036;ATX23L,,,,4A4829G1,,,,,,
,4A4829G1,,Exxelia Technologies,42.000,,LI2207290000044;ATX23L,,1746,,4A4829G1,,,,,,
,4A4829G1,,Exxelia Technologies,155.000,,LI2206290000051;ATX23L,,1751,,4A4829G1,,,,,,
,4A4829G1,,Exxelia Technologies,168.000,,LI2206290000050;ATX23L,,1745,,4A4829G1,,,,,,
,4A4829G1,,Exxelia Technologies,113.000,,LI2206290000046;ATX23L,,1728,,4A4829G1,,,,,,
,4A4829G1,,Exxelia Technologies,99.000,,LI2206290000052;F04E03,,1751,,4A4829G1,,,,,,
,4N24U,,TT Electronics Plc,314.000,,LI2402200000039;G05D03,,,,OPTOISO 1KV TRANS W/BASE 6LCC,,,,,,
,4V10432-101A,,Banner Metalcraft Inc,1.000,,LI2208160000013;G07C02,,1616,,Electrical-electronic Eq Chassis,,,,,,
,5015,,Keystone,1362.000,,LI2206280000013;G01D04,,"2040, 2049",,TEST JACK VERTICAL,,,,,,
,501S49W224KV4,,Johanson,486.000,,US2502210000011;F04C01,,,,"CAPACITOR, SMT, CERAMIC, 0.22",,,,,,
,51-1601-2,,Not Known Yet,57.000,,PX2401110000021;BTX-B13,,,,INDUCT 120UH DM CHOKE,,,,,,
,51-1601-2,,Not Known Yet,10.000,,PX2401110000013;BTX-B12,,,,INDUCT 120UH DM CHOKE,,,,,,
,51-1601-2,,Not Known Yet,100.000,,PX2312290000147;F02A01,,,,INDUCT 120UH DM CHOKE,,,,,,
,51-1602,,Not Known Yet,128.000,,PX2401110000019;BTX-B14,,,,INDUCTOR COMM MODE 1.09MH 25%,,,,,,
,51-1602-3,,Not Known Yet,37.000,,PX2312290000148;F01A02,,,,COIL 10.2MH 25% 10KHZ TH,,,,,,
,51-1602-3,,Not Known Yet,27.000,,PX2401110000018;BTX-B14,,,,COIL 10.2MH 25% 10KHZ TH,,,,,,
,51-1602-3,,Not Known Yet,20.000,,PX2401110000020;BTX-B13,,,,COIL 10.2MH 25% 10KHZ TH,,,,,,
,5188836-1,,AMP,26.000,,PX2312290000149;F01C03,,,,BACKPLANE CONNECTORS,,,,,,
,531840-3,,TE Connectivity Ltd,156.000,,LI2208160000014;G06D03,,N/A,,CONN HOUSING 40POS DUAL .100,,,,,,
,534164-2,,TE Connectivity Ltd,17.000,,CL2211110000012;G07A02,,,,MINI BX KEY RIVET/NI PLATED,,,,,,
,534164-2,,TE Connectivity Ltd,13.000,,LI2207290000045;G07A02,,N/A,,MINI BX KEY RIVET/NI PLATED,,,,,,
,535090-4,,AMP,106.000,,PX2312290000150;F02E01,,,,BACKPLANE CONNECTORS,,,,,,
,536ASH,,Analog Devices Inc,78.000,,LI2206290000053;G06D02,,2023,,IC RMS TO DC CONVERTER TO100-10,,,,,,
,581G02ILF,,Idt,96.000,,US2402270000011;G06C01,,,,Zero Delay PLL Clock Multiplexer Single,,,,,,
,581G02ILF,,Idt,1625.000,,CL2402270000011;G06C01,,,,Zero Delay PLL Clock Multiplexer Single,,,,,,
,58378-A2,,Magnetics Inc,3035.000,,LI2208160000015;ATX31R,,N/A,,Electromagnetic Component Core,,,,,,
,595D156X9050R2T,,Vishay Intertechnology Inc,352.000,,PX2312290000151;F02E02,,,,CAP TANT Conformal Coated 15uF �10% 50V,,,,,,
,5962-85131013A,,Intersil Corp,10.000,,PX2312290000152;F01C03,,,,"MICROCIRCUIT,LIN,CMOS,MUX/DEMUX",,,,,,
,5962-8670401PA,,Texas Instruments,158.000,,LI2208160000017;G01A03,,"1050, 1116, 1048",,"Ic,Pwm,1842",,,,,,
,5962-8670402XA,,Texas Instruments,16.000,,PX2312290000153;F01C03,,,,Switching Controllers Current Mode PWM C,,,,,,
,5962-8683101CA,,Texas Instruments,69.000,,CL2211170000029;G08B03,,"1241, 1247",,"Logic Gates Military 4-ch, 2-input, 4.5-",,,,,,
,5962-8688203XX,,Analog Devices Inc,70.000,,LI2402200000043;G05D03,,,,IC VOL REF SERIES FIXED 10mA +/-0.05% TO,,,,,,
,5962-8755201RA,,Texas Instruments,87.000,,PX2312290000154;F01C03,,,,"Driver/Buffer Device, Dual, 4-Bit, 20 Pi",,,,,,
,5962-8762001XA,,Micropac,66.000,,US2206030000035;G08D04,,1546,,5962-8762001XA,,,,,,
,5962-8766301M2A,,Texas Instruments,33.000,,PX2403150000004;BTX-A04,,,,Bus Transceivers Octal Bus Transceivers,,,,,,
,5962-8766301M2A,,Texas Instruments,18.000,,PX2312290000155;F01E04,,,,Bus Transceivers Octal Bus Transceivers,,,,,,
,5962-8778201UA,,Micro Linear,23.000,,LI2207290000046;G07C01,,1802,,Standard Regulator Pos 5V 1A 3-Pin(3+Tab,,,,,,
,5962-8850201CA,,Intersil Corp,41.000,,PX2312290000156;F01C03,,,,Operational Amplifiers,,,,,,
,5962-88670043A,,Qp Semiconductor,3.000,,PX2312290000157;F02E01,,,,SPLD,,,,,,
,5962-8867004LA,,Qp Semiconductor,3.000,,PX2312280000102;F02E01,,,,Programmed Intergrated Circuit,,,,,,
,5962-8867004LA,,Qp Semiconductor,3.000,,PX2312290000158;F01C03,,,,Programmed Intergrated Circuit,,,,,,
,5962-8867004LA,,Qp Semiconductor,5.000,,PX2312290000159;F01C03,,,,Programmed Intergrated Circuit,,,,,,
,5962-8872501XA,,Austin Semicionductor,4.000,,PX2312290000160;F01C03,,,,"Standard SRAM, 256KX1, 35ns, CMOS, CQCC2",,,,,,
,5962-8946801XC,,Cypress Semiconductor Corp,1.000,,US2012170000009;G07D01,,2005/47,,PROGRAMMABLE LOGIC ARRAYS 68-PIN PGA,,,,,,
,5962-8946801XC,,Cypress Semiconductor Corp,246.000,,US2012170000033;G07C01,,2005/47,,PROGRAMMABLE LOGIC ARRAYS 68-PIN PGA,,,,,,
,5962-89503012A,,Texas Instruments,17.000,,PX2312290000161;F01C03,,,,Timers & Support Products 5962-89503012A,,,,,,
,5962-8950301PA,,Texas Instruments,79.000,,PX2312290000162;F01C03,,,,Standard Timer Single 8-Pin CDIP Tube,,,,,,
,5962-89734012A,,Texas Instruments,10.000,,PX2312270000006;F02A02,,,,Hex Inverter,,,,,,
,5962-8984103LA,,Atmel,124.000,,LI2208160000018;G06A02,,N/A,,High-performance Electrically Erasable P,,,,,,
,5962-8986303YA,,Idt,118.000,,PX2312290000163;F02E01,,,,"FIFO 512 X 9 CMOS PARALLEL FIF, Obsolete",,,,,,
,5962-9214802Q2A,,Texas Instruments,10.000,,PX2312290000164;F01C03,,,,Octal Bus Transceivers With 3-State Outp,,,,,,
,5KP5.0CA,,"Littelfuse, Inc.",328.000,,PX2312290000165;F01C01,,,,TVS Diode Single Bi-Dir 5V 5KW 2-Pin Cas,,,,,,
,5KP75A,,"Littelfuse, Inc.",759.000,,PX2312290000166;F01C01,,,,ESD Suppressors / TVS Diodes 75Vso 58VA,,,,,,
,5M570ZT100I5N,,Altera,171.000,,PX2312290000167;F01E03,,,,"IC CPLD, SURFACE MOUNT, 74 I/O",,,,,,
,5ME-16166K,,Electronic Concepts Inc,91.000,,LI2402200000044;G05D03,,,,CAPACITOR,,,,,,
,5ME-17737K,,Electronic Concepts Inc,13.000,,LI2209120000014;G04D04,,"1411, 1419",,Capacitor Film,,,,,,
,60-11-D420-1671,,Not Known Yet,67.000,,CL2211110000006;G05D01,,,,CHM 60-11-D420-1671,,,,,,
,60-11-D420-1671,,Not Known Yet,142.000,,LI2206290000055;G05D01,,N/A,,CHM 60-11-D420-1671,,,,,,
,60EPU04,,Vishay Semiconductors,506.000,,LI2208160000019;G01A02,,N/A,,DIODE GEN PURP 400V 60A TO247AC,,,,,,
,61067RSS.135-12,,Not Known Yet,75.000,,LI2208160000020;G07E04,,N/A,,Furno Co.,,,,,,
,636L5I025M00000,,CTS Corp,978.000,,PX2312270000031;F01E01,,,,"OSCILLATOR, CRYSTAL",,,,,,
,640250-4,,TE Connectivity Ltd,11713.000,,LI2208160000021;ATX21R,,1045,,Headers & Wire Housings 4P HSG W/LCK RMP,,,,,,
,640453-9,,TE Connectivity Ltd,8425.000,,LI2208160000022;ATX22R,,N/A,,"MTA 100 HEADER ASSEMBLY, PLAIN, .025 SQU",,,,,,
