Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,303W3CSXX69E40X,,CONEC Elektronische Bauelemente GmbH,100.000,,US2505130000019;LAMBLK.7.13,,Z2135,,"CONN,RCPT,D-SUB,POWER,3P,COMBO,ROHS",,,,6.74159,,
,303W3CSXX69E40X,,CONEC Elektronische Bauelemente GmbH,13.000,,US2506050000009;LAMBLK.7.13,,Inconclusive,,"CONN,RCPT,D-SUB,POWER,3P,COMBO,ROHS",,,,13.85000,,
,3-1462039-7,,TE Connectivity Ltd,829.000,,US2407160000035;LAM13.2.9,,2330,,Relay,,,,2.30000,,
,4750-2-28,,Raf Electronics Hardware,35.000,,US2408060000075;LAMBLK.9.14,,05/03/2024,,"JACK SCRW,1/4L,3/16H",,,,0.27942,,
,4AA24-N20-I10-M-K0065-Q4,,Advanced Energy Industries Inc,51.000,,US2501140000011;LAMSHELF.3.8,,,,"PS,DC-DC CONV,HV,24V,4KV,ADJ",,,,416.00000,,
,5019530307,,Molex LLC,3.000,,US2601190000055;QC INSPECT,,,,"CONN,SMD,HDR,3PIN,1MM PITCH,SN PLD,RTANG",,,,0.30767,,
,5019530307,,Molex LLC,21.000,,US2602040000031;QC INSPECT,,,,"CONN,SMD,HDR,3PIN,1MM PITCH,SN PLD,RTANG",,,,0.30767,,
,50SVPK120M,,Panasonic,309.000,,US2408070000028;LAM13.8.8,,2229,,"CAP,SMD,AL,ELCTLT,20%,50V,120UF,10MM DIA",,,,1.09800,,
,5-104363-2,,TE Connectivity Ltd,25.000,,US2408010000049;LAMTB.6.4,,2410,,"CONN,HDR 3P VERT MTE,ROHS",,,,0.49000,,
,550-2205F,,Dialight,100.000,,US2505050000017;LAMBLK.7.6,,2507,,"LED,PCB,RA,5MM,HIGH,EFF GRN ROHS",,,,0.33500,,
,598-8610-307F,,Dialight,55.000,,US2602040000039;QC INSPECT,,,,"LED,SMD,3 WAY ALINGAP/INGAN R/G/B 1210",,,,0.85417,,
,65863-075LF,,3M,60.000,,US2408120000030;LAMTY.6.6,,,,"CONN,HDR,PCB MT,.100 CTR 26P,ROHS",,,,1.81000,,
,684S7W2103L461,,Norcomp Inc,49.000,,US2507310000004;LAMTY.1.2,,,,"CONN,COMBO-D,7W2,250V,RTANG,PCB MT",,,,11.16000,,
,731385033,,Molex LLC,296.000,,US2407010000012;LAMSHELF.3.5,,,,"CONN,RCPT,BNC,50 OHM,PCB R/A,BH MT,GRND",,,,1.31320,,
,AD8510ARMZ,,Analog Devices Inc,138.000,,US2408210000034;LAMBLK.11.18,,2245,,"IC,SMD,JFET OPAMP,AD8510,ROHS",,,,2.77200,,
,AD9467BCPZ-250,,Analog Devices Inc,11.000,,US2601190000169;QC INSPECT,,,,16 BIT 250 MSPS A TO D CONVERTER,,,,216.47232,,
,AD9518-4ABCPZ,,Analog Devices Inc,63.000,,US2408210000020;LAMTB.10.2,,2214,,"IC,SMD,CLK GEN,6-OUT,1.6GHZ VCO,LFCSP-48",,,,11.20600,,
,AD9518-4ABCPZ,,Analog Devices Inc,26.000,,US2601190000197;QC INSPECT,,,,"IC,SMD,CLK GEN,6-OUT,1.6GHZ VCO,LFCSP-48",,,,13.21855,,
,ADG1419BRMZ,,Analog Devices Inc,47.000,,US2409050000014;LAMBLK.13.4,,,,"IC,SMD,ANALOG SW,SPDT,MSOP,ADG1419BRMZ",,,,4.47700,,
,ADG1419BRMZ,,Analog Devices Inc,123.000,,US2408210000035;LAMBLK.13.4,,2425,,"IC,SMD,ANALOG SW,SPDT,MSOP,ADG1419BRMZ",,,,4.47700,,
,ADS8688IDBTR,,Texas Instruments,78.000,,28279;LAMBLK.6.15,,2336,,"IC,SMD,ADC,16 BIT,500 KSPS,8 CHAN MUX",,,,7.81500,,
,A-HDF26PP/Z-UNC3,,Assmann WSW Components GmbH,28.000,,US2408060000026;LAMBLKB.5.7,,,,"CONN,RCPT,D-SUB,26 POSN,3ROW,3A,THT",,,,1.96429,,
,ASP-134604-01,,Samtec Inc,75.000,,US2408070000027;LAM13.8.7,,2332,,"CONN,SMD,VITA57.1 FMC MEZZ LPC, 160POS",,,,10.52000,,
,CBD7W2F37S00X/AA,,Positronic,4.000,,US2407080000032;LAMBLK.3.3,,2305,,"CONN,RCPT,COMBO-D,7W2,SN PLD SHL,TH",,,,13.74650,,
,CBD7W2F37S00X/AA,,Positronic,100.000,,US2508080000005;LAMBLK.3.3,,2518,,"CONN,RCPT,COMBO-D,7W2,SN PLD SHL,TH",,,,14.08000,,
,CBD7W2M37S600X/AA,,Positronic,26.000,,US2509180000046;LAMBLK.2.6,,2342,,"CONN, PLUG HSG, DSUB 7W2, 30 A, ROHS",,,,10.80820,,
,CCHD-957X-25-49.152,,Crystek,16.000,,US2510100000020;LAMBLK.8.12,,2505,,"OSC,SMD,LO NOISE,49.152 MHZ,CMOS OUT",,,,30.48760,,
,CGA9N1X7R1V476M230KC,,TDK Corp,136.000,,US2407230000019;LAM7.3.17,,2343,,"CAP,SMD,MLCC,47UF,20%,35VDC,X7R,2220",,,,2.36000,,
,CPC1303GR,,"Littelfuse, Inc.",480.000,,US2408010000042;LAMTB.6.2,,2333,,"IC,SMD,SINGLE TRNSTOR OPTOCPL TTL COMP",,,,0.69700,,
,CRCW12061K91FKEA,,Vishay Dale,5000.000,,US2501300000004;LAM7.13.14,,2308,,"RES,1206,1% 1/4W,1.91K ROHS",,,,0.00874,,
,CRCW12062K49FKEA,,Vishay Dale,5000.000,,US2502040000020;LAM7.13.15,,1916,,"RES,1206,1% 1/4W,2.49K ROHS",,,,0.00525,,
,DAMZ-15S-N-A197,,ITT Interconnect Solutions,30.000,,US2505200000024;LAMBLKB.4.2,,,,"CONN,D-SUB,SKT,15PIN,7.5A,PCB MT,BD LOCK",,,,17.86240,,
,ER1641-101KM,,API Delevan,60.000,,US2505300000009;LAMBLK.14.11,,Inconclusive,,"IDCTR,RF,.1UH,.025OHM,10%TOL",,,,7.61000,,
,FDD8447L,,On Semiconductor,2484.000,,US2502040000009;LAM13.7.10,,2430,,"POWER FIELD-EFFECT TRANSISTOR, 2",,,,0.33660,,
,ILD207T,,Vishay Semiconductor Opto Division,1739.000,,US2408190000012;LAM13.9.6,,202403,,OPTOISOLTR 4KV 2CH TRANS 8-SOIC,,,,0.23035,,
,IXTA80N075L2,,IXYS Corp,60.000,,US2601190000029;LAMTB.9.3,,2533,,Tstor NMFET 75V 80A TO-263AA,,,,8.75020,,
,IXTT120N15P,,Littlefuse Inc,100.000,,US2503070000023;LAMTB.5.5,,2408,,"XSTR,SMD,MOSFET,N-CH,150V,120A,TO-268",,,,6.11000,,
,K66X-B44P-N,,"Kycon, Inc.",9.000,,US2407220000037;LAMTB.4.1,,2217,,"CONN,HD,D-SUB,RT ANGL,MALE,44 PIN,ROHS",,,,6.72000,,
,K66X-B44S-N,,"Kycon, Inc.",36.000,,US2407080000034;LAMTY.2.4,,,,"CONN,RCPT,HD D-SUB, RA, FEMALE,ROHS,44P",,,,6.39020,,
,LM7812SX/NOPB,,Texas Instruments,195.000,,US2407250000013;LAM13.3.12,,2140,,"IC,SMD,V RGLTR,FXD OUT,35V,TO-263-3",,,,0.83600,,
,LMZ14202TZ-ADJ/NOPB,,Texas Instruments,89.000,,28250;LAM13.4.2,,2407,,"IC,SMD,DC-DC CONV,6V-42V,2A",,,,8.76600,,
,LS7184NS,,Lsi Computer Systems,75.000,,US2411070000025;LAMTB.11.1,,2248,,"IC,SMD,QUAD CLK CNVTR",,,,3.13000,,
,LT1491ACS#PBF,,Analog Devices Inc,23.000,,US2408210000017;LAMTB.10.4,,2347,,"IC,SMD, QUAD MPOWER RTR I/O OP-AMP,ROHS",,,,7.57900,,
,LT3741EFE#PBF,,Analog Devices Inc,34.000,,US2408210300001;LAMTB.10.8,,2252,,"IC,SMD,DC-DC CONT,STEP DN,6-36V,TSSOP-20",,,,11.15400,,
,LTC1859CG#PBF,,Analog Devices Inc,63.000,,US2408210000019;LAMTB.10.6,,2414,,IC ADC 16BIT SAR 28SSOP,,,,40.24900,,
,LTC4231IMS-2#PBF,,Analog Devices Inc,9.000,,US2408210000025;LAMBLK.12.1,,2241,,"IC,SMD,LOW V CONT,2.7-36V,4UA,MSOP-12",,,,6.20400,,
,LTC4231IMS-2#PBF,,Analog Devices Inc,259.000,,US2601280000016;LAMBLK.12.1,,,,"IC,SMD,LOW V CONT,2.7-36V,4UA,MSOP-12",,,,6.45000,,
,MAX5901NNETT+T,,Maxim Integrated Products Inc,79.000,,US2408210000023;LAMBLK.13.1,,1850,,"IC,SMD,HOT-SWAP CONTROLLER,6TDFN",,,,4.65800,,
,MAX5903NNEUT+,,Maxim Integrated Products Inc,70.000,,US2408210000024;LAMBLK.11.14,,2237,,"IC,SMD,HOT SWAP CNTLR,POS 72V,ROHS",,,,5.11500,,
,MAX5976AETE+,,Maxim Integrated Products Inc,160.000,,US2408210000029;LAMBLK.11.17,,2218,,"IC,SMD,HOT SWAP,+18V,7A,ROHS",,,,5.28000,,
,MOX93021004FVE,,Ohmite,60.000,,US2602050000022;LAMBLKB.4.4,,,,"RES,METAL FILM,1M OHM",,,,26.29283,,
,MOX93021004FVE,,Ohmite,13.000,,US2407230000006;LAMBLKB.4.4,,,,"RES,METAL FILM,1M OHM",,,,15.65100,,
,OPA2991IDDFR,,Texas Instruments,210.000,,28255;LAMBLK.6.16,,2249,,"IC,SMD,OP-AMP,2CKT,75MA,2.7-40V,SOT-23-8",,,,0.90100,,
,OPA691IDBVT,,Texas Instruments,210.000,,US2408070000022;LAM7.8.28,,2251,,"IC,SMD,OPAMP,CFA,1CKT,280MHZ,SOT23-6",,,,3.25000,,
,PDSE1-S24-S12-M-TR,,CUI Inc,59.000,,US2408060000021;LAMBLK.8.16,,2236,,Isolated Module DC DC Converter 1 Output,,,,2.50000,,
,PLT0805Z2502AST5,,Vishay,200.000,,US2501130000013;LAM7.11.22,,2438,,"RES,0805,TF,0.25W,0.05%,25K ROHS",,,,2.90000,,
,PNM0402E2502BST1,,Vishay Semiconductors,4349.000,,US2505050000014;LAM7.11.20,,2441,,"RES,SMD,THIN FILM,25KOHM,0.1%,.05W,0402",,,,1.25000,,
,PZHT0603-0R00GT,,Vishay Semiconductors,400.000,,US2407120000006;LAMBLK.4.1,,2411,,"RES,SMD,ZERO OHM JUMPER,0603",,,,2.35000,,
,R-78C15-1.0,,Recom,89.000,,US2407230000097;LAMTB.3.3,,2317,,"PS,CONV,DC/DC,8-42VIN,15VOUT,1A,ROHS",,,,8.84000,,
,RC0402FR-0775RL,,Yageo Corp,8836.000,,US2407080240002;LAM7.10.8,,2402,,"RES,0402,THKF,1/16W,1% 75.0 ROHS",,,,0.00051,,
,RCV420KP,,Texas Instruments,9.000,,US2408060340001;LAMTB.7.5,,2332,,"IC,RCV420,4-20mA,ROHS",,,,9.84200,,
,RCV420KP,,Texas Instruments,50.000,,US2509250340001;LAMTB.7.5,,2332,,"IC,RCV420,4-20mA,ROHS",,,,16.89500,,
,RPI4-MODBP-4GB,,Raspberry,83.000,,US2407230030001;LAMSHELF.2.1,,Inconclusive,,"MDL,ELEC,RASPBERRY PI 4,MDL B,4GB,IOC",,,,55.00000,,
,RUEF400,,"Littelfuse, Inc.",412.000,,US2407150000042;LAMBLK.4.10,,2245,,"PTC,RUE SERIES 4.00A,ROHS",,,,0.24500,,
,RUEF500,,"Littelfuse, Inc.",46.000,,US2407080000035;LAMBLK.3.4,,2338,,"PTC,RUE SERIES 5.00A,ROHS",,,,0.29500,,
,RUEF900,,"Littelfuse, Inc.",194.000,,US2408010000034;LAMBLK.7.8,,11/30/23,,"FUSE,PTC,RUEF, 9.0A ROHS",,,,0.42000,,
,S1751-46,,Harwin Plc,250.000,,US2601150000035;LAMBLK.14.3,,2514,,"TEST POINT PCB,SURFACE MT BRASS PURE TIN",,,,0.11870,,
,SMF150,,Voltage Multipliers Inc,20.000,,US2409230000041;LAMBLK.13.12,,2422,,"DIO,SMD,RECT,35V,10MA,15KV REV V",,,,11.34000,,
,SMF150,,Voltage Multipliers Inc,50.000,,US2602160000011;QC INSPECT,,,,"DIO,SMD,RECT,35V,10MA,15KV REV V",,,,11.49000,,
,SMF26A,,"Littelfuse, Inc.",2085.000,,US2407170000007;LAM7.9.13,,2249,,"DIO,SMD,TVS,UNI-DIR,SMF,26V,ROHS",,,,0.08000,,
,SN74AC14DR,,Texas Instruments,225.000,,US2601290000024;QC INSPECT,,,,Inverter Schmitt Trigger 6-Element CMOS,,,,0.19118,,
,SN74LVC1G74DCU,,Texas Instruments,20.000,,28217;LAMBLK.8.8,,2405,,"IC,SMD,SINGLE EDGE TRIG D FF",,,,0.37300,,
,TAJC225K035RNJ,,Kemet Electronics Corp,400.000,,US2408140070001;LAM7.9.30,,2222,,"CAP,SMD,6032,TANT,10%,35V,2.2UF ROHS",,,,0.13400,,
,TGHHV50R0JE,,Ohmite,19.000,,US2407290000020;LAMSHELF.2.3,,2417,,"RES,THK FILM,50 OHM,5%,120W,SOT227",,,,36.39000,,
,TGHHV50R0JE,,Ohmite,90.000,,US2502130000011;LAMSHELF.2.3,,,,"RES,THK FILM,50 OHM,5%,120W,SOT227",,,,36.94880,,
,TGHLV150RJE,,Ohmite,150.000,,US2505200000023;LAMSHELF.3.1,,,,"RES,THK FILM,150 OHM,5%,200W,SOT227",,,,40.82350,,
,TGHLV150RJE,,Ohmite,31.000,,US2408120000028;LAMSHELF.3.1,,,,"RES,THK FILM,150 OHM,5%,200W,SOT227",,,,43.17000,,
,TLR3APDTE4L00F50,,KOA Speer Electronics Inc,2000.000,,US2502030000007;LAM7.12.7,,2427,,"RES,SMD,0.004 OHM,�1%,5W,2512,50PPM",,,,0.41885,,
,TMP117AIYBGR,,Texas Instruments,70.000,,28265;LAMBLK.12.6,,2023,,"DIGITAL TEMP SENSOR,SMD,DSBGA6",,,,3.81300,,
,TNPW080584K5BEEA,,Vishay,5000.000,,US2409240000018;LAM7.12.8,,2434,,"RES,SMD,0805,84.5K OHMS",,,,0.11880,,
,TPL7407LDR,,Texas Instruments,1750.000,,28230;LAM13.8.5,,2203,,"IC,SMD,LO-SIDE DRIVER,7CHAN,40V,SOIC-16",,,,0.13000,,
,TPS7A8801RTJR,,Texas Instruments,239.000,,US2601190390001;LAMBLK.6.10,,,,"IC,SMD,V RGLTR,LDO,0.8-5VOUT,1A,20-WQFN",,,,2.40260,,
,Y14870R00500B9R,,VISHAY PRECISION GROUP INC,34.000,,US2408210200001;LAMBLK.14.7,,2347,,"RES,SMD,CUR SNS,0.005 OHM,0.1%,1W,2512",,,,15.50000,,
,Z-14E,,Ohmite,69.000,,US2408130000013;LAMBLKB.6.3,,,,"INDUCTOR 44uH,ROHS",,,,10.90000,,
