Item,ItemDescription,Name,Lot Quantity,Date Code,Lot Unit Cost,Currency,Warehouse Name,Location
043801.5WR,FUSE BRD MT 1.5A 32VAC 63VDC,Littelfuse Inc,24000.000,"2540, 2543",0.02200,USD,Astute Electronics Inc,HK-C05
0452001.NRL,(CE/) FUSE 125V 1A SLOBLO NANO,Littelfuse Inc,4244.000,,0.00000,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
0452002.MRL,"FUSE,SMD,2A,125V,SLOBLO,NANO2","Littelfuse, Inc.",1000.000,10/06/23,0.00000,USD,Astute Electronics Inc. LAM STL,LAM7.12.10
06031C471JAT2A,Capacitor,Kyocera Connector Products Corp,2834.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F01E02
06035A221KAT2A,CAP CER 220PF 50V C0G/NP0 0603,AVX Corporation,4000.000,2010,0.00000,,Astute Electronics TAX Excess/Consignment,G01C02
06035A221KAT2A,CAP CER 220PF 50V C0G/NP0 0603,AVX Corporation,4339.000,"1848, 1811, 1841",0.00000,,Astute Electronics TAX Excess/Consignment,G06A01
06035C104JAT2A,"CAP,CERAMIC,100NF,50V,5%,SMT,0603,X7R",AVX Corporation,3933.000,2421,0.00000,USD,Astute Electronics Inc. LAM STL,LAM7.12.24
0603F224Z500CT,"CAP, 0.22F, 50V, Y5V, 0603, REEL",AVX Corporation,180000.000,N/A,0.00000,,Astute Electronics TAX Excess/Consignment,G06B03
0603LS-103XJLC,"IND, PWR, 10uH, 0.18A, 0603, SMD",Coilcraft Inc,2000.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02C03
0650R9120-13,"FUSE,AXIAL LEAD,12A,250V,5X20,FAST-ACT",Bel Fuse,23.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLKB.2.6
0650R9120-13,"FUSE,AXIAL LEAD,12A,250V,5X20,FAST-ACT",Bel Fuse,61.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLKB.2.6
0650R9120-13,"FUSE,AXIAL LEAD,12A,250V,5X20,FAST-ACT",Bel Fuse,916.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLKB.2.6
0686F2000-01,"FUSE,SMD,2A,32VAC/63VDC,FAST ACT,0603",Bel Fuse,4945.000,2212,0.00000,USD,Astute Electronics Inc. LAM STL,LAM7.9.28
0686F5000-01,"FUSE,SMD,5A,32VAC/63VDC,FAST ACT,0603",Bel Fuse,5000.000,2212,0.00000,USD,Astute Electronics Inc. LAM STL,LAM7.9.10
0734151004,"Conn,RF RA SMA MMCX",Molex LLC,5600.000,2506,1.57000,USD,Astute Electronics Inc,HK-F01
0751AB03M686400,OSCILLATOR  3.6,,29.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02C02
0751AB03M686400,OSCILLATOR  3.6,,50.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02C02
08051A151JAT2A,"CAP,SMD,0805,COG,5%,100V,150PF ROHS",Kemet Electronics Corp,4000.000,2347,0.00000,USD,Astute Electronics Inc. LAM STL,LAM7.10.15
08051A220FAT2A,"CAP,0805,CER,C0G,1%,100V,22PF ROHS",AVX Corporation,3820.000,2226,0.00000,USD,Astute Electronics Inc. LAM STL,LAM7.3.15
08053C105KAT2A,Cap 1uF +/-10% 25V X7R 0805,AVX Corporation,135.000,1814,0.00000,,Astute Electronics TAX Excess/Consignment,G06A01
08055A102FAT2A,08055A102FAT2A,AVX Corporation,2796.000,1914,0.00000,,Astute Electronics TAX Excess/Consignment,G07D01
08055A331KAT2A,CAP CER 330PF 50V C0G/NP0 0805,AVX Corporation,13777.000,"1911, 1839",0.00000,,Astute Electronics TAX Excess/Consignment,G01B02
08055A560JAT2A,Ceramic Capacitors,KYOCERA AVX,3807.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F02E01
08055C102KAT2A,"CAP,SMD,CER,1000PF,0805,10%,X7R,50V,ROHS",Kemet Electronics Corp,2891.000,1902,0.00000,,Astute Electronics SPA Excess/Consignment,G06E01
08055C104KAT2A,Ceramic Capacitor Multilayer 5,KYOCERA AVX,425.000,1839,0.00000,,Astute Electronics TAX Excess/Consignment,G01B03
08055C183MAT2A,Capacitor,Kyocera Connector Products Corp,3858.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F02E03
08055C473JAT2A,"Capacitors, chip",AVX Corporation,48000.000,"1710,1745",0.00000,,Astute Electronics Inc. ATX Excess,G02C03
0805L010YR,"FUS, PTC RST, 15V, 0.1A, 0805, SMD",Littelfuse Inc,4000.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02C03
09.03290.01,"SW,PCB,SLIDE ACTR,0.5A,12V,AXIAL PIN,BLK",Eoz Solutions,200.000,2402,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.9.4
09552156612741,"CONN,RCPT,D-SUB,SIZE 2,15POSN,5A,STR,SMD",Harting Electronics GmBH & Co KG,139.000,2416,3.47000,USD,Astute Electronics Inc. LAM 3PL,LAM13.10.2
0KLK005.T,FUSE CARTRIDGE 5A 600VAC/500VDC,Littlefuse Inc,4900.000,"L9C26F*, 100219*, 091019*, L9C23F*, 081319*",0.00000,,Astute Electronics TAX Excess/Consignment,A02A01
0KLK005.T,FUSE CARTRIDGE 5A 600VAC/500VDC,Littlefuse Inc,830.000,n/a,0.00000,,Astute Electronics TAX Excess/Consignment,A01B01
0KLK005.T,FUSE CARTRIDGE 5A 600VAC/500VDC,Littlefuse Inc,70.000,19974,0.00000,,Astute Electronics TAX Excess/Consignment,G04B01
0KLK005.T,FUSE CARTRIDGE 5A 600VAC/500VDC,Littlefuse Inc,100.000,19973,0.00000,,Astute Electronics TAX Excess/Consignment,G04B01
1.5SMC18A,"DIODE,TVS,18V ,1.5KW,SMC,ROHS","Littelfuse, Inc.",100.000,,0.32200,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.4.2
1.5SMC30A,TVS Diode Single Uni-Dir 25.6V 1.5KW 2-P,"Littelfuse, Inc.",2254.000,2352,0.18000,USD,Astute Electronics Inc. LAM 3PL,LAM13.6.7
?1.5SMC36A?,"DIODE,TVS,36V ,1.5KW,SMC,ROHS",Littelfuse Inc,3000.000,2229,0.00000,USD,Astute Electronics Inc. LAM STL,LAM13.10.1
1.5TB-USD-HIGH ENDURANCE-FS,1.5TB-USD-HIGH ENDURANCE-FS,Phison,2.000,,133.00000,USD,Astute Electronics Inc,RMA
1.5TB-USD-HIGH ENDURANCE-FS,1.5TB-USD-HIGH ENDURANCE-FS,Phison,176.000,,99.00000,USD,Astute Electronics Inc,HK-C01
1.5TB-USD-HIGH ENDURANCE-FS,1.5TB-USD-HIGH ENDURANCE-FS,Phison,860.000,NA,103.00000,USD,Astute Electronics Inc,HK-E03
100-006-672-008,CONN,Samtec Inc,12.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F01C03
10028916-4554P00LF,TRANSFORMER  SM,Fci,600.000,,0.00000,,Astute Electronics Inc. ATX Excess,G04B03
10069-1,10069-1,Epm Papst,272.000,N/A,0.00000,,Astute Electronics GEA Excess/Consignment,G07E02
10080054-079LF,"CONN,PLUG,HEADER,20 PIN,VERT,ROHS",FCI Deutschland GmbH,311.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMTY.8.3
1008CS-472EGTS,FIXED IND 47NH 1A 160 MOHM SMD,Delta Electronics,1326.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02C03
1008HS-181TGLC,"RF inductor, ceramic core, 2% tol, SMT,",Coilcraft Inc,1900.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02C03
10090926-P444VLF,"CONN,D-SUB,H-DENSITY,MALE,44POSN,RTANG",Amphenol ICC,200.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMTY.3.7
10090929-S154XLF,"CONN,RCPT,DSUB HD,15 POSN,2.5A,W/BD LOCK",Amphenol ICC,258.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.9.16
10090929-S154XLF,"CONN,RCPT,DSUB HD,15 POSN,2.5A,W/BD LOCK",Amphenol ICC,6.000,20240711,1.78923,USD,Astute Electronics Inc. LAM STL,QC INSPECT
10090929-S264XLF,26POS 3ROW VERT AU D-SUB RCPT,Amphenol FCI (ICC),756.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMTY.9.1
10090929-S264XLF,26POS 3ROW VERT AU D-SUB RCPT,Amphenol FCI (ICC),772.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMTY.9.1
10090929-S264XLF,26POS 3ROW VERT AU D-SUB RCPT,Amphenol FCI (ICC),6.000,,1.81137,USD,Astute Electronics Inc. LAM STL,QC INSPECT
10090929-S444XLF,"CONN,RCPT,DSUB HD,44 POSN,2.5A,W/BD LOCK",Amphenol ICC,167.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMTY.11.1
10090929-S444XLF,"CONN,RCPT,DSUB HD,44 POSN,2.5A,W/BD LOCK",Amphenol ICC,100.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMTY.11.1
10090929-S444XLF,"CONN,RCPT,DSUB HD,44 POSN,2.5A,W/BD LOCK",Amphenol ICC,6.000,,2.36522,USD,Astute Electronics Inc. LAM STL,QC INSPECT
10090929-S444XLF,"CONN,RCPT,DSUB HD,44 POSN,2.5A,W/BD LOCK",Amphenol ICC,338.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMSHELF.5.7
10090929-S444XLF,"CONN,RCPT,DSUB HD,44 POSN,2.5A,W/BD LOCK",Amphenol ICC,350.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMTY.11.1
100B-4011,SMT Transformer 10/100BASE-TX,Pulse Power & Measurement,250.000,1751-C,0.00000,,Astute Electronics Inc. ATX Excess,G02A02
100E680JMN3600XT,(CE/) CAP 68PF CM 3600V 5% SMD,American Technical Ceramics Corp,271.000,,0.00000,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
101247-001,"CONT,SPR PROBE,20A,17.93MM OA LG",Smiths Interconnect,48.000,2427,3.54000,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.13.18
10139085-124402LF,"CONN,SMD,PLUG,MEZZ,0.8MM,120P,7.7MM HGT",Amphenol ICC,399.000,2010,0.00000,USD,Astute Electronics Inc. LAM STL,LAM13.3.8
10147605-00008LF,"CONN, HEADER, 8POS, 1ROW, 1MM",Amphenol Corp,554.000,,0.00000,,Astute Electronics Inc.,F04C01
101S43W105KV4E,Cap Ceramic 1uF 100V X7R 10% Pad SMD 181,Johanson,28273.000,"1922, 1916, 1937, 2015, 1937, 1845",0.00000,,Astute Electronics TAX Excess/Consignment,ATX22L
101X15N220MV4E,"CAP,SMD,X2Y,22PF,20%,100V,0805",Johanson,3918.000,Inconclusive,0.00000,USD,Astute Electronics Inc. LAM STL,LAM7.7.39
10236-6212PC,"CONN,MINI-D,STR PCB MT 36 PINS,ROHS",3M,200.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLKB.8.4
102699-2,Connector Header Through Hole 6 position,AMP,121.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F01C03
103310-5,CONN HEADER R/A 20POS 2.54MM,TE Connectivity Ltd,279.000,1016,0.00000,,Astute Electronics GEA Excess/Consignment,G04B03
103JG1G,,Littlefuse Inc,1000.000,2002,0.00000,,Astute Electronics TAX Excess/Consignment,G07E04
103JG1G,,Littlefuse Inc,1261.000,1923,0.00000,,Astute Electronics TAX Excess/Consignment,G07E04
10-40450-10,GASKET,Amphenol ICC,200.000,,0.00000,USD,Astute Electronics Inc. ATX Excess,F03C01
10-407552-055,"Connector Accessory, Contact",Amphenol Corp,8540.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F01E04
10-407552-15,CONTACT PIN ELECTRICAL CONNECTOR SIZE 22,Amphenol Corp,379.000,,0.00000,,Astute Electronics SPA Excess/Consignment,G03E03
10-497630-125,CONTACT PIN - ELECTRICAL CONNECTOR SIZE,Amphenol Corp,60.000,,0.00000,USD,Astute Electronics Inc. ATX Excess,G08E04
104M06QC22,(/C4) CAP 0.10UF 22OHMS 600V S,Cornell Dubilier,734.000,,0.00000,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
10-505313-072,Brush Connector,Amphenol Corp,64.000,2007,0.00000,,Astute Electronics GEA Excess/Consignment,G04B03
10-505404-088,Rectangular Mil Spec Connectors,Amphenol Corp,3.000,2115,0.00000,,Astute Electronics GEA Excess/Consignment,G07A02
1053002100,1053002100,Molex LLC,150.000,,0.00000,USD,Astute Electronics Inc. ATX Excess,G03A03
1053071203,1053071203,Molex LLC,50.000,,0.00000,USD,Astute Electronics Inc. ATX Excess,G03A03
10-565997-562A,"CONNECTOR-CIRCULAR, WALL MOUNT RECEPTACL",Amphenol Corp,21.000,2025,0.00000,USD,Astute Electronics Inc. ATX Excess,G05D02
10-565997-562A,"CONNECTOR-CIRCULAR, WALL MOUNT RECEPTACL",Amphenol Corp,14.000,,0.00000,,Astute Electronics Inc. ATX Excess,G05D02
105RD706,Alum Electrolytic,Bmi Hose,2109.000,"1808, 1906, 1916",0.00000,,Astute Electronics GEA Excess/Consignment,G04F01
105RD706,Alum Electrolytic,Bmi Hose,200.000,2014,0.00000,,Astute Electronics GEA Excess/Consignment,G08F01
10-674085-130N,Kit-Conn,Amphenol Corp,2.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F01C01
10-674085-132A,CONNECTOR  RECEPTACLE - J2,Amphenol Corp,27.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F01A02
106K100CS4,CAP NETWORK 10UF 100V 14DIP,Cornell Dubilier,377.000,"1438, 1612, 1611, 1529, 1530, 1546, 1438",0.00000,,Astute Electronics GEA Excess/Consignment,G04D03
106K100CS4G,Capacitor Arrays & Networks 10uF 100V Ca,CDE Global,528.000,,0.00000,,Astute Electronics GEA Excess/Consignment,G01A02
106K100CS4G,Capacitor Arrays & Networks 10uF 100V Ca,CDE Global,100.000,,0.00000,,Astute Electronics GEA Excess/Consignment,G01A02
106K100CS4G,Capacitor Arrays & Networks 10uF 100V Ca,CDE Global,560.000,,0.00000,,Astute Electronics GEA Excess/Consignment,G01A02
106K100CS4G,Capacitor Arrays & Networks 10uF 100V Ca,CDE Global,523.000,,0.00000,,Astute Electronics GEA Excess/Consignment,G01A02
106K100CS4G,Capacitor Arrays & Networks 10uF 100V Ca,CDE Global,38.000,,0.00000,,Astute Electronics GEA Excess/Consignment,G01A02
106K100CS4G,Capacitor Arrays & Networks 10uF 100V Ca,CDE Global,19.000,,0.00000,,Astute Electronics GEA Excess/Consignment,G01A02
107-MS-030-C,107-MS-030-C,Sas,5.000,N/A,0.00000,,Astute Electronics GEA Excess/Consignment,G04D02
10-89-7060,"HEADER,STR,DBL ROW,6 CKT,ROHS",Molex LLC,3000.000,2226,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.11.9
10AX090H4F34E3SG,IC FPGA 10AX090 FBGA1152 R,Intel Corp,120.000,,365.00000,USD,Astute Electronics Inc,QC INSPECT
10CL040YF484C8G,IC PROG CYCLONE 10LP FPGA484 R,Intel Corp,239.000,2507,22.80000,USD,Astute Electronics Inc,HK-E02
1103P0701,PRESSURE SWITCH,ITT Technologies Ltd,5.000,,5298.00000,USD,Astute Electronics Inc.,SLS02
111CG04-01,111CG04-01 Rev. B,Not Known Yet,1000.000,,0.00000,,Astute Electronics TAX Excess/Consignment,G07D04
112CL04-01,112CL04-01 Rev. B,Elfab,11380.000,,0.00000,,Astute Electronics TAX Excess/Consignment,G05D04
112CL04-01,112CL04-01 Rev. B,Elfab,1000.000,,0.00000,,Astute Electronics TAX Excess/Consignment,G05D04
1-1337482-0,"CON, RF, SMB, 500hm, M, 4Hz, THT",TE Connectivity Ltd,74.000,,0.00000,,Astute Electronics Inc. ATX Excess,BULK2
1-1554653-1,CONN SOCKET LGA 2011POS GOLD,TE Connectivity Ltd,30.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02D02
1-1761608-5,CONN HEADER VERT 14POS 2.54MM,TE Connectivity Ltd,28.000,18325M,0.00000,,Astute Electronics TAX Excess/Consignment,G06A02
1-179960-2,CON-6P-M-ST-10.16mm-HDR,TE Connectivity Ltd,539.000,2344,3.17630,USD,Astute Electronics Inc,HK-I01
11HM1,Switch Snap Action N.O./N.C. SPDT Roller,Honeywell International,20.000,,240.00000,USD,Astute Electronics Inc.,Q2
12-050-154-00R,12-050-154-00R Rev. A,Not Known Yet,1398.000,,0.00000,,Astute Electronics TAX Excess/Consignment,G07A03
12061A330JAT2A,CAP CER 33PF 100V C0G/NP0 1206,AVX Corporation,6817.000,"1901, 1907",0.00000,,Astute Electronics TAX Excess/Consignment,G01B01
12061A331JAT1A,Ceramic Capacitors,KYOCERA AVX,3293.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F02E03
12061A331JATMA,Ceramic Capacitors,KYOCERA AVX,1580.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F02E03
12061A472JAT2A,CAP CER 4700PF 100V C0G/NP0 1206,AVX Corporation,500.000,2018,0.00000,,Astute Electronics TAX Excess/Consignment,G06A01
12062A681JAT2A,Ceramic Capacitors,KYOCERA AVX,4950.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F02E02
12063C105JAT2A,CAP CER 1UF 25V X7R 1206,AVX Corporation,37300.000,"2014, 1932, 1952, 1946, 1929",0.00000,,Astute Electronics TAX Excess/Consignment,G06A01
12065C104KAT4A,CAP CER 0.1UF 50V X7R 1206,Kyocera Connector Products Corp,60000.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02C02
12065C152KAT2A,CAP CER 1500PF 50V X7R 1206,AVX Corporation,8216.000,"1838, 1932, 1702",0.00000,,Astute Electronics TAX Excess/Consignment,G01B01
12065C473KAT2A,"CAP,1206,.047UF,10%,50V,X7R,ROHS",KYOCERA AVX,4000.000,2212,0.00000,GBP,Astute Electronics Inc. LAM STL,LAM7.11.9
12065C681KAT2A,CAP CER 680PF 50V X7R 1206,AVX Corporation,3943.000,1916,0.00000,,Astute Electronics TAX Excess/Consignment,G01B01
1206GA330JAT1A,CAP CER 33PF 2KV C0G/NP0 1206,AVX Corporation,4040.000,"1902, 1911",0.00000,,Astute Electronics TAX Excess/Consignment,G07C03
1206L050/15YR,FUS PTC RST 15V 0.5A 1206 SMD,Littelfuse Inc,16000.000,2526 / 2530,0.03000,USD,Astute Electronics Inc,HK-A05
1206L050/15YR,FUS PTC RST 15V 0.5A 1206 SMD,Littelfuse Inc,40000.000,,0.03000,USD,Astute Electronics Inc,QC INSPECT
1206L050/15YR,FUS PTC RST 15V 0.5A 1206 SMD,Littelfuse Inc,52000.000,2533,0.03000,USD,Astute Electronics Inc,HK-F01
1206YC105KAT2A,Cap 1uF 10% 16V Cer 1206,Kyocera Connector Products Corp,1697.000,,0.00000,,Astute Electronics GEA Excess/Consignment,F01E03
1206YC105KAT2A,Cap 1uF 10% 16V Cer 1206,Kyocera Connector Products Corp,30.000,1727,0.00000,,Astute Electronics TAX Excess/Consignment,G07E04
1206ZG106ZAT2A,CAP CER 10UF 10V Y5V 1206,AVX Corporation,4000.000,1739,0.00000,,Astute Electronics TAX Excess/Consignment,G01B03
12079,CAPACITORS  CHIP,,2.000,,0.00000,,Astute Electronics Inc. ATX Excess,G02A02
12101C475KAT2A,"CAPACITOR CERAMIC, X7R, 4.7",AVX Corporation,21950.000,,0.20928,USD,Astute Electronics Inc.,QC INSPECT
12101C475KAT2A,"CAPACITOR CERAMIC, X7R, 4.7",AVX Corporation,25.000,,0.98500,USD,Astute Electronics Inc.,LSQ
12101C475KAT2A,"CAPACITOR CERAMIC, X7R, 4.7",AVX Corporation,25.000,,0.98500,USD,Astute Electronics Inc.,LSQ
12105C475MAT2A,CAP CER 4.7UF 50V X7R 1210,AVX Corporation,1242.000,"1914, 1840",0.00000,,Astute Electronics TAX Excess/Consignment,G07D03
12105C475MAT2A,CAP CER 4.7UF 50V X7R 1210,AVX Corporation,13000.000,2007,0.00000,,Astute Electronics TAX Excess/Consignment,G07D03
1210AC103KAZ1A,CAP CER 10000PF 1KV X7R 1210,AVX Corporation,18000.000,"2002, 1939",0.00000,,Astute Electronics TAX Excess/Consignment,G06B03
1210AC103KAZ1A,CAP CER 10000PF 1KV X7R 1210,AVX Corporation,1775.000,1911,0.00000,,Astute Electronics TAX Excess/Consignment,G06B03
1210AC222KAZ1A,CAP CER SMD,AVX Corporation,1938.000,1917,0.00000,,Astute Electronics TAX Excess/Consignment,G04E03
1210AC222KAZ1A,CAP CER SMD,AVX Corporation,2000.000,N/A,0.00000,,Astute Electronics TAX Excess/Consignment,G04E03
1210B104K101YT,"MLCC, 1210, X7R, 100KpF, 10%, 100V, Nick",Knowles Capacitors,9636.000,"1043, 1501, 1509",0.00000,,Astute Electronics GEA Excess/Consignment,G07E02
1210CC333KAZ1A,Multilayer Ceramic Capacitors MLCC - SMD,AVX Corporation,460.000,,0.00000,,Astute Electronics TAX Excess/Consignment,G04E03
1210GC222KAT1A,"CAP,X7R,2200pF,10%,2000V,1210",AVX Corporation,18000.000,,0.00000,,Astute Electronics Inc. ATX Excess,G03D02
121-14204-01-260,"TERM,PCB,PWR,W-INSULATOR,6-32,10P ROHS",Winchester Interconnect,4719.000,,5.50000,USD,Astute Electronics Inc,QC INSPECT
125190182,Circuit Express Inc - 125190182,Circuit Express Inc,144.000,N/A,0.00000,,Astute Electronics GEA Excess/Consignment,G06D02
1287-ST,"MALE .250"" QUICK FIT TERMINAL ST",Keystone,5000.000,N/A,0.00000,,Astute Electronics TAX Excess/Consignment,G05D02
1287-ST,"MALE .250"" QUICK FIT TERMINAL ST",Keystone,773.000,N/A,0.00000,,Astute Electronics TAX Excess/Consignment,G05D02
12CWQ04FNTRPBF,DIODERECT,Vishay Dale,1996.000,1631,0.00000,,Astute Electronics GEA Excess/Consignment,G07B02
12CWQ04FNTRPBF,DIODERECT,Vishay Dale,7.000,,0.00000,,Astute Electronics GEA Excess/Consignment,G07B02
13-000121,"CONN, DSUB,7W2_M,PCB STRT,4-40",CONEC Elektronische Bauelemente GmbH,197.000,,0.00000,USD,Astute Electronics Inc. LAM STL,LAMSHELF.4.2
132291,Connector; RF; SMA Straight PCB Jack Thr,Amphenol RF,50.000,2345,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.3.7
1336G1,45A HORIZ. (BOT) RA LP CONTACT,Anderson Power,2000.000,"1849, 1945",0.00000,,Astute Electronics TAX Excess/Consignment,A01E01
1336G1,45A HORIZ. (BOT) RA LP CONTACT,Anderson Power,260.000,1847,0.00000,,Astute Electronics TAX Excess/Consignment,A01E01
1336G1,45A HORIZ. (BOT) RA LP CONTACT,Anderson Power,4137.000,1849,0.00000,,Astute Electronics TAX Excess/Consignment,A01D01
1399G2,SPACER KEY-LONG-RED,Anderson Power,840.000,1819 1743,0.00000,,Astute Electronics TAX Excess/Consignment,G06A03
1399G2,SPACER KEY-LONG-RED,Anderson Power,5038.000,1743,0.00000,,Astute Electronics TAX Excess/Consignment,G06A03
1399G9,PP10/45 MOUNTING WING RED,Anderson Power,7115.000,1722,0.00000,,Astute Electronics TAX Excess/Consignment,A01D01
1-400111-1,"Legend Material, Grey",Not Known Yet,375.000,,0.00000,,Astute Electronics GEA Excess/Consignment,G07D02
140-1028-02-01-00,Terminal,Cambion,1600.000,,0.00000,,Astute Electronics Inc. ATX Excess,G08E04
14040HS625MOD,14040HS625MOD,Accurate Screw,1015.000,,0.00000,,Astute Electronics Inc. ATX Excess,G05F02
1410-G110-L2F1-S01-4A,"CB,THRM,1P,4A,28 VDC,240 VAC,PCB MTG",E-T-A Engineering Technology,196.000,2349,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.14.8
1410-G110-L2F1-S01-6.3A,"CB,PC MT,6.3A",E-T-A Engineering Technology,50.000,2222,0.00000,USD,Astute Electronics Inc. LAM STL,LAMBLK.9.13
