Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,PLC24M93ST30C1,,Positronic,1.000,,US2105110000009;G07C02,,2116,,"GND-CONN,PLUG,24POS,RECT,3-ROW,STR,SELF-",,,,0.00000,,
,PLC30F300A1/AA,,Positronic,100.000,,US3107180000029;G07F03,,1828,,Power Connector System,,,,0.00000,,
,SAD15M/F,,Positronic,10.000,,US1708180000030;G07E02,,1826,,Space Connector-Saver,,,,0.00000,,
,SAD25M/F,,Positronic,10.000,,US2108180000004;G07D04,,1826,,Space Connector-Saver,,,,0.00000,,
,SAD37M/F,,Positronic,10.000,,US2108180000014;G07A01,,1826,,Space Connector-Saver,,,,0.00000,,
,SAD50M/F,,Positronic,10.000,,US2108180000005;A01F01,,1826,,Space Connector-Saver,,,,0.00000,,
,SADD104M/F,,Positronic,10.000,,US2108180000015;G06E04,,1826,,Space Connector-Saver,,,,0.00000,,
,SADD26M/F,,Positronic,10.000,,US2708180000013;G07C02,,1826,,Space Connector-Saver,,,,0.00000,,
,SADD78M/F,,Positronic,10.000,,US2308180000013;G07C02,,1827,,Space Connector-Saver,,,,0.00000,,
,SGMC20S0T0000-663.17,,Positronic,21.000,,US2105240000006;G05F03,,,,"GND-CONN,RCPT,20POS,RECT,3ROW,2-56 UNC-2",,,,0.00000,,
,SGMC44S0T0000-663.17,,Positronic,21.000,,US2105270000024;G07A02,,,,"GND-CONN,RCPT,44POS,RECT,4ROW,2-56 UNC-2",,,,0.00000,,
