RFQ Search Key,Buyer,Business Partner Search Key,Contact,MPN,MFR Text,Quoted Quantity,Cost,Currency,Date Code,MOQ,SPQ,Packaging,Lead Time,COO,RoHS,Vendor Notes
1130577,Jake Harris,1005798,,ECS-200-20-5PXDU-TR,,181,200,USD,,,,,stock,,,
1130577,Jake Harris,1007942,,B340-13-F,Diodes Inc,1774,0.14 each,USD,N/A,,,REEL,Stock ships same day,,,
1130577,Jake Harris,1007942,,IXDD609SI,IXYS Corp,32000,0.80 each,USD,,,,,Stock ships same day,,,Quoted MPN: IXDD609SIA.
1130577,Jake Harris,1006871,,LM2591HVSX-5.0/NOPB,,152,0.95 STG EACH,USD,0706,,,TO263-5,,,,
1130292,Jake Harris,,,L50QS125,,3,209.99,USD,,,,,,,,[VENDOR NOT IN DB: Accord Technologies <accordtec@gmail.com>]
1130292,Jake Harris,,,FWH-125B,,30,119.99,USD,,,,,,,,[VENDOR NOT IN DB: Accord Technologies <accordtec@gmail.com>]
1130292,Jake Harris,1005599,,TG110-S050N2-RLTR,Halo Electronics,500,1.50,USD,21+,,,,stock,CN,,
1130292,Jake Harris,1005599,,TG110-S050N2-RLTR,Halo Electronics,250,1.425,USD,05+,,,,stock,CN,,
1130577,Jake Harris,1004482,,SM24CANB-02HTG,,10,6.00,USD,-,,,,,,,
1130577,Jake Harris,1004482,,ISO7740DW,,5,12.00,USD,-,,,,,,,Quoted MPN: ISO7740DWR.
1130577,Jake Harris,1004482,,ISO7740DW,,2020,12.00,USD,5 PCS-ROHS-,,,,STOCK,,,Quoted MPN: ISO7740DWR.
1130292,Jake Harris,1007509,,DG403DY-T1-E3,,2,2,USD,new,,,,,,,
1130577,Jake Harris,1004482,,SM24CANB-02HTG,,12,5.00,USD,LITTLE FUSE - ROHS 1,,,,,,,
1130577,Jake Harris,1002457,,2220YA250472KXTB16,Avon Protection,3000,2,USD,,,,,building a more resilient worl,,,
1130292,Jake Harris,1002457,,MPZ2012S101AT000,Avon Protection,5400,0.04,USD,1142pc,,,,building a more resilient worl,,,
1130577,Jake Harris,1002498,,BTS723GW,Industrial Label,35,2.35,USD,0814 RoHS unknown,,,,,,,
1130292,Jake Harris,1005322,,FWH-125B,,7,95,USD,,,,,In stock,,,
1130577,Jake Harris,1006570,,P600M,,18500,15,USD,200/BOX BULK at,,,,STOCK,,,
1130577,Jake Harris,1004611,,LM2903AVQDR,,63,9.5,USD,14+ 63pcs IC T,,,,,,,Quoted MPN: LM2903AVQDRG4Q1.
1130577,Jake Harris,1004611,,LM2901AVQDR,,325,2.1,USD,15+ 325pcs IC,,,,,,,Quoted MPN: LM2901AVQDRQ1.
1130577,Jake Harris,1005215,,80CPQ150PBF,Avon Protection,261,2.00,USD,08+ VISHAY B,,,,s ·Beste groeten ·Mit freundli,,,
1130292,Jake Harris,1006133,,DG403DYZ,new and factory original parts,22,3,USD,10+ 22 PCS PRICE,,,,d.,,,
1130577,Jake Harris,1002457,,80CPQ150PBF,Avon Protection,38,5.25,USD,,,,,building a more resilient worl,,,
1130577,Jake Harris,1002948,,P600M,,5500,0.17,USD,,,,,stock,,,Quoted MPN: P600MTR.
1130350,Jake Harris,1004426,,BCM5221A4KPTG,,200,6.00,USD,Best,,,,,,,Quoted MPN: 200PCS.
1130350,Jake Harris,1003212,,BCM5221A4KPTG,S K F Engineering,200,4.93,USD,Broadcom with trace,,,,In Stock,,,
1130588,Jake Harris,1003122,,LCMXO3LF-2100C-5BG256C,Lattice Semiconductor Corp,476,5.80000,USD,2241+ COO MY,,119,,2,,,"EXW TH, Lot code removed, Site approval is required"
1129833,Jake Harris,1003122,,T405-600H,STMICRO,2775,0.31000,USD,18+,,3000,,2,,,"lot code removed, EXW Oradea. no F/S, Site approval is required."
