Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,ODD44M4R700X,,Positronic,24,,US1912230000004;G06D03,,1950,,"44 PIN CONNECTOR,3 ROWS",,,,,,
,ODD44M4R700X,,Positronic,52,,US2105060000011;G06D03,,2115,,"44 PIN CONNECTOR,3 ROWS",,,,,,
,PCIA60W36M400A1/AA,,Positronic,100,,US0608180000010;G07F01,,1827,,Compact Power,,,,,,
,PCIB26W11F300A1/AA,,Positronic,56,,US3107180000023;G07A01,,1827,,Compact Power,,,,,,
,PCIB26W11M400A1/AA,,Positronic,100,,US0308180000010;G07B01,,1827,,Compact Power,,,,,,
,PCIC16W7F300A1/AA,,Positronic,100,,US0208180000035;G07F02,,1827,,Compact Power,,,,,,
,PCIC16W7F400A1/AA,,Positronic,65,,US3107180000025;G07A01,,1827,,Compact Power,,,,,,
,PCIC16W7M400A1/AA,,Positronic,100,,US2007180000017;G07F03,,1825,,Compact Power,,,,,,
,PCIH38F300A1/AA,,Positronic,92,,US1408180000015;A01E01,,1827,,Compact Power,,,,,,
,PCIH38M300A1/AA,,Positronic,100,,US0208180000027;G07A03,,1827,,Compact Power,,,,,,
,PCIH38M400A1/AA,,Positronic,100,,US0808180000020;G07A01,,1827,,Compact Power,,,,,,
,PCIH47F300A1/AA-246.0,,Positronic,31,,US2110190000029;G07A02,,,,Compact Power,,,,,,
,PCIH47F300A1/AA-246.0,,Positronic,50,,US2111010000016;G07A02,,,,Compact Power,,,,,,
,PCIH47M400A1/AA,,Positronic,75,,US3107180000043;G07B01,,1820,,Compact Power,,,,,,
,PCIH47RM400C1,,Positronic,50,,US1912270000003;G08E01,,1950,,"RECEPTACLE, PCI, POWER",,,,,,
,PCIH47RM400C1,,Positronic,50,,US2004210000012;G08E01,,,,"RECEPTACLE, PCI, POWER",,,,,,
,PCIH47RM400C1,,Positronic,84,,US2005300000010;G08E01,,2015,,"RECEPTACLE, PCI, POWER",,,,,,
,PCIM30W15F300A1/AA,,Positronic,82,,US3007180000012;G07A01,,1827,,Compact Power,,,,,,
,PCIM30W15M400A1/AA,,Positronic,100,,US0908180000037;G07F03,,1827,,Compact Power,,,,,,
,PCIM33W18F300A1/AA,,Positronic,100,,US1608180000009;G05F04,,1827,,Compact Power,,,,,,
,PCIM37W16F300A1/AA,,Positronic,4,,US1708180000037;G07A02,,1827,,Compact Power,,,,,,
,PLA03F0050,,Positronic,29,,US2107230000011;G07D04,,,,"PLUG, FEMALE, 3 POLE",,,,,,
,PLA03M300A1/AA,,Positronic,100,,US1707180000034;G04F04,,1820,,Power Connector System,,,,,,
,PLA03M4BN0A1/AA,,Positronic,40,,US1907180000019;G06F03,,1825,,Power Connector System,,,,,,
,PLA04F0000/AA,,Positronic,100,,US2407180000023;G06E04,,1827,,Power Connector System,,,,,,
,PLA04F300A1/AA,,Positronic,65,,US3007180000007;G07C02,,1827,,Power Connector System,,,,,,
,PLA04M0000/AA,,Positronic,100,,US2707180000024;G04F04,,1828,,Power Connector System,,,,,,
,PLA04M300A1/AA,,Positronic,100,,US0208180000029;G06E04,,1828,,Power Connector System,,,,,,
,PLA04M3N0A1/AA,,Positronic,100,,US3107180000020;G07A01,,1828,,Power Connector System,,,,,,
,PLA06M0050,,Positronic,18,,US2107230000012;G07D04,,,,"6 Pin Plug, male with hoo",,,,,,
,PLA06M300A1/AA,,Positronic,100,,US3107180000010;G05F03,,1828,,Power Connector System,,,,,,
,PLA08F300A1/AA,,Positronic,100,,US0208180000034;G05F03,,1828,,Power Connector System,,,,,,
,PLB06M0000/AA,,Positronic,15,,US2607180000011;G07E02,,1828,,Power Connector System,,,,,,
,PLB06M300A1/AA,,Positronic,20,,US0208180000028;G07E02,,1828,,Power Connector System,,,,,,
,PLB08F0000/AA,,Positronic,30,,US2007180000001;G06D02,,1828,,Power Connector System,,,,,,
,PLB08F300A1/AA,,Positronic,100,,US0208180000032;G05F03,,1828,,Power Connector System,,,,,,
,PLB12F300A1/AA,,Positronic,100,,US2708180000003;G06E04,,1828,,Power Connector System,,,,,,
,PLB12F93ST30C1,,Positronic,2,,US2105170000021;G07F02,,2117,,"GND-CONN,RCPT,12POS,RECT,2-ROW,STR,SELF-",,,,,,
,PLB12M300A1/AA,,Positronic,90,,US2208180000005;G07C02,,1828,,Power Connector System,,,,,,
,PLB12M4BN0A1/AA,,Positronic,100,,US0608180000008;G05F03,,1828,,Power Connector System,,,,,,
,PLB16F300A1/AA,,Positronic,90,,US3107180000028;G07C02,,1828,,Power Connector System,,,,,,
,PLB3W3M4BN0A1/AA,,Positronic,100,,US0308180000017;G06E04,,1828,,Power Connector System,,,,,,
,PLC2400050/AA,,Positronic,50,,US3107180000017;F04C02,,1828,,Power Connector System,,,,,,
,PLC24M93ST30C1,,Positronic,1,,US2105110000009;G07C02,,2116,,"GND-CONN,PLUG,24POS,RECT,3-ROW,STR,SELF-",,,,,,
,PLC30F300A1/AA,,Positronic,100,,US3107180000029;G07F03,,1828,,Power Connector System,,,,,,
,SAD15M/F,,Positronic,10,,US1708180000030;G07E02,,1826,,Space Connector-Saver,,,,,,
,SAD25M/F,,Positronic,10,,US2108180000004;G07D04,,1826,,Space Connector-Saver,,,,,,
,SAD37M/F,,Positronic,10,,US2108180000014;G07A01,,1826,,Space Connector-Saver,,,,,,
,SAD50M/F,,Positronic,10,,US2108180000005;A01F01,,1826,,Space Connector-Saver,,,,,,
,SADD104M/F,,Positronic,10,,US2108180000015;G06E04,,1826,,Space Connector-Saver,,,,,,
,SADD26M/F,,Positronic,10,,US2708180000013;G07C02,,1826,,Space Connector-Saver,,,,,,
,SADD78M/F,,Positronic,10,,US2308180000013;G07C02,,1827,,Space Connector-Saver,,,,,,
,SGMC20S0T0000-663.17,,Positronic,21,,US2105240000006;G05F03,,,,"GND-CONN,RCPT,20POS,RECT,3ROW,2-56 UNC-2",,,,,,
,SGMC44S0T0000-663.17,,Positronic,21,,US2105270000024;G07A02,,,,"GND-CONN,RCPT,44POS,RECT,4ROW,2-56 UNC-2",,,,,,
