Item,,ItemDescription,Lot,Location,Lot Cost,Lot Quantity,Lot Unit Cost,Item Lot Revision,Non-Nettable Stock,,Qty WIP,Qty On Customer Orders,,Qty On Purchase Orders,Total On Hand,PO On Order 3PL,CO On Order 3PL,,Last Sales Date,Drawing Revision,Manufacturer,Name,Product Category,Warehouse,,Warehouse Name,NSN,,Expiration Date,Currency,Date Code,Price,Site,Shelf Life,Haz,,,Date Lot,,,,
NAS1635-3LE8,,FLASH MEMORY MT41J64M16JT-15E,US0000000021667,G07D02,,34,,,,,,,,,34,,,,,,,,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43039,,,,
NAS1726C6P,,NAS1726C6P,JA2206080000043,G04D03,,70,,,,,,,,,70,,,,,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44720,,,,
NAS1830BT14B16,,NAS SPACERS/STANDOFFS/HANDLES,LI2210110000003,A02D01,,636,,,,,,,,,636,,,,,,M02737,Hardware Speciality,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,44845,,,,
NAS1831C3B08,,Standoffs & Spacers Stainless Steel 3/16,LI2207070000024,G02A01,,790,,,,,,,,,790,,,,,,M04718,Raf Electronics Hardware,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44749,,,,
NAS43DD3-88N,,SPACER,US1912050000010,G07D04,,94,,,,,,,,,94,,,,,,M00374,Anillo Industries Inc,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,1.35,USS site,,,,,43804,,,,
NAS620C2,,"WASHER,REDC DIA,CRES,#2",US2103190000032,G05D01,,150,,,,,,,,,150,,,,,,M03759,Military Specification,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,0.0247,USS site,,,,,44274,,,,
NAS671C6,,NUT,LI2207070000025,G07C02,,53,,,,,,,,,53,,,,,,M02248,Fsl Aerospace,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44749,,,,
NB3L8504SDTR2G,,IC CLK BUFFER 1:4 700MHZ 16TSSOP,US2511240000014,HK-G02,6800,5000,1.36,,,,1,5000,,,5000,,,,46038,,M04180,On Semiconductor,,W105,,Astute Electronics Inc,,,,USD,1711,1.36,USS site,,,,,45985,,,,
NC7SZ58P6X,,IC LOGIC GATE UHS 2-INP SC70-6,US2401250000004,QC INSPECT,,9000,,,,,,,,,9000,,,,44372,,M04180,On Semiconductor,Other ICs,W102,,Astute Electronics Inc. - Stevenage,,,,USD,,0.022,USS site,,,,,45316,,,,
NC7WZ14L6X-L22175,,"IC,SMD,INVTR,DUAL,SCHMITT TRIG,1.0MM",US2408130320001,LAM7.10.3,,5000,,,,,,,,,5000,,,,,,M04180,On Semiconductor,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2309,0.116,USS site,,,,,45517,,,,
NCP5661DT12RKG,,Linear Voltage Regulator IC Positive Fix,US2408080000013,F02C03,,5000,,,,,,,,,5000,,,,,,M04180,On Semiconductor,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,0.99,USS site,,,,,45512,,,,
NCP700BSN33T1G,,,US2106030000008,G07E03,,15000,,,,,,,,,15000,,,,,,M04180,On Semiconductor,,W104,,Astute Electronics Inc. ATX Excess,,,,GBP,1831,0.0683,USS site,,,,,44350,,,,
NCS2200SQ2T2G,,IC COMPARATOR LV LP OD SC70-5,US2109170000001,G05D04,,82,,,,,,,,,82,,,,,,M04180,On Semiconductor,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,5.67,USS site,,,,,44456,,,,
NDP6060L,,MOSFET N-CH 60V 48A TO220-3,US2203080000006,A01E01,,800,,,,,,,,,2710,,,,,,M04180,On Semiconductor,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2003,,USS site,,,,,44628,,,,
NDP6060L,,MOSFET N-CH 60V 48A TO220-3,US2204040000021,A01E01,,1350,,,,,,,,,2710,,,,,,M04180,On Semiconductor,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"201926, 201929",,USS site,,,,,44655,,,,
NDP6060L,,MOSFET N-CH 60V 48A TO220-3,US2204060000013,A01E01,,520,,,,,,,,,2710,,,,,,M04180,On Semiconductor,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44657,,,,
NDP6060L,,MOSFET N-CH 60V 48A TO220-3,US2205200000031,G01A01,,40,,,,,,,,,2710,,,,,,M04180,On Semiconductor,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44701,,,,
NDS7002A,,MOSFET N-CH 60V 280MA SOT-23,US2003180000003,G02C01,,12000,,,,,,,,,12000,,,,45153,,M02066,Fairchild,Transistors,W104,,Astute Electronics Inc. ATX Excess,,,,,"1803 (3k), 1807 (15k)",,USS site,,,,,43179,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000048,HK-E01,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000047,HK-E01,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000046,HK-E01,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000044,HK-E01,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000043,HK-E01,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000042,HK-E01,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000041,HK-E01,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000040,HK-E01,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000039,HK-E01,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000045,HK-E01,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000059,HK-F02,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,2528,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000058,HK-F02,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,2528,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000057,HK-F02,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,2528,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000056,HK-F02,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,2528,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000055,HK-F02,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,2528,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000054,HK-F02,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,2528,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000060,HK-F02,350,5000,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,2528,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000053,HK-F02,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,2528,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000050,HK-E01,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.07,USS site,,,,,46021,,,,
NE5532ADR,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2512300000049,HK-E01,175,2500,0.07,,,,,52500,,,52500,,,,46086,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.07,USS site,,,,,46021,,,,
NE556DR,,"IC,SMD,TMR,DUAL PRCN,4.5-16V,SOIC-14",US2409090000025,LAM13.9.11,,2500,,,,,,,,,2500,,,,,,M05844,Texas Instruments,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2423,0.107,USS site,,,,,45544,,,,
NLCV32T-1R0M-EFRD,,FIXED IND 1UH 1.7A 66 MOHM SMD,US2205130000036,G01D02,,12000,,,,,,,,,12000,,,,,,M05652,TDK Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1851, 1827",,USS site,,,,,44694,,,,
NLSV4T244MUTAG,,"IC, Level_Xlator, 4Bit, NLSV4T244,",US2602030000002,HK-F01,8250,15000,0.55,,,,,30000,,9000,66000,,,,45965,,M04180,On Semiconductor,,W105,,Astute Electronics Inc,,,,USD,2424/2426,0.55,USS site,,,,,46056,,,,
NLSV4T244MUTAG,,"IC, Level_Xlator, 4Bit, NLSV4T244,",US2602030000001,HK-F01,8250,15000,0.55,,,,,30000,,9000,66000,,,,45965,,M04180,On Semiconductor,,W105,,Astute Electronics Inc,,,,USD,"2424,2426",0.55,USS site,,,,,46056,,,,
NLSV4T244MUTAG,,"IC, Level_Xlator, 4Bit, NLSV4T244,",US2503100000031,HK-F02,11610,18000,0.645,,,,,30000,,9000,66000,,,,45965,,M04180,On Semiconductor,,W105,,Astute Electronics Inc,,,,USD,2422,0.645,USS site,,,,,45726,,,,
NLSV4T244MUTAG,,"IC, Level_Xlator, 4Bit, NLSV4T244,",US2511060000038,HK-G03,11610,18000,0.645,,,,,30000,,9000,66000,,,,45965,,M04180,On Semiconductor,,W105,,Astute Electronics Inc,,,,USD,2424,0.645,USS site,,,,,45967,,,,
NLVVHC1G32DFT2G,,"OR GATE, 2 I/P, -55 TO 125DEG C",US2511040000018,F05D01,15444,108000,0.143,,,,,,,,108000,,,,,,M04180,On Semiconductor,,MAIN,,Astute Electronics Inc.,,,,USD,,0.143,USS site,,,,,45965,,,,
NMC0402X5R104K10TRPF,,Cap Ceramic 0.1uF 10V X5R 10% Pad SMD 04,US2204060000061,G05B01,,10000,,,,,,,,,20537,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1907,,USS site,,,,,44657,,,,
NMC0402X5R104K10TRPF,,Cap Ceramic 0.1uF 10V X5R 10% Pad SMD 04,US2205090000020,G05B01,,10000,,,,,,,,,20537,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1907,,USS site,,,,,44690,,,,
NMC0402X5R104K10TRPF,,Cap Ceramic 0.1uF 10V X5R 10% Pad SMD 04,US2205120000053,G05B01,,537,,,,,,,,,20537,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1826,,USS site,,,,,44693,,,,
NMC0402X7R103K25TRPF,,Cap Ceramic 0.01uF 25V X7R 10% Pad SMD 0,US2203070000045,G01C02,,10000,,,,,,,,,20000,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2008,,USS site,,,,,44627,,,,
NMC0402X7R103K25TRPF,,Cap Ceramic 0.01uF 25V X7R 10% Pad SMD 0,US2203160000048,G01C02,,10000,,,,,,,,,20000,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1844,,USS site,,,,,44636,,,,
NMC0603NPO101J50TRPF,,"CAP,0603,CER,COG,5%,50V 100PF ROHS",US2408010000027,LAM7.7.25,,4000,,,,,,,,,4000,,,,,,M03110,Kemet Electronics Corp,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2305,0.00321,USS site,,,,,45505,,,,
NMC1206NPO472J100TRPF,,Cap Ceramic 0.0047uF 100V C0G 5% Pad SMD,US2203070000039,G01C02,,4000,,,,,,,,,8000,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1950,,USS site,,,,,44627,,,,
NMC1206NPO472J100TRPF,,Cap Ceramic 0.0047uF 100V C0G 5% Pad SMD,US2203070000048,G01C02,,4000,,,,,,,,,8000,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1828,,USS site,,,,,44627,,,,
NMC1206X7R683J50TRPF,,Ceramic Capacitors,PX2401030000268,F02E02,,4000,,,,,,,,,4000,,,,,,M03931,NIC Components Corp,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45294,,,,
NMC1812X7R105K50TRPLPF,,Cap Ceramic 1uF 50V X7R 10% Pad SMD 1812,US2203070000044,G01C02,,1000,,,,,,,,,2000,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1831,,USS site,,,,,44627,,,,
NMC1812X7R105K50TRPLPF,,Cap Ceramic 1uF 50V X7R 10% Pad SMD 1812,US2205240000053,G01C02,,1000,,,,,,,,,2000,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1831,,USS site,,,,,44705,,,,
NRC04F60R4TRF,,Res Thick Film 0402 60.4 Ohm 1% 1/16W,US2504010000009,G02B03,0.8622,2874,0.0003,,,,,,,,2874,,,,,,M03931,NIC Components Corp,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,0.0006,USS site,,,,,45748,,,,
NRD4004TR-5KF,,Diode Switching 400V 1A 2-Pin SMA T/R,US2203240000008,G06C01,,13780,,,,,,,,,13780,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1912, 1817",,USS site,,,,,44644,,,,
NRE,,NRE charge,US2506300000030,STOCK,1859.2,1,1859.2,,,,,,,3,1,,,,45749,,M99996,Charge,Charges,MAIN,,Astute Electronics Inc.,,,,USD,,1859.2,USS site,,,,,45838,,,,
NRLM470M450V22X25F,,Cap Aluminum Lytic 47uF 450V 20% (22 X 2,US2203070000049,A01E01,,100,,,,,,,,,1900,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1940J,,USS site,,,,,44627,,,,
NRLM470M450V22X25F,,Cap Aluminum Lytic 47uF 450V 20% (22 X 2,US2203250000020,ATX21L,,1300,,,,,,,,,1900,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1940,,USS site,,,,,44645,,,,
NRLM470M450V22X25F,,Cap Aluminum Lytic 47uF 450V 20% (22 X 2,US2205240000031,A01E01,,500,,,,,,,,,1900,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1940,,USS site,,,,,44705,,,,
NRM104K250F,,Cap Film 0.1uF 250V PET 10% (12.5 X 5.5,US2204060000051,G02A01,,12510,,,,,,,,,12510,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1802, 1930",,USS site,,,,,44657,,,,
NS02B8R200JE73,,Res Wirewound 8.2 Ohm 5% 3W ±50ppm/°C Si,US2204060000054,A01F01,,2000,,,,,,,,,3000,,,,,,M06179,Vishay Intertechnology Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2030,,USS site,,,,,44657,,,,
NS02B8R200JE73,,Res Wirewound 8.2 Ohm 5% 3W ±50ppm/°C Si,US2205240000025,A01F01,,1000,,,,,,,,,3000,,,,,,M06179,Vishay Intertechnology Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"2033, 2030",,USS site,,,,,44705,,,,
NTBP98FA,,MTD20N03HDL-T4,US0000000012504,G07D04,,1,,,,,,,,,1,,,,,,,,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43039,,,,
NTC-T106K25TRDF,,Cap Tant Solid 10uF 25V D CASE 10% (7.3,US2201210000023,G04C01,,1500,,,,,,,,,1903,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1920, 1518",,USS site,,,,,44582,,,,
NTC-T106K25TRDF,,Cap Tant Solid 10uF 25V D CASE 10% (7.3,US2201210000022,G04C01,,403,,,,,,,,,1903,,,,,,M03931,NIC Components Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1518,,USS site,,,,,44582,,,,
NTD12N10T4G,,MOSFET N-CH 100V 12A DPAK,US2305120000021,G08D04,,126,,,,,,,,,358,,,,,,M04180,On Semiconductor,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,3.2,USS site,,,,,45058,,,,
NTD12N10T4G,,MOSFET N-CH 100V 12A DPAK,US2501290000011,G08D04,,232,,,,,,,,,358,,,,,,M04180,On Semiconductor,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,45686,,,,
NTHS0603N01N1003JR,,"RESISTOR, TEMPERATURE DEPENDENT",US2601090000004,QC INSPECT,328,1600,0.205,,,,,2438,,,1600,,,,,,M06179,Vishay Intertechnology Inc,,MAIN,,Astute Electronics Inc.,,,,USD,,0.205,USS site,,,,,46031,,,,
NTMFS5C460NLT1G,,"XSTR,SMD,MOSFET,N-CHAN,40V,78A,DFN5",US2407160000008,LAMBLKB.5.1,,3616,,,,,,,,,3641,,,,46010,,M04180,On Semiconductor,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,0.22,USS site,,,,,45489,,,,
NTMFS5C460NLT1G,,"XSTR,SMD,MOSFET,N-CHAN,40V,78A,DFN5",US2512190000035,QC INSPECT,8.94625,25,0.35785,,,,,,,,3641,,,,46010,,M04180,On Semiconductor,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,0.35785,USS site,,,,,46010,,,,
NTTFS015N04CTAG,,"XSTR,SMD,FIELD EFT,N CHAN,40V,27A,WDFN8",US2408060000032,LAM7.11.18,,1285,,,,,,,,,1285,,,,,,M04180,On Semiconductor,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2003,0.26,USS site,,,,,45510,,,,
NTV1205MC,,DC DC CONVERTER +/-5V 1W,LI2208010000061,G01A03,,30,,,,,,,,,30,,,,,,M10849,Murata,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1441,,USS site,,,,,44774,,,,
NUT JUNCTION BOX,,NUT JUNCTION BOX,US2508190000004,QC INSPECT,,2,,,,,,,,,2,,,,,,M14427,Seacomp,,W108,,Astute Electronics Inc. - HK Excess,,,,USD,,,USS site,,,,,45888,,,,
NVTFS4C05NTAG,,"N-Channel 30 V 22A (Ta), 102A (Tc) 3.2W",US2408050000004,HK-EXCESS06,,6500,,,,,,,,,6500,,,,,,M04180,On Semiconductor,,W108,,Astute Electronics Inc. - HK Excess,,,,USD,,0.1344,USS site,,,,,45509,,,,
NWW5FT4R00,,NWW5FT4R00,US2203280000044,ATX23R,,500,,,,,,,,,7616,,,,,,M05127,Sei Electronics,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2020,,USS site,,,,,44648,,,,
NWW5FT4R00,,NWW5FT4R00,US2204080000008,ATX23R,,1000,,,,,,,,,7616,,,,,,M05127,Sei Electronics,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2029,,USS site,,,,,44659,,,,
NWW5FT4R00,,NWW5FT4R00,US2204070000013,ATX32L,,5116,,,,,,,,,7616,,,,,,M05127,Sei Electronics,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1931, 1943, 1932",,USS site,,,,,44658,,,,
NWW5FT4R00,,NWW5FT4R00,US2204060000065,ATX23R,,1000,,,,,,,,,7616,,,,,,M05127,Sei Electronics,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2020,,USS site,,,,,44657,,,,
OD132JE-TR,,(CE/) RES 1.3K CC 1/4 5% AXIAL,US2602230000045,QC INSPECT,,2080,,,,,,,,,2080,,,,,,M04140,Ohmite,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46076,,,,
OD511JE-TR,,RES 510 OHM 5% 1/4W AXIAL,US2602250000051,QC INSPECT,,3535,,,,,,,,,3535,,,,,,M04140,Ohmite,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46078,,,,
ODD15M4R700X,,"15 PIN CONNECTOR,3 ROWS",US2002200000022,G07E01,,20,,-,,,,,,,20,,,,,,M04496,Positronic,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,2007,6.41,USS site,,,,,43881,,,,
ODD26F98S000,,"CONN,RCPT,26S,D-SUB",US2105110000006,G07E02,,6,,,,,,,,,6,,,,,,M04496,Positronic,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,28.54,USS site,,,,,44327,,,,
ODD44F98S000,,"CONN,RCPT,44S,D-SUB",US2105110000004,G07D02,,19,,,,,,,,,19,,,,,,M04496,Positronic,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,,34.32,USS site,,,,,44327,,,,
ODD44M4R700X,,"44 PIN CONNECTOR,3 ROWS",US1912230000004,G06D03,,24,,-,,,,,,,76,,,,,,M04496,Positronic,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,1950,12.57,USS site,,,,,43822,,,,
ODD44M4R700X,,"44 PIN CONNECTOR,3 ROWS",US2105060000011,G06D03,,52,,-,,,,,,,76,,,,,,M04496,Positronic,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,2115,13,USS site,,,,,44322,,,,
OF122JE-TR,,(CE/) RES 1.2K 1/2W 5%,US2602240000002,QC INSPECT,,1284,,,,,,,,,1284,,,,,,M04140,Ohmite,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46077,,,,
OP07CSZ-REEL7,,General Purpose Amplifier 1 Circuit 8-SO,US2401040000006,HK-VIPEXCESS,,600,,,,,,,,,600,,,,,,M06495,Analog Devices Inc,,W108,,Astute Electronics Inc. - HK Excess,,,,USD,,0.42,USS site,,,,,45295,,,,
OP27AFKB,,OP AMPS,PX2401030000269,F01C03,,5,,,,,,,,,5,,,,,,M05844,Texas Instruments,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45294,,,,
OP284ESZ-REEL7,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2407260000002,LAMBLK.9.1,,100,,,,,,,,,100,,,,,,M06495,Analog Devices Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2419,3.92,USS site,,,,,45499,,,,
OP4177,,OP AMPS,PX2312270000040,F01C03,,54,,,,,,,,,54,,,,,,M06495,Analog Devices Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45287,,,,
OP491GP,,OP Amp Quad GP R-R I/O ±6V/12V 14-Pin PD,LI2207070000027,G01A02,,218,,,,,,,,,218,,,,,,M06495,Analog Devices Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1127,,USS site,,,,,44749,,,,
OPA1671IDBVR,,"IC,SMD,OP AMP,SGL,13MHZ,1.7-5.5V,SOT-23",          28231,LAM7.9.20,,2975,,,,,,,,,2975,,,,,,M05844,Texas Instruments,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2210,0.259,USS site,,,,,45470,,,,
OPA2131UA,,OP AMPS,PX2312270000039,F01E02,,75,,,,,,,,,389,,,,,,M05844,Texas Instruments,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45287,,,,
OPA2131UA,,OP AMPS,PX2312270000041,F01E02,,184,,,,,,,,,389,,,,,,M05844,Texas Instruments,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45287,,,,
OPA2131UA,,OP AMPS,PX2312270000044,F01C03,,130,,,,,,,,,389,,,,,,M05844,Texas Instruments,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45287,,,,
OPA2132U/2K5,,"IC,SMD,OPA2132U,OPAMP,FET,ROHS",US2407250000026,LAMBLK.6.12,,60,,,,,,,,,60,,,,,,M05844,Texas Instruments,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2406,10.556,USS site,,,,,45498,,,,
OPA2227UA/2K5,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2205100000021,G03B03,,1,,,,,,,,,1,,,,44720,,M05844,Texas Instruments,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1902, 1848, 1914, 1939",,USS site,,,,,44691,,,,
OPA2277UA/2K5,,IC OPAMP GP 2 CIRCUIT 8SOIC,US2407050000001,LAMBLK.11.7,,100,,,,,,,,,100,,,,,,M05844,Texas Instruments,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2404,0.44,USS site,,,,,45478,,,,
OPA2313IDRGT,,Op Amps 1MHz MicroPwr Lo Noise RRIO,US2104290000008,G07D03,,1000,,,,,,,,,1057,,,,,,M05844,Texas Instruments,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,"1946, 1809, 1810",0.74148,USS site,,,,,44315,,,,
OPA2313IDRGT,,Op Amps 1MHz MicroPwr Lo Noise RRIO,US2104290000009,G07D03,,57,,,,,,,,,1057,,,,,,M05844,Texas Instruments,,W104,,Astute Electronics Inc. ATX Excess,,,,USD,February 2018,1.44035,USS site,,,,,44315,,,,
OPA2336EA/2K5,,IC OPAMP GP 2 CIRCUIT 8VSSOP,US2603030000005,QC INSPECT,6875,12500,0.55,,,,,70002,,57500,12500,,,,46083,,M05844,Texas Instruments,,W105,,Astute Electronics Inc,,,,USD,,0.55,USS site,,,,,46084,,,,
OPA2340UA/2K5,,Op Amp Dual Precision Amplifier R-R I/O,US2407250000021,LAMBLK.6.22,,250,,,,,,,,,250,,,,,,M05844,Texas Instruments,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2249,1.881,USS site,,,,,45498,,,,
