Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,FMECS-E-18S3/F,,Spira Manufacturing Corporation,5,,US2602260000029;DSQR1,,,,"GASKET, EMI/RFI, BERYLLIUM COPPER, CONNE",,,,100,,
,FTSH-110-01-S-DV-K-TR,,Samtec Inc,44,,US2603060000031;QC INSPECT,,,,"CONNECTOR PRINTED CIRCUIT,",,,,4.377,,
,G1050,,Hubbell Incorporated,100,,US2505220000010;OSQ,,,,Case Carrying Aircrew Equipmen,,,,0.75,,
,GAL22V10D-10LPN,,Lattice Semiconductor Corp,235,,US2602230000025;QC INSPECT,,,,ICPLD10MC10NS24DIPGALÂ®22V10Programmable,,,,25.91489,,
,GAL22V10D-10LPN,,Lattice Semiconductor Corp,365,,US2602230000026;QC INSPECT,,,,ICPLD10MC10NS24DIPGALÂ®22V10Programmable,,,,,,
,HC5FW400-S/SP1,,Lem,19,,US2508190000016;DSQR,,,,Sensor/Transducer,,,,26.173,,
,HDSP-5607-GH000,,Avago Technologies,922,,US2602250000034;QC INSPECT,,,,14.2 MM (0.56 INCH) SEVEN SEGMENT DISPLA,,,,0.7,,
,HFBR-1414TZ,,Avago Technologies,120,,US2603060000010;QC INSPECT,,,,XMITTER FIBER OPTIC 820NM,,,,15.76,,
,HMA84GR7DJR4N-XN,,Hynix,300,,US2603050000018;QC INSPECT,,,,DDR4 SDRAM 32GB 4G x 72 1.14V - 1.26V 1.,,,,430,,
,HMAG78EXNRA,,Hynix,1,,US2603040000116;QC INSPECT,,,,DDR4 SDRAM 16GB 1.6GHz,,,,175,,
,HMAG78EXNRA,,Hynix,2,,US2601300000035;QC INSPECT,,,,DDR4 SDRAM 16GB 1.6GHz,,,,175,,
,HMAG78EXNRA,,Hynix,64,,US2602240000012;QC INSPECT,,,,DDR4 SDRAM 16GB 1.6GHz,,,,175,,
,HMAG78EXNRA,,Hynix,231,,US2601300000026;QC INSPECT,,,,DDR4 SDRAM 16GB 1.6GHz,,,,273,,
,HMAG84EXNRA,,Hynix,100,,US2603050000029;QC INSPECT,,,,DDR4 RDIMM/LRDIMM Memory,,,,395,,
,HPU1K5PS48-M,,Xp Power,3,,US2603050000023;QC INSPECT,,,,"POWER SUPPLY, 1500 W, 48VDC",,,,1373.22,,
,IDT72V283L7-5BCI,,Renesas Electronics Corp,15,,US2508120000018;Q10,,,,"MICROCIRCUIT, 32K X 18 FIFO, 5 NS, PBGA1",,,,218.33333,,
,INA219AIDR,,Texas Instruments,30000,,US2511210000015;QC INSPECT,,,,IC CURRENT MONITOR 1% 8SOIC,,,,0.278,,
,IS43TR16128B-15HBLI,,Issi,202,,US2506020000005;Q3,,,,IC 2GB 128MX16 DDR3 SDRAM ISSI,,,,2,,
,ISO 14581 M6X12,,Min Hwei Enterprise,250,,US2503190000045;F04C01,,,,HEXALOBULAR CSK FLAT HEAD SCREW,,,,,,
,JANTX1N6155A,,Micross,50,,US2602110000043;SLS04,,,,TVS DIODE 27.4VWM 49.9VC SQ-MELF,,,,17.07,,
,JANTX1N6155A,,Micross,100,,US2602110000044;SLS04,,,,TVS DIODE 27.4VWM 49.9VC SQ-MELF,,,,17.07,,
,JM38510/32202BEA,,Fairchild,24,,US2506030000025;Q12,,,,"MICROCIRCUIT,DGTL,ML,LSTTL,BFR/DRVR TS",,,,4.5,,
,JM38510/32202BEA,,Fairchild,15,,US2602170000003;Q6,,,,"MICROCIRCUIT,DGTL,ML,LSTTL,BFR/DRVR TS",,,,67.83333,,
,JTXM19500/469-01,,Microsemi Corp,3,,LI2501280000006;F04C01,,,,Diode Rectifier Bridge Single 200V 10A 4,,,,,,
,KPSE02E12-10S,,ITT Cannon,10,,US2503250000016;SLS01,,,,"Wall mount receptacle, 10 contacts",,,,18.42,,
,KPSE02E12-10S,,ITT Cannon,20,,US2503250000015;SLS01,,,,"Wall mount receptacle, 10 contacts",,,,18.42,,
,KPSE02E12-3P,,ITT Cannon,20,,US2503270000014;SLS01,,,,"Circular connectors, KPSE, wall mount",,,,23.72,,
,KPSE02E12-3P,,ITT Cannon,10,,US2503270000015;SLS01,,,,"Circular connectors, KPSE, wall mount",,,,23.72,,
,KPSE06E12-10S,,ITT Cannon,10,,US2503250000025;SLS01,,,,"Circular connector, KPSE, Wall mount Rec",,,,37.093,,
,KPSE06E12-10S,,ITT Cannon,20,,US2503250000024;SLS01,,,,"Circular connector, KPSE, Wall mount Rec",,,,35.49,,
,KPSE06E12-3S,,ITT Cannon,20,,US2503270000016;SLS01,,,,Mating of KPSE00F12- 3P(Recp),,,,30.15,,
,KPSE06E12-3S,,ITT Cannon,10,,US2503270000017;SLS01,,,,Mating of KPSE00F12- 3P(Recp),,,,30.15,,
,LFB159079-000,,Laird Technologies Inc,35,,US2602120000013;DSQR3,,,,FERRITE CORE 100 OHM SOLID,,,,1.2152,,
,LFB159079-000,,Laird Technologies Inc,70,,US2603060000032;QC INSPECT,,,,FERRITE CORE 100 OHM SOLID,,,,1.0722,,
,LFXP6C-4F256I,,Lattice Semiconductor Corp,89,,US2506240000024;F04C01,,,,FPGA LATTICEXP FAMILY 6000,,,,,,
,LIS2DH12TR,,ST Micrelectronics,16000,,US2510210000011;SLS06,,,,ACCEL 2-16G I2C/SPI 12LGA,,,,0.355,,
,LM117H/NOPB,,Texas Instruments,300,,US2603040000119;QC INSPECT,,,,Adjustable Positive Standard R,,,,20.33,,
,LM148FKB,,Texas Instruments,11,,US2508280000013;G03E03,,,,Operational Amplifiers (Op Amps),,,,7.69999,,
,LMZ35003RKGR,,Texas Instruments,500,,US2602050000011;QC INSPECT,,,,DC DC CONVERTER 2.5-15V 38W,,,,6.45,,
,LP-16-C/RJ45/015/PE-42-001,,CNLINKO,4,,US2506050000014;ATX41R,,,,LP-16-C/RJ45/015/PE-42-001,,,,1.53,,
,LP-16-C/RJ45/015/PE-42-001,,CNLINKO,50,,US2509180000037;ATX41R,,,,LP-16-C/RJ45/015/PE-42-001,,,,1.26,,
,LP-16-C04PE-02-001,,CNLINKO,1000,,US2510060000018;ATX41R,,,,LP-16-C04PE-02-001,,,,1.85,,
,LP-16-C08SX-02-101,,CNLINKO,415,,US2506050000015;ATX41R,,,,LP-16-C08SX-02-101,,,,1.3,,
,LP-16-J/RJ45/112/SX-02-171,,CNLINKO,850,,US2509180000034;ATX33L,,,,"RJ45 Panel Mount Connector, Custom, CNLI",,,,2.47,,
,LP-16-J/RJ45/112/SX-02-171,,CNLINKO,2000,,US2511240000032;ATX33L,,,,"RJ45 Panel Mount Connector, Custom, CNLI",,,,2.47,,
,LP-16-J08PE-02-001,,CNLINKO,3740,,US2506050000008;ATX61L,,,,8-Pin Connector,,,,2,,
,LP-16-J08PE-02-001,,CNLINKO,240,,US2506060000004;ATX61L,,,,8-Pin Connector,,,,2,,
,LP16-RJ45-FS-MRJ- 0D225M-001,,CNLINKO,200,,US2503270000011;ATX41R,,,,"RJ45 Panel Mount Connector, Custom, CNLI",,,,3.05,,
,LP16-RJ45-FS-MRJ-0D225M-001,,CNLINKO,1150,,US2506050000010;F07A01,,,,LP16-RJ45-FS-MRJ-0D225M-001,,,,3.05,,
,LP16-RJ45-FS-MRJ-0D225M-001,,CNLINKO,150,,US2506060000007;F07A01,,,,LP16-RJ45-FS-MRJ-0D225M-001,,,,3.05,,
,LP16-RJ45-FS-MRJ-0D225M-001,,CNLINKO,500,,US2506110000022;F07A01,,,,LP16-RJ45-FS-MRJ-0D225M-001,,,,3.05,,
,LP16-RJ45-FS-MRJ-0D225M-002,,CNLINKO,1200,,US2511240000030;ATX33L,,,,LP16-RJ45-FS-MRJ-0D225M-002,,,,3.57,,
,LP16-RJ45-MP-MP-2M- 001,,CNLINKO,320,,US2503270000010;ATX41L,,,,"8-Pin Panel Mount Connector, CNLinko, Ma",,,,4.65,,
,LP16-RJ45-MP-MP-2M-001,,CNLINKO,300,,US2511240000031;ATX71L,,,,CNLinko LP-16 RJ45 to CNLinko LP-16 RJ45,,,,4.65,,
,LP16-TYPEC20-MP-FP-1M-001,,CNLINKO,545,,US2506110000024;A02E01,,,,LP16-TYPEC20-MP-FP-1M-001,,,,6.83,,
,LP16-TYPEC20-MP-FS-0D3M-001,,CNLINKO,50,,US2510090000011;ATX41R,,,,LP16-TYPEC20-MP-FS-0D3M-001,,,,8.35,,
,LP16-TYPEC20-MP-MP-2M-001,,CNLINKO,50,,US2510090000010;ATX41R,,,,LP16-TYPEC20-MP-MP-2M-001,,,,8.68,,
,LP16-TYPEC-FS-MTC-0D225M-001,,CNLINKO,1000,,US2507310000009;ATX41R,,,,LP16-TYPEC-FS-MTC-0D225M-001,,,,7.47,,
,LP16-TYPEC-FS-MTC-0D225M-001,,CNLINKO,2190,,US2507310007-01;ATX61L,,,,LP16-TYPEC-FS-MTC-0D225M-001,,,,7.47,,
,LP16-TYPEC-FS-MTC-0D225M-001,,CNLINKO,1925,,US2507310007-02;ATX33L,,,,LP16-TYPEC-FS-MTC-0D225M-001,,,,7.47,,
,LP16-TYPEC-FS-MTC-0D225M-002,,CNLINKO,2730,,US2507310000011;ATX41R,,,,LP16-TYPEC-FS-MTC- 0D225M-002 (GREEN),,,,7.47,,
,LP16-TYPEC-FS-MTC-0D225M-002,,CNLINKO,200,,US2509180000035;ATX33L,,,,LP16-TYPEC-FS-MTC- 0D225M-002 (GREEN),,,,7.47,,
,LP16-TYPEC-MP-MP-1M-004,,CNLINKO,980,,US2507310000010;QC INSPECT,,,,LP16-TYPEC-MP-MP-1M-004,,,,10.24,,
,LP16-TYPEC-MP-MP-1M-004,,CNLINKO,100,,US2506050000011;ATX33L,,,,LP16-TYPEC-MP-MP-1M-004,,,,10.24,,
,LP20-03-MP-MP-0D5M-001,,CNLINKO,100,,US2511200000009;ATX41L,,,,.,,,,8.35,,
,LP20-03-MP-MP-0D5M-001,,CNLINKO,100,,US2511240000033;ATX41L,,,,.,,,,8.35,,
,LP20-03-MP-MP-1M-002,,CNLINKO,200,,US2511200000010;ATX41L,,,,.,,,,9.34,,
,LSP10120S,,Littlefuse Inc,920,,US2601300031-01;ATX34R,,,,LED Protection Devices 120V 10kA IP66 Se,,,,14.14547,,
,LSP10120S,,Littlefuse Inc,1080,,US2601300031-02;ATX34L,,,,LED Protection Devices 120V 10kA IP66 Se,,,,14.14547,,
,LSP10240LLS,,Littlefuse Inc,504,,US2601300000032;ATX34R,,,,SPD TYPE 2 275VAC MCOV 1 POLE,,,,14.14547,,
,M10510-009,,Gore,25,,US2602240000010;QC INSPECT,,,,GORE VENT,,,,4.4,,
,M38510/10702BXA,,Texas Instruments,39,,US2603030000019;QC INSPECT,,,,"MICROCIRCUIT,LINEAR",,,,95.2041,,
,M39003/09-2082,,Vishay,22,,US2508260000023;DSQR2,,,,"CAPACITOR,FIXED,ELCTLT",,,,43.48,,
,M39014/05-2019,,Kemet Electronics Corp,100,,US2508220000023;DSQR,,,,"CAPACITOR,FIXED,CER DIEL",,,,1.77,,
,M39014/05-2037,,Kemet Electronics Corp,200,,US2508220000025;DSQR1,,,,"CAPACITOR,FIXED,CER DIEL",,,,1.77,,
,M39014/05-2037,,Kemet Electronics Corp,12,,US2508260000021;DSQR1,,,,"CAPACITOR,FIXED,CER DIEL",,,,1.754,,
,M393A2K43DB3-CWE,,Samsung,14,,US2601280000019;QC INSPECT,,,,16GB DDR4-3200 REGISTERED ECC,,,,190,,
,M393A2K43DB3-CWE,,Samsung,200,,US2601290000050;QC INSPECT,,,,16GB DDR4-3200 REGISTERED ECC,,,,190,,
,M393A2K43DB3-CWE,,Samsung,93,,US2601300000034;QC INSPECT,,,,16GB DDR4-3200 REGISTERED ECC,,,,190,,
,M393A2K43DB3-CWE,,Samsung,520,,US2602020000090;QC INSPECT,,,,16GB DDR4-3200 REGISTERED ECC,,,,190,,
,M393A2K43DB3-CWE,,Samsung,35,,US2603040000115;QC INSPECT,,,,16GB DDR4-3200 REGISTERED ECC,,,,219.64286,,
,M4A5-32/32-10JNC,,Lattice Semiconductor Corp,432,,US2510310000009;Q18,,,,LTB (LT-BUY) PAL CPLD 5V 44 PIN PLCCM4A5,,,,14.5,,
,M7793/1-005,,L3,36,,US2602160000010;DSQR,,,,"METER,TIME TOTALIZER",,,,2195,,
,M902-ACS3843 S2S,,Aeroflex Metelics,8,,US2509250000031;ATX12L,,,,INSUL EPDM SHEET 36 X 48 X 3/8 LOW,,,,29.04,,
,M902-ACS3843 S2S,,Aeroflex Metelics,7,,US2510200000025;ATX12L,,,,INSUL EPDM SHEET 36 X 48 X 3/8 LOW,,,,29.04,,
,MATRICE 350 RTK 2110S PROPELLE,,Dji,103,,US2512040000018;STOCK,,,,MATRICE 350 RTK 2110S PROPELLERS (PAIR),,,,54,,
,MATRICE 350 RTK 2110S PROPELLE,,Dji,12,,US2512110000021;STOCK,,,,MATRICE 350 RTK 2110S PROPELLERS (PAIR),,,,54,,
,MB10S,,SMC Diode Solutions Co Ltd,6000,,US2502120000014;F04F04,,,,Chip Diode Bridge Rec 1000v 500ma To-269,,,,0.03501,,
,MB10S,,SMC Diode Solutions Co Ltd,24000,,US2503280000006;F04F04,,,,Chip Diode Bridge Rec 1000v 500ma To-269,,,,0.03501,,
,MGA-62563-TR1G,,Avago Technologies,3,,US2510280000015;QC INSPECT,,,,"IC,RF,AMP, LOW NOISE SOT363,0.9db @ 500m",,,,5.71,,
,MGA-62563-TR2G,,Broadcom Inc,3,,US2510280000016;QC INSPECT,,,,IC AMP W-CDMA 100MHZ-3GHZ SOT363,,,,5.71,,
,ML1630E-SG-D-LT,,L3,4,,US2512150000012;DSQR1,,,,"Bench Power Supply, Programmable, 1 Outp",,,,150,,
,ML1630E-SG-D-LT,,L3,25,,US2512110000016;DSQR1,,,,"Bench Power Supply, Programmable, 1 Outp",,,,150,,
,MPC8245LVV333D,,NXP Semiconductors,1,,US2507310000003;Q4,,,,"RoHS,IC,MICROCONTROLLER,64BIT",,,,205,,
,MPH-24363AMG1-49,,"Air Filters, Inc.",6,,US2602160000003;ATX61L,,,,"HEPA FILTER, PARTICLE, 24""X36""X3"",UMP T",,,,359,,
,MPH-24363AMG1-49,,"Air Filters, Inc.",6,,US2602260000016;ATX61L,,,,"HEPA FILTER, PARTICLE, 24""X36""X3"",UMP T",,,,359,,
,MS27216-5,,Honeywell International,10,,US2508270000013;DSQR1,,,,"SWITCH,VAR ,SPDT,HIGH",,,,490,,
,MS35338-102,,WCL,90,,US2512010000021;STOCK,,,,"SPLIT-LOCK WASHER 5/16, PHOSPHOR/BRONZ",,,,,,
,MT40A512M16TD-062E AUT:R,,Micron Technology Inc,200,,US2602200000032;DSQR,,,,"MICRON - MT40A512M16TB-062E:R - DRAM, DD",,,,49.7994,,
,MT41K1G8TRF-125:E,,Micron Technology Inc,60,,US2512170000008;MRR,,,,DDR DRAM 1Gx8 0.225ns CMOS Pbg,,,,40,,
,MTA18ASF2G72PDZ-3G2R1 Service,,Charge,1,,US2512100000027;QC INSPECT,,,,Testing/service of MTA18ASF2G72PDZ-3G2R1,,,,44.5977,,
,MTA18ASF2G72PDZ-3G2R1 Service,,Charge,85,,US2512190000057;QC INSPECT,,,,Testing/service of MTA18ASF2G72PDZ-3G2R1,,,,42.5785,,
,MVI56-DFCM,,Pro Soft Technology,1,,US2411110000005;Q1,,,,"MVI56-DFCM-NFD COMMUNICATION MODULE, DF1",,,,,,
,MZ7L3960HCJR-00A07,,Samsung,40,,US2603030000024;QC INSPECT,,,,"DISK DRIVE, 2.5 INCH S/S SATA, 960 GB",,,,789,,
,MZ7L3960HCJR-00A07,,Samsung,23,,US2603030000023;QC INSPECT,,,,"DISK DRIVE, 2.5 INCH S/S SATA, 960 GB",,,,789,,
,NLVVHC1G32DFT2G,,On Semiconductor,108000,,US2511040000018;F05D01,,,,"OR GATE, 2 I/P, -55 TO 125DEG C",,,,0.143,,
,NRE,,Charge,1,,US2506300000030;STOCK,,,,NRE charge,,,,1859.2,,
,NTHS0603N01N1003JR,,Vishay Intertechnology Inc,1600,,US2601090000004;QC INSPECT,,,,"RESISTOR, TEMPERATURE DEPENDENT",,,,0.205,,
,OPA330AIYFFR,,Texas Instruments,6000,,US2509020000005;SLS01,,,,IC OPAMP CHOPPER 350KHZ 5DSBGA,,,,0.23,,
,OPA330AIYFFR,,Texas Instruments,5998,,US2509020000006;SLS01,,,,IC OPAMP CHOPPER 350KHZ 5DSBGA,,,,0.23,,
,PATT0603E49R9BGT1,,Vishay Semiconductors,778,,US2408290000033;LAM7.11.21,,2303,,"RES,0603,THIN FILM,0.1%,0.15W,49.9",,,,,,
,PC6-BL-01-EZ,,Generic,2,,US2507290000023;SLS06,,,,PC6-BL-01-EZ,,,,,,
,"PDZ9.1B,115",,Nexperia,24000,,US2511060000024;Q16,,,,"DIODE, ZENER, 9.1V, 0.4W, SOD323",,,,0.0239,,
,PESD5V0F1BL-Q,,Nexperia,210000,,US2511190000025;F05B01,,,,TVS DIODE 5.5VWM 15VC DFN10062,,,,0.345,,
,PFC-W0805R-03-3011-B,,IRC Company Ltd,1000,,US2603060000030;QC INSPECT,,,,"RESISTOR, CHIP, THIN FILM",,,,0.16,,
,PLT0805Z2502AST5,,Vishay,249,,US2408290000032;LAM7.11.22,,2239,,"RES,0805,TF,0.25W,0.05%,25K ROHS",,,,,,
,PMEG4010ETR,,Nexperia,57000,,US2510270029-01;F05D01,,,,DIODE SCHOTTKY 40V 1A SOD123W,,,,0.5,,
,PMEG4010ETR-Q,,Nexperia,240000,,US2510270000030;F05B02,,,,DIODE SCHOTTKY 40V 1A SOD123W,,,,0.5,,
,PMF100585,,Gore,25,,US2602240000011;QC INSPECT,,,,"GORE PolyVent, High Airflow",,,,11.01,,
,POE-SW508G,,Linovision,18,,US2505280000010;ATX71L,,,,POE-SW508G,,,,98.8,,
,POE-SW508G,,Linovision,12,,US2506030000016;ATX71L,,,,POE-SW508G,,,,98.8,,
,POE-SW508G,,Linovision,11,,US2505230000006;ATX71L,,,,POE-SW508G,,,,89,,
,POE-SW508G2,,Linovision,145,,US2509050010-01;ATX42L,,,,POE-SW508G2,,,,89,,
,POE-SW508G2,,Linovision,160,,US2509050010-02;ATX42R,,,,POE-SW508G2,,,,89,,
,PT-PSE107GRO-A,,PROCET,240,,US2601120054-01;ATX51R,,,,PoE 60W Injector (205-00058 Rev A),,,,42,,
,PT-PSE107GRO-A,,PROCET,30,,US2601120054-02;ATX61L,,,,PoE 60W Injector (205-00058 Rev A),,,,42,,
,"PTVS20VS1UR,115",,Nexperia,21,,US2510270027-02;G01F01,,,,TVS DIODE 20VWM 32.4VC SOD123W,,,,,,
,"PTVS20VS1UR,115",,Nexperia,48000,,US2510270027-01;F05B01,,,,TVS DIODE 20VWM 32.4VC SOD123W,,,,0.35286,,
,PXI-4065,,National Instruments,1,,US2603060000033;QC INSPECT,,,,NI PXI-4065 - NI,,,,2334,,
,QPA6489ATR13,,Qorvo Inc,1003,,US2603050000021;QC INSPECT,,,,RF AMPLIFIER DC-3500MHz,,,,24.4,,
,RC PLUS 2,,Dji,20,,US2510280000026;ATX71L,,,,RC PLUS 2,,,,1909,,
,RER60F4990MC02,,Vishay Dale,8,,US2510280000018;G01F01,,,,RES CHAS MNT 499 OHM 1% 5W,,,,,,
,RK73H2ETTD18R2F,,KOA Speer Electronics Inc,65,,US2405100000009;F02D04,,,,Thick Film Resistors - SMD 1/2watts 18.2,,,,,,
,RLR05C1963FS,,Vishay Dale,100,,US2603060000029;QC INSPECT,,,,"RESISTOR,FIXED,FILM",,,,1,,
,SBC846BLT1G,,On Semiconductor,222000,,US2510310000013;F05C03,,,,TRANS NPN 65V 0.1A SOT23-3,,,,0.29,,
,SBC846BLT1G,,On Semiconductor,258000,,US2511030000040;F05D02,,,,TRANS NPN 65V 0.1A SOT23-3,,,,0.012,,
,SBC846BLT1G,,On Semiconductor,36000,,US2510270000034;SLS03,,,,TRANS NPN 65V 0.1A SOT23-3,,,,0.0337,,
,SBC846BLT3G,,On Semiconductor,60000,,US2510270000028;F05B01,,,,TRANS NPN 65V 0.1A SOT23-3,,,,0.0163,,
,SC22160500-14-025P2,,Generic,25,,US2509180000031;F04B02,,,,"SCREW, SOCKET HEAD, M16 X 2 X 50",,,,,,
,SCC4439M1-B,,MK Magnetics,11,,US2601120000072;DSQR,,,,"CORE, ELECTROMAGNET - INPUT",,,,718,,
,SFC3.3-4TC,,Semtech,94,,US2505190000022;G03E03,,,,"DIODE ARRAY, TRANSIENT",,,,1,,
,SHIPPING,,Charge,2,,US2601150000037;STOCK,,,,SHIPPING,,,,328,,
,SHIPPING FEE,,Charge,1,,US2602050000019;QC INSPECT,,,,SHIPPING FEE,,,,954.12,,
,SHIPPING FEE,,Charge,1,,US2602050000020;QC INSPECT,,,,SHIPPING FEE,,,,2654.27,,
,SHIPPING FEE,,Charge,1,,US2602050000021;QC INSPECT,,,,SHIPPING FEE,,,,2856.34,,
,SIL-X-300 FFF,,Silex,8,,US2603040000089;0068,,,,SILICONE SPONGE RUBBER 0.093 ORN/RED,,,,74.38,,
,SIT8918BA-73-33E-50.000000E,,SiTime Corporation,1299,,US2603020000048;DSQR,,,,"OSCILLATOR, 50 MHZ, 50 PPM, 3.3 V, PKG 2",,,,1.386,,
,SMCJ58CA,,Fairchild,2714,,US2503190000044;F04C01,,,,TRANSZORB SMCJ58CA,,,,,,
,SN74LVC1G17DCKR,,Texas Instruments,15000,,US2511260000020;DSQR,,,,"IC BUFFER, SINGLE, SOT-323, 1 BIT",,,,0.034,,
,SN74LVC1G17DCKR,,Texas Instruments,3000,,US2602270000043;DSQR,,,,"IC BUFFER, SINGLE, SOT-323, 1 BIT",,,,0.072,,
,SNF476,,Factored Manufacturer,9,,US2603020000043;F07D01,,,,"SENSOR ASSY, ECM, H2 WITH RELAY",,,,1567.5,,
,SNF476,,Factored Manufacturer,3,,US2603020000024;F07D01,,,,"SENSOR ASSY, ECM, H2 WITH RELAY",,,,1567.5,,
,SNF476,,Factored Manufacturer,8,,US2603030000022;F07D01,,,,"SENSOR ASSY, ECM, H2 WITH RELAY",,,,1567.5,,
,SNF476,,Factored Manufacturer,10,,US2602020000080;F07D01,,,,"SENSOR ASSY, ECM, H2 WITH RELAY",,,,1567.5,,
,SNF476,,Factored Manufacturer,23,,US2602230000029;F07F01,,,,"SENSOR ASSY, ECM, H2 WITH RELAY",,,,1567.5,,
,SRU 8-6-S316,,Factored Manufacturer,5,,US2603040000117;SLS03,,,,"FITTING, REDUCING UNION, TUBE OD 1/2 X 3",,,,19.99,,
,ST16C654IJ68TR-F,,Exar,21,,US2510090000030;Q13,,,,IC QUAD UART 68PLCC IND TEMP,,,,59,,
,ST3300657FC,,Seagate,40,,US2601140000022;Q25,,,,"HARD DRIVE, 300GB, 15K, FC, 3.5 3H",,,,47.5,,
,SZMMBZ18VALT1G,,On Semiconductor,105000,,US2511030000038;Q9,,,,DIODE ZENER ARRAY 18V SOT-23-3,,,,0.015,,
,SZMMBZ18VALT1G,,On Semiconductor,24000,,US2511030000039;F05D01,,,,DIODE ZENER ARRAY 18V SOT-23-3,,,,0.038,,
,SZMMBZ18VALT1G,,On Semiconductor,3000,,US2511040000015;F05D01,,,,DIODE ZENER ARRAY 18V SOT-23-3,,,,0.0338,,
,T-188-1-1-00500,,Kapton,66000,,US2510060000011;ATX23L,,,,IC OPAMP GP 2 CIRCUIT 8SO,,,,,,
,T279740S,,ACME,4,,US2512310000029;F06A01,,,,277 V Transformer ACME T279740S,,,,,,
,T279740S,,ACME,2,,US2602240000015;F06A01,,,,277 V Transformer ACME T279740S,,,,,,
,T525D687M003ATE025,,Kemet Electronics Corp,500,,US2508250000030;DSQR1,,,,"CAPACITOR, SMT, TANTALUM,",,,,1.53506,,
,TARIFF,,Charge,1,,US2601200000004;QC INSPECT,,,,TARIFF,,,,437.4,,
,TARIFF,,Charge,1,,US2602200000033;QC INSPECT,,,,TARIFF,,,,1892.38,,
,TARIFF,,Charge,1,,US2511100000046;QC INSPECT,,,,TARIFF,,,,128.47,,
,TARIFF,,Charge,1,,US2511060000029;QC INSPECT,,,,TARIFF,,,,67.49,,
,TARIFF,,Charge,1,,US2511040000019;QC INSPECT,,,,TARIFF,,,,174.29,,
,TARIFF,,Charge,1,,US2510240000014;QC INSPECT,,,,TARIFF,,,,9072.22,,
,TARIFF,,Charge,1,,US2510080000004;QC INSPECT,,,,TARIFF,,,,285.6,,
,TARIFF,,Charge,1,,US2508250000031;QC INSPECT,,,,TARIFF,,,,130.48,,
,TARIFF,,Charge,2,,US2507300000004;QC INSPECT,,,,TARIFF,,,,41.2608,,
,TARIFF,,Charge,1,,US2507210000014;QC INSPECT,,,,TARIFF,,,,1063.46,,
,TARIFF,,Charge,1,,US2507150000019;QC INSPECT,,,,TARIFF,,,,146.6,,
,TARIFF,,Charge,1,,US2510310000014;QC INSPECT,,,,TARIFF,,,,11100,,
,TB65,,Dji,6,,US2507180000030;ATX41L,,,,TB65,,,,,,
,TET-1553-2-78-LF,,CINCH CONNECTIVITY SOLUTIONS,18,,US2511070000003;SLS06,,,,"TERMINATION, TRB PLUG, 2W, ROHS,",,,,78.45275,,
,TF187V32F11-17.75-18,,Factored Manufacturer,100,,US2603030000016;SLS03,,,,GSKT RFI/EMI SHLDG FINGER CONT,,,,13.85,,
,TL-SM5310-T,,Tp Link,10,,US2601160000004;SLS03,,,,10GBASE-T RJ45 SFP+ MODULE,,,,44.99,,
,TMP100MDBVREP,,Texas Instruments,646,,US2602090000005;DSQR,,,,SENSOR DIGITAL -55C-125C SOT23-6,,,,4.698,,
,TNPW080542K7BEEN,,Vishay,22,,US2512040000017;DSQR,,,,"RESISTORS, FIXED, FILM",,,,0.976,,
,TPS630250RNCR,,Texas Instruments,15000,,US2511180000041;G09A03,,,,Switching Voltage Regulators Industry s,,,,0.569,,
,TPS71501DCKR,,Texas Instruments,6000,,US2510020000012;SLS04,,,,IC TPS71501  LDO VOLTAGE REGUL,,,,0.13,,
,TPS71501DCKR,,Texas Instruments,6000,,US2510020000013;SLS04,,,,IC TPS71501  LDO VOLTAGE REGUL,,,,0.13,,
,TXB0104RUTR,,Texas Instruments,6000,,US2506260000020;SLS05,,,,IC TRANSLTR BIDIRECTIONAL 12UQFN,,,,0.09,,
,UUD1E221MNL1GS,,Nichicon Corp,500,,US2409180000041;F03C01,,,,CAP ALUM 220UF 20% 25V SMD,,,,,,
,V0747-75 2-330-UHP,,Parker,34,,US2510130000014;F04C02,,,,O-ring,,,,24.44,,
,"VA113739P1 - (5/16"" OD)",,Ortech,62,,US2602160000009;DSQR,,,,BALL - CERAMIC - DETENT,,,,5.2,,
,VA113884P4,,Fralock,10,,US2510060000014;DSQR2,,,,HEATER - OASIS,,,,1580,,
,VA113884P4,,Fralock,14,,US2601120000051;DSQR2,,,,HEATER - OASIS,,,,672,,
,VA113884P4_REV E,,Fralock,12,,US2509230000006;DSQR2,,,,HEATER - OASIS,,,,1580,,
,VA124666G1,,"Watteredge, LLC",33,,US2509030000020;DSQR,,,,LEAD ASSEMBLY - MAIN STATOR,,,,113.3,,
,VTX072,,VadaTech,6,,US2602030000013;LSQ,,,,3U VPX Backplane,,,,1387,,
,VTX072,,VadaTech,4,,US2602060000012;LSQ,,,,3U VPX Backplane,,,,1387,,
,WM8510GEDS/V,,Cirrus Logic,248,,US2603050000019;QC INSPECT,,,,LTB IC CODEC MONO ALC U-LAW,,,,18.76173,,
