Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,LM2596SX-3.3/NOPB,,Texas Instruments,3000,,US2602090000046;HK-E01,,"2430, 2444",,"IC,SIMPLE SWITCHER 150KHZ 3A LM2596-3.3",,,,0.785,,
,LM337IMPX/NOPB,,Texas Instruments,2000,,US2601150000014;HK-D03,,2517,,IC REG LIN NEG ADJ 1.5A SOT223-4,,,,0.31,,
,LM393ADR,,Texas Instruments,5000,,US2601150000009;HK-B02,,2539,,IC COMPARATOR 2 DIFF 8SOIC,,,,0.06,,
,LM50CIM3X/NOPB,,Texas Instruments,3000,,US2603020000014;HK-A05,,2540,,SENSOR ANALOG -40C-125C SOT23-3,,,,0.13,,
,LM5165YDRCR,,Texas Instruments,2999,,US2512220000041;HK-B03,,2215,,IC REG BUCK 3.3V 150MA 10VSON,,,,0.698,,
,LM70CIMMX-3/NOPB,,Texas Instruments,10500,,US2505260000018;HK-B01,,2502,,SENSOR DIGITAL -55C-150C 8VSSOP,,,,0.5,,
,LP2951CDR2G,,On Semiconductor,2500,,US2602020000009;HK-F03,,2510,,"IC,LNR V REGLTR,FXD,5V,100MA,SM,SOIC8",,,,0.0821,,
,LP2951CDR2G,,On Semiconductor,10000,,US2603040000017;QC INSPECT,,,,"IC,LNR V REGLTR,FXD,5V,100MA,SM,SOIC8",,,,0.0875,,
,LP2951CDR2G,,On Semiconductor,10000,,US2603040000018;QC INSPECT,,,,"IC,LNR V REGLTR,FXD,5V,100MA,SM,SOIC8",,,,0.0875,,
,LPC2138FBD64/01,,NXP Semiconductors,1500,,US2601280000002;HK-A03,,2549/2601,,IC CPU 32 BIT,,,,4.43,,
,LPC2138FBD64/01,,NXP Semiconductors,1500,,US2601280000008;HK-C03,,2304 / 2310,,IC CPU 32 BIT,,,,4.51,,
,LPC2138FBD64/01,,NXP Semiconductors,1498,,US2601280000007;HK-C03,,2304 / 2310,,IC CPU 32 BIT,,,,4.43,,
,LPC2138FBD64/01,,NXP Semiconductors,1500,,US2601280000001;HK-A03,,2549/2601,,IC CPU 32 BIT,,,,4.43,,
,LPC2138FBD64/01,,NXP Semiconductors,2600,,US2601280000003;HK-A03,,2549/2601,,IC CPU 32 BIT,,,,4.24,,
,LPC2138FBD64/01,,NXP Semiconductors,400,,US2601280000006;HK-C03,,2531,,IC CPU 32 BIT,,,,4.24,,
,LT1783CS5#TRPBF,,Linear Technology Corp,5000,,US2512080000064;HK-E01,,2542,,"IC,OP_AMP,R/R, LT1783CS5, SO",,,,1.32,,
,LT1783CS5#TRPBF,,Linear Technology Corp,2500,,US2512040000026;HK-C03,,2540/2542,,"IC,OP_AMP,R/R, LT1783CS5, SO",,,,1.32,,
,LT1783CS5#TRPBF,,Linear Technology Corp,7500,,US2512020000025;HK-C03,,2542,,"IC,OP_AMP,R/R, LT1783CS5, SO",,,,1.32,,
,LT1783CS5#TRPBF,,Linear Technology Corp,2500,,US2511130000007;1018,,2540,,"IC,OP_AMP,R/R, LT1783CS5, SO",,,,1.3,,
,LT1783CS5#TRPBF,,Linear Technology Corp,2500,,US2510210000030;1018,,2534,,"IC,OP_AMP,R/R, LT1783CS5, SO",,,,1.3,,
,LT1783CS5#TRPBF,,Linear Technology Corp,5000,,US2508250000050;HK-D02,,2528,,"IC,OP_AMP,R/R, LT1783CS5, SO",,,,1.25,,
,LT1933ES6#TRPBF,,ADI,1,,US2512300000075;QC INSPECT,,2533,,IC CONV LT1933 SOT23-6 R,,,,1.25,,
,LT1933ES6#TRPBF,,ADI,2500,,US2512300000077;HK-F03,,2533,,IC CONV LT1933 SOT23-6 R,,,,1.25,,
,LT1933ES6#TRPBF,,ADI,2496,,US2601080000007;HK-F03,,,,IC CONV LT1933 SOT23-6 R,,,,1.302,,
,LT3032EDE#PBF,,ADI,455,,US2509250000016;HK-B04,,2528,,IC REG LINEAR POS/NEG ADJ 14-DFN,,,,2.5,,
,LT8646SEV#PBF,,Analog Devices Inc,103,,US2603060000003;QC INSPECT,,,,IC LT8646SIV#PBF 32-LQFN,,,,66.5,,
,LTC1923EGN#PBF,,Analog Devices Inc,588,,US2601300000004;HK-A03,,,,IC CONTROLLER TEC HI EFF 28SSOP,,,,18,,
,LTC1923EGN#PBF,,Analog Devices Inc,588,,US2601300000003;HK-A03,,,,IC CONTROLLER TEC HI EFF 28SSOP,,,,18,,
,LTC1923EGN#PBF,,ADI,539,,US2509080000052;HK-B05,,2519,,IC CONTROLLER TEC HI EFF 28SSOP,,,,17.2,,
,LTC1923EGN#PBF,,ADI,960,,US2509250000008;HK-A05,,2519,,IC CONTROLLER TEC HI EFF 28SSOP,,,,17.2,,
,LTC2246IUH#TRPBF,,Analog Devices Inc,3500,,US2505290000009;HK-A04,,2406/2428,,IC ADC 14BIT PIPELINED 32QFN,,,,16.5,,
,LTC2246IUH#TRPBF,,Analog Devices Inc,500,,US2512300000068;HK-F03,,2507,,IC ADC 14BIT PIPELINED 32QFN,,,,16.5,,
,LTC2246IUH#TRPBF,,Analog Devices Inc,4000,,US2512300000069;HK-F03,,2507,,IC ADC 14BIT PIPELINED 32QFN,,,,16.5,,
,LTC2246IUH#TRPBF,,Analog Devices Inc,500,,US2512300000070;HK-F03,,2507,,IC ADC 14BIT PIPELINED 32QFN,,,,17.069,,
,LTC3521IUF#TRPBF,,Analog Devices Inc,2000,,US2505290000013;HK-C04,,"2424, 2429",,IC REG BUCK BOOST ADJ TRPL 24QFN,,,,4.4,,
,LTC3521IUF#TRPBF,,Analog Devices Inc,1000,,US2505290000014;HK-C04,,"2424, 2429",,IC REG BUCK BOOST ADJ TRPL 24QFN,,,,4.4,,
,LTC3521IUF#TRPBF,,Analog Devices Inc,1000,,US2512300000065;HK-A04,,2429,,IC REG BUCK BOOST ADJ TRPL 24QFN,,,,4.4,,
,LTC3521IUF#TRPBF,,Analog Devices Inc,1450,,US2512300000066;HK-A04,,2429,,IC REG BUCK BOOST ADJ TRPL 24QFN,,,,4.552,,
,LTC3521IUF#TRPBF,,Analog Devices Inc,50,,US2512300000067;HK-A04,,2429,,IC REG BUCK BOOST ADJ TRPL 24QFN,,,,,,
,LTC3560ES6#TRPBF,,ADI,2000,,US2505290000005;HK-A02,,2435,,IC-TSOT23-6P-STEP DOWN,,,,1.68,,
,LTC3560ES6#TRPBF,,ADI,1000,,US2505290000006;HK-A02,,2435,,IC-TSOT23-6P-STEP DOWN,,,,1.68,,
,LTC4210-1IS6#TRPBF,,ADI,999,,US2512180000005;HK-A03,,,,C LT4210-1IS6 HOT SWAP CONTROLLER TSOT2,,,,1.9,,
,LTM4630EY-1A#PBF,,Analog Devices Inc,359,,US2512150000032;HK-C04,,2508,,BGA DC-DC STP-DWN 4.5TO15V UMOD,,,,32,,
,LTM4630IV#PBF,,ADI,88,,US2602100000001;HK-A04,,2105,,DC DC CNVRTR 0.6-1.8V 0.6-1.8V,,,,30.3,,
,M29W320DB70N6E,,Micron Technology Inc,620,,US2510230000028;HK-B04,,1829,,IC DIG MEM FLASH 29W320DB 70N6T,,,,1.19022,,
,M393A4K40DB3-CWE,,Samsung,370,,US2603020000017;QC INSPECT,,,,DDR4 SDRAM 32GB 2G x 4 288-RDIMM Tray,,,,425,,
,M393A4K40EB3-CWE,,Samsung,580,,US2603060000006;QC INSPECT,,,,32GB DDR4-3200 RDIMM 2RX4,,,,550,,
,M393A8G40CB4-CWE,,Samsung,1,,US2602110000002;QC INSPECT,,22+,,SAMSUNG 64GB DDR4 RDIMM 3200,,,,577.9753,,
,M85049/49-2-14N,,Amphenol Ltd,80,,US2603050000002;HK-E03,,2601,,CONN CABLE CLAMP SZ14 15 SILVER,,,,5.94,,
,M85049/49-2-14N,,Amphenol Ltd,80,,US2603050000003;HK-E03,,2601,,CONN CABLE CLAMP SZ14 15 SILVER,,,,5.94,,
,M85049/49-2-14N,,Amphenol Ltd,80,,US2603050000004;HK-E03,,2601,,CONN CABLE CLAMP SZ14 15 SILVER,,,,5.94,,
,M85049/49-2-14N,,Amphenol Ltd,80,,US2603050000005;HK-E03,,2601,,CONN CABLE CLAMP SZ14 15 SILVER,,,,5.94,,
,MAL215097111E3,,Vishay,445,,US2504210000007;QC INSPECT,,,,CAP ALUM 68UF 20% 50V SMD,,,,0.393,,
,MAX12930EASA+T,,Maxim Integrated Products Inc,2500,,US2512110000004;HK-A04,,2012,,"DIGITAL ISOLATOR, 23.9NS, NSOIC",,,,1.2375,,
,MAX13487EESA+,,ADI,2500,,US2509150000003;HK-G02,,2427,,IC TRANSCEIVER HALF 1/1 8SOIC,,,,0.385,,
,MAX13487EESA+,,ADI,2500,,US2510140000015;HK-E02,,2427,,IC TRANSCEIVER HALF 1/1 8SOIC,,,,0.385,,
,MAX13487EESA+,,ADI,2500,,US2511260000003;HK-D03,,2515,,IC TRANSCEIVER HALF 1/1 8SOIC,,,,0.385,,
,MAX13487EESA+,,ADI,2500,,US2512220000029;HK-E03,,2515,,IC TRANSCEIVER HALF 1/1 8SOIC,,,,0.385,,
,MAX13487EESA+,,ADI,2500,,US2601120000074;HK-F01,,2511,,IC TRANSCEIVER HALF 1/1 8SOIC,,,,0.385,,
,MAX16054AZT+T,,ADI,2500,,US2512120000033;HK-A04,,2524,,"PUSHBUTTON ON/OFF CONTROLLER, TSOT-23-6",,,,1.12,,
,MAX3097EESE+T,,Analog Devices Inc,5000,,US2511300000003;HK-B03,,2538,,IC TRANSCEIVER 0/3 16SOIC,,,,7.5,,
,MAX3097EESE+T,,Analog Devices Inc,2500,,US2512050000003;HK-E04,,2538,,IC TRANSCEIVER 0/3 16SOIC,,,,7.5,,
,MAX3097EESE+T,,Analog Devices Inc,2170,,US2601080000001;HK-D01,,2538,,IC TRANSCEIVER 0/3 16SOIC,,,,7.5,,
,MAX3097EESE+T,,Analog Devices Inc,330,,US2601080000002;HK-D01,,2538,,IC TRANSCEIVER 0/3 16SOIC,,,,7.5,,
,MAX3483ESA+T,,ADI,2500,,US2602020000006;HK-D02,,2525,,"MAX3483ESA+, TXRX RS485/422 250KBPS 8-",,,,1.087,,
,MAX3488ESA+T,,Maxim Integrated Products Inc,2500,,US2512160000036;HK-B02,,2514,,IC TRANSCEIVER FULL 1/1 8SOIC,,,,0.852,,
,MAX3490EESA+T,,Analog Devices Inc,2500,,US2512160000005;HK-J04,,2514,,IC TRANSCEIVER FULL 1/1 8SOIC,,,,1.01,,
,MAX4372FEUK+T,,Maxim Integrated Products Inc,2500,,US2603040000016;QC INSPECT,,,,IC CURR SENSE 1 CIRCUIT,,,,0.41,,
,MAX4520EUT+T,,Maxim Integrated Products Inc,2500,,US2512310000005;0071,,2535,,IC SWITCH SPST-NOX1 160OHM SOT6,,,,1.25,,
,MAX4520EUT+T,,Maxim Integrated Products Inc,2500,,US2512310000006;HK-F01,,2535,,IC SWITCH SPST-NOX1 160OHM SOT6,,,,1.25,,
,MAX487CSA+T,,Analog Devices Inc,2500,,US2512090000002;HK-A02,,2539; 2545,,IC TRANSCEIVER HALF 1/1 8SOIC,,,,0.85,,
,MAX487CSA+T,,Analog Devices Inc,2500,,US2512090000003;HK-A02,,2545,,IC TRANSCEIVER HALF 1/1 8SOIC,,,,0.85,,
,MAX488EESA+T,,Analog Devices Inc,500,,US2512120000010;HK-B03,,2507,,IC TRANSCEIVER FULL 1/1 8SOIC,,,,2,,
,MAX488EESA+T,,Analog Devices Inc,500,,US2512120000011;HK-B03,,2507,,IC TRANSCEIVER FULL 1/1 8SOIC,,,,2,,
,MAX488EESA+T,,Analog Devices Inc,500,,US2508280000007;HK-C02,,2335,,IC TRANSCEIVER FULL 1/1 8SOIC,,,,1.8,,
,MAX488EESA+T,,Analog Devices Inc,500,,US2512120000009;HK-B03,,2507,,IC TRANSCEIVER FULL 1/1 8SOIC,,,,2,,
,MAX6126BASA25+T,,Maxim Integrated Products Inc,250,,US2601190000011;HK-B03,,,,IC VOL REF Series Fixed 2.5V 10mA ±0.06%,,,,5.55,,
,MAX6495ATT+T,,Analog Devices Inc,19999,,US2603010000008;HK-J01,,,,IC OVERVOLTAGE PROT CTRL 6TDFN,,,,1.82,,
,MAX9938FEUK+T,,Maxim Integrated Products Inc,2500,,US2512090000020;HK-F01,,2528,,"CURRENT SENSE AMP, 125KHZ, SOT-23-5",,,,0.519,,
,MB85RC1MTPNF-G-JNERE1,,Fujitsu,51,,US2603050000010;QC INSPECT,,,,FRAM (1M)128k x 8 1.8V - 3.6V I²C 3.4MHz,,,,3.38,,
,MB85RS1MTPNF-G-JNERE1,,Fujitsu,3000,,US2511250000002;HK-D04,,2516,,IC FRAM 1MBIT SPI 40MHZ 8SOP,,,,2.1,,
,MB85RS1MTPNF-G-JNERE1,,Fujitsu,3000,,US2512220000031;HK-C02,,2516,,IC FRAM 1MBIT SPI 40MHZ 8SOP,,,,2.1,,
,MC68711E20CFNE2,,NXP Semiconductors,69,,US2411140000002;HK-B02,,,,"8BIT, 20K EPROM, 768RAM",,,,,,
,MCP23S17T-E/ML,,MicroChip,3199,,US2601120000016;HK-B03,,2543,,SPI Interface 10000kHz 5.5V 28-Pin QFN E,,,,0.58,,
,MCP3421A0T-E/CH,,Microchip Technology Inc,3000,,US2603040000013;QC INSPECT,,,,IC ADC 18BIT SIGMA-DELTA SOT23-6,,,,0.8,,
,"MMBT3906,215",,Nexperia,36000,,US2603020000015;1018,,2521,,"TRANS PNP 40V 0.2A TO236AB""",,,,0.018,,
,MMG15241HT1,,NXP Semiconductors,2,,US2601150000011;QC INSPECT,,"2117, 2219",,IC AMP CDMA 500MHZ-2.8GHZ SOT89A,,,,2,,
,MPM3515GQV-Z,,Monolithic Power Systems,2500,,US2603030000006;QC INSPECT,,,,"^3^ MPM3515,36V,.5DC/DC,MINI-MODULE",,,,0.9,,
,MPM3515GQV-Z,,Monolithic Power Systems,2500,,US2601300000009;HK-D03,,2515,,"^3^ MPM3515,36V,.5DC/DC,MINI-MODULE",,,,0.8,,
,MPXV5004DP,,NXP Semiconductors,248,,US2512300000013;HK-F04,,"2451, 2503",,IC SENSOR SNSR 8-PIN R,,,,7.6,,
,MPXV5004DP,,NXP Semiconductors,500,,US2512300000014;HK-F04,,"2451, 2503",,IC SENSOR SNSR 8-PIN R,,,,7.6,,
,MS27467T19F11P,,Aero,50,,US2602200000006;HK-G04,,2606,,Plug straight cable,,,,34.92,,
,MS32 20008,,Ametherm,3000,,US2509300000016;HK-E02,,2537,,ICL 20 OHM 25% 8A 31MM,,,,2.2,,
,MSP430F147IPMR,,Texas Instruments,1000,,US2512290000005;HK-C02,,2501,,IC MCU 16BIT 32KB FLASH 64LQFP,,,,1.67,,
,MSP430F5438AIPZR,,Texas Instruments,999,,US2512140000009;HK-G02,,,,16-bit Microcontrollers - MCU 16B Ultra-,,,,1.35,,
,MT25QL01GBBB8E12-0SIT,,Micron Technology Inc,2495,,US2601140000044;HK-Pallet2,,,,"Flash, 1GX1, PBGA24",,,,4.508,,
,MT25QL01GBBB8E12-0SIT,,Micron Technology Inc,2495,,US2601140000042;HK-Pallet2,,,,"Flash, 1GX1, PBGA24",,,,4.508,,
,MT25QL01GBBB8E12-0SIT,,Micron Technology Inc,2495,,US2601140000040;HK-PALLET2,,,,"Flash, 1GX1, PBGA24",,,,4.504,,
,MT25QL01GBBB8E12-0SIT,,Micron Technology Inc,2495,,US2601140000036;HK-Pallet2,,,,"Flash, 1GX1, PBGA24",,,,4.508,,
,MT25QL01GBBB8E12-0SIT,,Micron Technology Inc,2495,,US2601140000034;HK-Pallet2,,,,"Flash, 1GX1, PBGA24",,,,4.504,,
,MT25QL01GBBB8E12-0SIT,,Micron Technology Inc,2495,,US2601140000038;HK-Pallet2,,,,"Flash, 1GX1, PBGA24",,,,4.508,,
,MT25QL256ABA8ESF-0SIT,,Micron Technology Inc,1000,,US2512040000002;HK-C02,,,,Adjustable Positive LDO Regula,,,,1,,
,MT25QL256ABA8ESF-0SIT,,Micron Technology Inc,1000,,US2512040000003;HK-C02,,,,Adjustable Positive LDO Regula,,,,1,,
,MT40A512M16LY-075:E,,Micron Technology Inc,2,,US2601150000020;QC INSPECT,,,,MT40A512M16 2666MT/s 8Gb 512Mx16 DDR4 SD,,,,185.7,,
,MT41K128M16JT-125:K,,Micron Technology Inc,4000,,US2512300000004;HK-B02,,2346,,Ic Ddr3-1333 Sdram 2gb 128mx16 96-Fbga,,,,1.9,,
,MT41K128M16JT-125:K,,Micron Technology Inc,1999,,US2512300000003;HK-B02,,2346,,Ic Ddr3-1333 Sdram 2gb 128mx16 96-Fbga,,,,1.9,,
,MT41K128M16JT-125:K,,Micron Technology Inc,4000,,US2512300000002;HK-B02,,2346,,Ic Ddr3-1333 Sdram 2gb 128mx16 96-Fbga,,,,1.9,,
,MT41K128M8DA-107 IT:J,,Micron Technology Inc,4000,,US2601190000008;HK-E03,,2312,,DDR3 1G 128MX8 FBGA,,,,4.55,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,2000,,US2603080000032;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,1.805,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,2000,,US2603080000030;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,1.805,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,2000,,US2603080000028;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,1.805,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,2000,,US2603080000026;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,1.805,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,2000,,US2603080000022;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,1.805,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,2000,,US2603080000008;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,1.805,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,2000,,US2603080000010;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,1.805,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,2000,,US2603080000004;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,1.805,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,2000,,US2603080000002;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,1.805,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,1224,,US2601120000021;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,2.0336,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,1224,,US2601120000017;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,2.0336,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,1224,,US2601120000012;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,2.0336,,
,MT41K256M16TW-107 IT:P,,Micron Technology Inc,2000,,US2603080000006;QC INSPECT,,,,Fbga/I/Ddr3 SDRAM 256Mx16 Plas,,,,1.805,,
,MT41K256M16TW-107:P TR,,Micron Technology Inc,2000,,US2603030000004;QC INSPECT,,,,IC DDR3 4GB 1.35V FBGA-96,,,,4.56,,
,MT41K256M16TW-107:P TR,,Micron Technology Inc,2000,,US2603030000007;QC INSPECT,,,,IC DDR3 4GB 1.35V FBGA-96,,,,4.56,,
,MT47H32M16NF-25E AAT:H,,Micron Technology Inc,2000,,US2601120000004;QC INSPECT,,,,MT47H32M16NF-25E AAT:H,,,,1.98,,
,MT47H32M16NF-25E AAT:H,,Micron Technology Inc,1693,,US2601120000010;QC INSPECT,,,,MT47H32M16NF-25E AAT:H,,,,2.42254,,
,MT47H32M16NF-25E:H,,Micron Technology Inc,1999,,US2603020000010;HK-C05,,2142,,IC SDRAM 512MBIT 400MHZ 84BGA,,,,2.3,,
,MT47H32M16NF-25E:H,,Micron Technology Inc,1999,,US2603010000005;HK-D01,,2210,,IC SDRAM 512MBIT 400MHZ 84BGA,,,,1.7,,
,MT61M512M32KPA-14NIT:C,,Micron Technology Inc,28,,US2602010000007;HK-B02,,,,SGRAM - GDDR6 16Gbit 512M x 32 POD_125,,,,89.6,,
,MTA36ASF4G72PZ-3G2R1,,Micron Technology Inc,484,,US2602260000043;1018,,22+,,MICRON DDR4 RDIMM 32GB 2RX4 3200 CL22,,,,299.795,,
,MTA36ASF4G72PZ-3G2R1,,Micron Technology Inc,799,,US2602260000046;1018,,21+,,MICRON DDR4 RDIMM 32GB 2RX4 3200 CL22,,,,319.7031,,
,MTFC128GAPALNS-AAT,,Micron Technology Inc,200,,US2511190000029;HK-A04,,2338,,IC FLASH 128GB NAND EMMC TFBGA,,,,100.4,,
,MURS160T3G,,On Semiconductor,7500,,US2601130000083;HK-B05,,2428,,"Diode, rectifier, ultra-fast, 1 A, 600 V",,,,0.05,,
,MURS160T3G,,On Semiconductor,10000,,US2601130000081;HK-B05,,2428,,"Diode, rectifier, ultra-fast, 1 A, 600 V",,,,0.05,,
,MURS160T3G,,On Semiconductor,10000,,US2601130000082;HK-B05,,2428,,"Diode, rectifier, ultra-fast, 1 A, 600 V",,,,0.05,,
,NB3L8504SDTR2G,,On Semiconductor,5000,,US2511240000014;HK-G02,,1711,,IC CLK BUFFER 1:4 700MHZ 16TSSOP,,,,1.36,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000048;HK-E01,,,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000047;HK-E01,,,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000046;HK-E01,,,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000044;HK-E01,,,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000043;HK-E01,,,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000042;HK-E01,,,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000041;HK-E01,,,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000040;HK-E01,,,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000039;HK-E01,,,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000045;HK-E01,,,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000059;HK-F02,,2528,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000058;HK-F02,,2528,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000057;HK-F02,,2528,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000056;HK-F02,,2528,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000055;HK-F02,,2528,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000054;HK-F02,,2528,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,5000,,US2512300000060;HK-F02,,2528,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000053;HK-F02,,2528,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000050;HK-E01,,,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NE5532ADR,,Texas Instruments,2500,,US2512300000049;HK-E01,,,,IC OPAMP GP 2 CIRCUIT 8SOIC,,,,0.07,,
,NLSV4T244MUTAG,,On Semiconductor,15000,,US2602030000002;HK-F01,,2424/2426,,"IC, Level_Xlator, 4Bit, NLSV4T244,",,,,0.55,,
,NLSV4T244MUTAG,,On Semiconductor,15000,,US2602030000001;HK-F01,,"2424,2426",,"IC, Level_Xlator, 4Bit, NLSV4T244,",,,,0.55,,
,NLSV4T244MUTAG,,On Semiconductor,18000,,US2503100000031;HK-F02,,2422,,"IC, Level_Xlator, 4Bit, NLSV4T244,",,,,0.645,,
,NLSV4T244MUTAG,,On Semiconductor,18000,,US2511060000038;HK-G03,,2424,,"IC, Level_Xlator, 4Bit, NLSV4T244,",,,,0.645,,
,OPA2336EA/2K5,,Texas Instruments,12500,,US2603030000005;QC INSPECT,,,,IC OPAMP GP 2 CIRCUIT 8VSSOP,,,,0.55,,
,OPA335AIDBVR,,Texas Instruments Incorporated,6000,,US2603050000009;HK-F03,,2539,,"""Single 0.05uV/C max, single-supply CMOS",,,,0.41,,
,OPA348AIDBVR,,Texas Instruments,3000,,US2601300000012;HK-D01,,2205,,Operational Amplifiers - Op Amps 1MHz 45,,,,0.09,,
,OPA348AIDBVR,,Texas Instruments,2999,,US2601300000013;HK-D01,,2205,,Operational Amplifiers - Op Amps 1MHz 45,,,,0.09,,
,OPA4191IPWR,,Texas Instruments,2,,US2512170000032;QC INSPECT,,2429,,Precision Amplifiers Quad low-power 36,,,,0.6,,
,OPA4191IPWR,,Texas Instruments,7996,,US2512170000032;HK-C05,,2429,,Precision Amplifiers Quad low-power 36,,,,0.6,,
,P6KE6V8CA,,ST Micrelectronics,43998,,US2602120000034;HK-PALLET3,,,,TVS DIODE 5.8VWM 13.4V DO204AC,,,,0.071,,
,"PCA9535PW,118",,NXP Semiconductors,2500,,US2512300000019;HK-E04,,2534,,IC XPND 400KHZ I2C SMBUS 24TSSOP,,,,0.399,,
,"PCA9535PW,118",,NXP Semiconductors,2500,,US2512300000020;HK-E04,,,,IC XPND 400KHZ I2C SMBUS 24TSSOP,,,,0.399,,
,"PCF2129AT/2,518",,NXP Semiconductors,3800,,US2512170000040;HK-B01,,2448/2449,,IC RTC CLK/CAL I2C/SPI 20-SOIC,,,,1.53,,
,"PCF2129AT/2,518",,NXP Semiconductors,4000,,US2512170000039;HK-B01,,2448/2449,,IC RTC CLK/CAL I2C/SPI 20-SOIC,,,,1.53,,
,"PCF2129AT2,518",,NXP Semiconductors,10850,,US2602010000005;HK-G01,,2440,,"REAL TIME CLOCK/CALENDAR, I2C/SPI, SOIC",,,,1.49,,
,"PCF2129AT2,518",,NXP Semiconductors,7600,,US2602010000006;HK-G01,,"2434, 2436, 2440, 2505, 2506",,"REAL TIME CLOCK/CALENDAR, I2C/SPI, SOIC",,,,1.49,,
,"PCF2129AT2,518",,NXP Semiconductors,150,,US2602260000006;HK-G01,,,,"REAL TIME CLOCK/CALENDAR, I2C/SPI, SOIC",,,,1.92333,,
,PE4152A-Z,,Peregrine Semiconductor,3000,,US2603040000007;HK-E04,,2334,,"IC,Mixer,Mosfet,PE4152,QFN",,,,5,,
